Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
6/6/16,15,Theft,12D20,Restaurant or Cafeteria Parking Lot,12300-12399,GULF,FWY,-,1
6/6/16,17,Theft,12D20,Residence or House,10400-10499,KIRKSHIRE,DR,-,1
6/6/16,17,Theft,12D20,Department or Discount Store,10900-10999,FUQUA,ST,-,1
6/6/16,16,Theft,12D20,Other Parking Lot,11800-11899,DICKINSON,RD,-,1
6/7/16,7,Theft,12D20,Driveway,11800-11899,KIRKWAY,DR,-,1
6/6/16,19,Theft,12D20,"Theatres, Dinner Theaters, Auditoriums",11800-11899,SAM HOUSTON,PKWY,S,1
6/9/16,15,Theft,12D20,Restaurant or Cafeteria Parking Lot,12800-12899,GULF,FWY,-,1
6/9/16,10,Auto Theft,12D20,Commercial Parking Lot or Garage,11800-11899,SAM HOUSTON,PKWY,S,1
6/9/16,3,Aggravated Assault,12D20,Apartment Parking Lot,11100-11199,BEAMER,RD,-,1
6/9/16,8,Auto Theft,12D20,Restaurant or Cafeteria Parking Lot,11200-11299,FUQUA,ST,-,1
6/8/16,20,Theft,12D20,Residence or House,10500-10599,THORNLEA,DR,-,1
6/7/16,17,Theft,12D20,Residence or House,11600-11699,SABO,RD,-,1
6/7/16,9,Theft,12D20,Rental Storage Facility,10600-10699,FUQUA,ST,-,1
6/15/16,20,Theft,12D20,Other Parking Lot,11800-11899,SOUTH SAM HOUSTON,PKWY,-,1
6/16/16,2,Theft,12D20,Other Parking Lot,11800-11899,SAM HOUSTON,PKWY,S,2
6/16/16,3,Burglary,12D20,Strip Business Center Parking Lot,11700-11799,SAM HOUSTON,PKWY,S,1
6/16/16,10,Theft,12D20,Apartment Parking Lot,11100-11199,FUQUA,ST,-,1
6/16/16,19,Auto Theft,12D20,Grocery Store or Supermarket Parking Lot,11000-11099,FUQUA,ST,-,1
6/17/16,10,Theft,12D20,Convenience Store,11600-11699,SAM HOUSTON,PKWY,S,1
6/17/16,8,Burglary,12D20,Miscellaneous Business (Non-Specific),12000-12099,BEAMER,RD,-,1
6/17/16,13,Theft,12D20,Department or Discount Store,10900-10999,FUQUA,ST,-,1
6/17/16,13,Burglary,12D20,Residence or House,11500-11599,SABO,RD,-,1
6/17/16,14,Burglary,12D20,Apartment,10700-10799,FUQUA,ST,-,1
6/14/16,15,Theft,12D20,Commercial Building,10900-10999,FUQUA,ST,-,1
6/14/16,17,Theft,12D20,Driveway,9700-9799,GRENADIER,DR,-,1
6/14/16,8,Burglary,12D20,Convenience Store,10600-10699,FUQUA,ST,-,1
6/14/16,21,Auto Theft,12D20,"Road, Street, or Sidewalk",10900-10999,SAGEBERRY,DR,-,1
6/15/16,13,Theft,12D20,Restaurant or Cafeteria Parking Lot,12300-12399,GULF,FWY,-,1
6/11/16,15,Aggravated Assault,12D20,Apartment,11800-11899,GULF POINTE,DR,-,1
6/11/16,14,Theft,12D20,Restaurant or Cafeteria,12800-12899,GULF,FWY,-,1
6/11/16,3,Auto Theft,12D20,"Road, Street, or Sidewalk",11300-11399,SAGERIVER,DR,-,1
6/11/16,5,Theft,12D20,Residence or House,11300-11399,SAGEARBOR,DR,-,1
6/10/16,9,Robbery,12D20,Grocery Store or Supermarket Parking Lot,11100-11199,FUQUA,ST,-,1
6/10/16,10,Burglary,12D20,Residence or House,10600-10699,STOVER,-,-,1
6/10/16,1,Burglary,12D20,Garage or Carport,11000-11099,SAGECANYON,-,-,1
6/11/16,19,Burglary,12D20,"Vacant Single Occ Resd(House,Townhs,Dplex)",11400-11499,SABO,RD,-,1
6/11/16,21,Theft,12D20,Restaurant or Cafeteria Parking Lot,12800-12899,GULF,FWY,-,1
6/12/16,0,Robbery,12D20,Other Parking Lot,11800-11899,SAM HOUSTON,PKWY,S,1
6/12/16,1,Theft,12D20,Other Parking Lot,11800-11899,GULF POINTE,DR,-,1
6/12/16,2,Burglary,12D20,Garage or Carport,12000-12099,SAGECLIFF,DR,-,1
6/13/16,10,Theft,12D20,Apartment Parking Lot,10900-10999,BEAMER,RD,-,1
6/20/16,4,Burglary,12D20,Residence or House,10900-10999,SAGEORCHARD,LN,-,1
6/19/16,19,Theft,12D20,Apartment Parking Lot,11100-11199,FUQUA,ST,-,1
6/19/16,21,Aggravated Assault,12D20,Other Parking Lot,12600-12699,GULF,FWY,-,1
6/20/16,13,Theft,12D20,,12300-12399,GULF,FWY,-,1
6/20/16,10,Robbery,12D20,Apartment Parking Lot,10800-10899,KINGSPOINT,-,-,1
6/18/16,14,Theft,12D20,Restaurant or Cafeteria,12800-12899,GULF,FWY,-,1
6/18/16,0,Robbery,12D20,"Theatres, Dinner Theaters, Auditoriums",11800-11899,SAM HOUSTON,PKWY,S,1
6/18/16,22,Robbery,12D20,Restaurant or Cafeteria Parking Lot,11500-11599,SAM HOUSTON,PKWY,S,1
6/19/16,16,Burglary,12D20,Garage or Carport,12000-12099,SABO,RD,-,1
6/18/16,15,Theft,12D20,Grocery Store or Supermarket,9800-9899,BLACKHAWK,BLVD,-,1
6/18/16,22,Theft,12D20,Other Parking Lot,11500-11599,SAM HOUSTON,PKWY,S,1
6/28/16,17,Burglary,12D30,Rental Storage Facility,10600-10699,ALMEDA GENOA,RD,-,1
6/28/16,7,Burglary,12D30,"Pawn, Resale Shop, or Flea Market",5100-5199,SHAVER,ST,S,1
6/28/16,13,Theft,12D30,Vehicle/Auto Sales/Lease/Auto Parts Store,11700-11799,GULF,FWY,-,1
6/29/16,0,Theft,12D30,Vehicle/Auto Sales/Lease/Auto Parts Store,12300-12399,GULF,FWY,-,1
6/20/16,16,Theft,12D30,Restaurant or Cafeteria Parking Lot,12700-12799,GULF,FWY,-,1
6/20/16,18,Theft,12D30,Restaurant or Cafeteria Parking Lot,12900-12999,GULF,FWY,-,1
6/20/16,19,Theft,12D30,Apartment Parking Lot,11700-11799,FUQUA,ST,-,1
6/22/16,22,Theft,12D30,Bar or Night Club Parking Lot,12700-12799,GULF,FWY,-,1
6/22/16,18,Theft,12D30,Driveway,10400-10499,GERLACH,ST,-,1
6/22/16,14,Auto Theft,12D30,Apartment Parking Lot,12800-12899,ROYDON,DR,-,1
6/24/16,22,Theft,12D30,Restaurant or Cafeteria Parking Lot,12800-12899,GULF,FWY,-,1
6/24/16,22,Auto Theft,12D30,Restaurant or Cafeteria Parking Lot,12800-12899,GULF,FWY,-,1
6/26/16,3,Auto Theft,12D30,Bar or Night Club Parking Lot,12700-12799,GULF,FWY,-,1
6/26/16,11,Burglary,12D30,Apartment,10600-10699,SOUTHDOWN TRACE,TRL,-,1
6/26/16,11,Theft,12D30,Apartment,11700-11799,FUQUA,ST,-,1
6/8/16,7,Auto Theft,12D30,"Road, Street, or Sidewalk",13100-13199,KODY RIDGE,CT,-,1
6/8/16,10,Theft,12D30,"Field, Woods, Forest, Park",12300-12399,GULF,FWY,-,1
6/4/16,6,Burglary,12D30,"Pawn, Resale Shop, or Flea Market",5100-5199,SHAVER,ST,S,1
6/5/16,1,Burglary,12D30,Apartment,12500-12599,GREEN,DR,S,1
6/1/16,9,Theft,12D30,Apartment Parking Lot,12800-12899,ROYDON,DR,-,1
6/1/16,9,Theft,12D30,Commercial Parking Lot or Garage,12900-12999,GULF,FWY,-,1
6/1/16,6,Burglary,12D30,Office Building,11700-11799,ALMEDA GENOA,RD,-,1
6/1/16,21,Theft,12D30,Restaurant or Cafeteria Parking Lot,12500-12599,GULF,FWY,-,1
6/3/16,11,Auto Theft,12D30,Apartment Parking Lot,12500-12599,GREEN,DR,S,1
6/18/16,16,Theft,12D30,Restaurant or Cafeteria Parking Lot,12700-12799,GULF,FWY,-,1
6/19/16,13,Theft,12D30,Apartment Rental Office,12500-12599,GREEN,DR,S,1
6/17/16,20,Theft,12D30,Vehicle/Auto Sales/Lease/Auto Parts Store,11700-11799,GULF,FWY,-,1
6/17/16,18,Burglary,12D30,Apartment,4400-4499,SHAVER,ST,S,1
6/13/16,18,Aggravated Assault,12D30,"Road, Street, or Sidewalk",12400-12499,PALMBEACH,-,-,1
6/13/16,17,Theft,12D30,Other Parking Lot,11500-11599,FUQUA,ST,-,1
6/13/16,17,Theft,12D30,Strip Business Center Parking Lot,11900-11999,GULF,FWY,-,1
6/13/16,15,Auto Theft,12D30,Bar or Night Club Parking Lot,11500-11599,FUQUA,ST,-,1
6/13/16,3,Burglary,12D30,Apartment,11700-11799,FUQUA,ST,-,1
6/11/16,17,Theft,12D30,Apartment Parking Lot,11700-11799,FUQUA,ST,-,1
6/10/16,2,Theft,12D30,Bar or Night Club Parking Lot,11500-11599,FUQUA,ST,-,1
6/11/16,3,Theft,12D30,Bar or Night Club Parking Lot,11500-11599,FUQUA,ST,-,1
6/11/16,8,Theft,12D30,Vehicle/Auto Sales/Lease/Auto Parts Store,11700-11799,GULF,FWY,-,1
6/11/16,2,Aggravated Assault,12D30,Bar or Night Club Parking Lot,11500-11599,FUQUA,ST,-,1
6/11/16,10,Theft,12D30,"Parks and Recreation, Zoo, Swimming Pool",8800-8899,WALD,RD,-,1
6/11/16,11,Theft,12D30,Bar or Night Club,11500-11599,FUQUA,ST,-,1
6/15/16,15,Theft,12D30,Hotel or Motel Parking Lot,12400-12499,GULF,FWY,-,1
6/15/16,8,Auto Theft,12D30,"Road, Street, or Sidewalk",12700-12799,GULF,FWY,-,1
6/14/16,21,Auto Theft,12D30,Strip Business Center Parking Lot,11400-11499,FUQUA,ST,-,1
6/17/16,15,Aggravated Assault,12D30,Apartment,12300-12399,GULF,FWY,-,2
6/17/16,12,Theft,12D30,Hospital Parking Lot,12800-12899,GULF,FWY,-,1
6/16/16,8,Theft,12D30,Residence or House,12700-12799,BROOKE VISTA,LN,-,1
6/16/16,8,Theft,12D30,Driveway,13200-13299,GARDNERVILLE,ST,-,1
6/16/16,5,Auto Theft,12D30,Apartment Parking Lot,12500-12599,GREEN,DR,S,1
6/16/16,1,Aggravated Assault,12D30,Hotel or Motel Parking Lot,12400-12499,GULF,FWY,-,1
6/26/16,13,Theft,12D40,Hospital,11800-11899,ASTORIA,BLVD,-,1
6/26/16,5,Theft,12D40,Apartment Parking Lot,11700-11799,ALGONQUIN,DR,-,1
6/26/16,16,Theft,12D40,Hospital Parking Lot,11800-11899,ASTORIA,BLVD,-,1
6/27/16,7,Theft,12D40,Residence or House,11800-11899,ALGONQUIN,DR,-,1
6/25/16,9,Theft,12D40,Apartment,700-799,FM 1959,-,-,1
6/25/16,18,Theft,12D40,Residence or House,11800-11899,ALGONQUIN,DR,-,1
6/23/16,21,Burglary,12D40,Apartment,700-799,FM 1959,-,-,1
6/29/16,2,Theft,12D40,Hospital,11800-11899,ASTORIA,BLVD,-,1
6/30/16,16,Auto Theft,12D40,Hospital Parking Lot,11800-11899,ASTORIA,BLVD,-,1
6/3/16,11,Theft,12D40,Driveway,12800-12899,NYACK,DR,-,1
6/3/16,10,Theft,12D40,Apartment Parking Lot,11800-11899,ALGONQUIN,DR,-,1
6/2/16,17,Burglary,12D40,Apartment,15600-15699,GULF,FWY,-,1
6/2/16,20,Burglary,12D40,Apartment,15600-15699,GULF,FWY,-,1
6/1/16,15,Burglary,12D40,Apartment,900-999,FM 1959,-,-,1
6/5/16,3,Burglary,12D40,Apartment,11800-11899,ALGONQUIN,DR,-,1
6/4/16,14,Aggravated Assault,12D40,Driveway,12500-12599,WHITE PLAINS,DR,-,1
6/4/16,9,Theft,12D40,Apartment Parking Lot,11800-11899,ALGONQUIN,DR,-,1
6/5/16,14,Burglary,12D40,Commercial Building,300-399,TRISTAR,DR,-,1
6/5/16,23,Auto Theft,12D40,Apartment Parking Lot,11700-11799,ALGONQUIN,DR,-,2
6/7/16,20,Theft,12D40,Apartment,11800-11899,ALGONQUIN,DR,-,1
6/7/16,13,Rape,12D40,Residence or House,11800-11899,ASTORIA,BLVD,-,1
6/16/16,16,Aggravated Assault,12D40,Freeway Service Road,6800-6899,SAM HOUSTON,PKWY,E,1
6/14/16,17,Aggravated Assault,12D40,Apartment Parking Lot,11700-11799,ALGONQUIN,DR,-,1
6/11/16,2,Theft,12D40,"Factory, Manufacturing, or Industrial",10700-10799,GALVESTON,RD,-,1
6/12/16,13,Burglary,12D40,Apartment,11800-11899,ALGONQUIN,DR,-,1
6/17/16,16,Burglary,12D40,Apartment,900-999,FM 1959,-,-,1
6/20/16,9,Theft,12D40,"Factory, Manufacturing, or Industrial",10000-10099,KOENIG,-,-,1
6/19/16,17,Theft,12D40,Apartment,15600-15699,GULF,FWY,-,1
6/28/16,6,Theft,12D50,"Daycare, Child Care, or Kindergarten",14700-14799,EL CAMINO REAL,-,-,1
6/20/16,15,Theft,12D50,Construction Site,3600-3699,MASON MOUNTAIN,LN,-,1
6/27/16,15,Theft,12D50,Grocery Store or Supermarket Parking Lot,2300-2399,CLEAR LAKE CITY,BLVD,-,1
6/8/16,7,Auto Theft,12D50,Driveway,15900-15999,STONEHAVEN,DR,-,1
6/8/16,7,Theft,12D50,Residence or House,13500-13599,SHADOW FALLS,CT,-,1
6/8/16,9,Burglary,12D50,Residence or House,16300-16399,HICKORY KNOLL,DR,-,1
6/9/16,11,Theft,12D50,Driveway,1400-1499,THORNWOOD,LN,-,1
6/9/16,19,Theft,12D50,Residence or House,15800-15899,CRAIGHURST,DR,-,1
6/7/16,7,Theft,12D50,Driveway,16000-16099,BROOKFORD,DR,-,1
6/7/16,8,Theft,12D50,Driveway,16100-16199,PARK CENTER,DR,-,1
6/2/16,14,Theft,12D50,Grocery Store or Supermarket,3500-3599,CLEAR LAKE CITY,BLVD,-,1
6/20/16,8,Theft,12D50,Apartment Parking Lot,14100-14199,BAY POINTE,CT,-,1
6/12/16,22,Theft,12D50,Driveway,800-899,MAPLEWOOD FALLS,CT,-,1
6/14/16,7,Theft,12D50,Commercial Parking Lot or Garage,4400-4499,CLEAR LAKE CITY,BLVD,-,1
6/15/16,15,Theft,12D50,Residence or House,15400-15499,MONTWOOD,DR,-,1
6/26/16,19,Theft,12D60,"Hotel, Motel, Inn, Etc.",500-599,BAY AREA,BLVD,-,1
6/25/16,13,Aggravated Assault,12D60,Bar or Night Club,17900-17999,KINGS PARK,LN,-,1
6/25/16,11,Aggravated Assault,12D60,,16400-16499,EL CAMINO REAL,-,-,1
6/24/16,14,Theft,12D60,Bank,1000-1099,BAY AREA,BLVD,-,1
6/20/16,15,Theft,12D60,Office Building,1000-1099,HERCULES,-,-,1
6/20/16,15,Theft,12D60,"Other, Unknown, or Not Listed",1700-1799,LINFIELD,WAY,-,1
6/23/16,15,Theft,12D60,"Toys, Arts Craft,Musical, Bike,Pet Stores",1400-1499,BAY AREA,BLVD,-,1
6/22/16,15,Theft,12D60,Condominium,1100-1199,SEAFOAM,RD,-,1
6/28/16,16,Theft,12D60,Apartment,2000-2099,BAY AREA,BLVD,-,1
6/29/16,0,Aggravated Assault,12D60,Residence or House,800-899,BRADWELL,DR,-,1
6/30/16,15,Burglary,12D60,Apartment,2000-2099,GEMINI,AVE,-,1
6/2/16,14,Theft,12D60,Apartment,1200-1299,EL CAMINO VILLAGE,DR,-,1
6/2/16,10,Theft,12D60,Apartment,1500-1599,BAY AREA,BLVD,-,1
6/2/16,9,Theft,12D60,Miscellaneous Business (Non-Specific),17300-17399,SATURN,LN,-,1
6/2/16,19,Theft,12D60,Apartment,2300-2399,BAY AREA,BLVD,-,1
6/2/16,23,Theft,12D60,Driveway,800-899,WAVECREST,LN,-,1
6/2/16,14,Robbery,12D60,Apartment,1300-1399,NASA,PKWY,-,1
6/2/16,16,Theft,12D60,Apartment,2000-2099,BAY AREA,BLVD,-,1
6/5/16,4,Theft,12D60,Apartment Parking Lot,1300-1399,GEMINI,AVE,-,1
6/5/16,0,Theft,12D60,Other Parking Lot,1000-1099,BAY AREA,BLVD,-,1
6/5/16,12,Auto Theft,12D60,Apartment Parking Lot,1300-1399,GEMINI,AVE,-,1
6/9/16,15,Theft,12D60,Restaurant or Cafeteria Parking Lot,1300-1399,BAY AREA,BLVD,-,1
6/8/16,15,Auto Theft,12D60,Apartment Parking Lot,700-799,EL DORADO,BLVD,-,1
6/8/16,1,Aggravated Assault,12D60,Grocery Store or Supermarket Parking Lot,16400-16499,EL CAMINO REAL,-,-,1
6/7/16,17,Theft,12D60,Residence or House,15400-15499,WOODCOTE,CT,-,1
6/15/16,16,Theft,12D60,"Church, Synagogue, or Temple",1800-1899,GUNWALE,RD,-,1
6/14/16,17,Theft,12D60,Grocery Store or Supermarket,16800-16899,EL CAMINO REAL,-,-,1
6/14/16,12,Theft,12D60,Drug Store or Medical Supply,16100-16199,SPACE CENTER,BLVD,-,1
6/16/16,8,Theft,12D60,Apartment Parking Lot,16300-16399,EL CAMINO REAL,-,-,1
6/16/16,9,Theft,12D60,Other Parking Lot,15600-15699,SPACE CENTER,BLVD,-,1
6/17/16,10,Theft,12D60,Apartment Parking Lot,2300-2399,BAY AREA,BLVD,-,1
6/16/16,18,Burglary,12D60,Apartment,700-799,EL DORADO,BLVD,-,1
6/16/16,22,Theft,12D60,Residence or House,800-899,SILVERPINES,RD,-,1
6/12/16,15,Theft,12D60,Condominium,1500-1599,BAY AREA,BLVD,-,1
6/11/16,10,Theft,12D60,Grocery Store or Supermarket Parking Lot,16800-16899,EL CAMINO REAL,-,-,1
6/18/16,3,Aggravated Assault,12D60,Apartment,1200-1299,BAY AREA,BLVD,-,1
6/18/16,14,Theft,12D60,Apartment Parking Lot,17900-17999,KINGS PARK,LN,-,1
6/30/16,18,Auto Theft,12D70,Mall Parking Lot,500-599,BAYBROOK MALL,-,-,1
6/30/16,18,Theft,12D70,Department or Discount Store,200-299,BAYBROOK MALL,-,-,1
6/30/16,20,Theft,12D70,Department or Discount Store,100-199,BAYBROOK MALL,-,-,1
6/30/16,19,Theft,12D70,Restaurant or Cafeteria Parking Lot,19000-19099,GULF,FWY,-,1
6/28/16,18,Theft,12D70,Clothing Store,500-599,BAYBROOK MALL,-,-,1
6/29/16,13,Theft,12D70,Mall Parking Lot,600-699,BAYBROOK MALL,-,-,1
6/29/16,14,Theft,12D70,Specialty Store (Non-Specific),500-599,BAYBROOK MALL,-,-,1
6/22/16,14,Theft,12D70,Department or Discount Store,100-199,BAYBROOK MALL,-,-,1
6/23/16,16,Theft,12D70,Grocery Store or Supermarket,100-199,EL DORADO,BLVD,W,1
6/23/16,9,Robbery,12D70,Other Parking Lot,100-199,EL DORADO,BLVD,W,1
6/20/16,19,Theft,12D70,Department or Discount Store,1500-1599,BAY AREA,BLVD,W,1
6/20/16,22,Burglary,12D70,Apartment,15900-15999,GALVESTON,RD,-,1
6/21/16,16,Theft,12D70,Grocery Store or Supermarket,100-199,EL DORADO,BLVD,W,1
6/21/16,16,Robbery,12D70,"Electronics Store, Electrical Supplies",400-499,EL DORADO,BLVD,-,1
6/24/16,11,Theft,12D70,Miscellaneous Business (Non-Specific),UNK,EL DORADO,BLVD,-,1
6/24/16,20,Theft,12D70,,500-599,BAYBROOK MALL,-,-,1
6/25/16,12,Theft,12D70,Grocery Store or Supermarket,100-199,EL DORADO,BLVD,W,1
6/25/16,9,Theft,12D70,Miscellaneous Business (Non-Specific),18300-18399,GULF,FWY,-,1
6/25/16,21,Auto Theft,12D70,Mall Parking Lot,500-599,BAYBROOK MALL,-,-,1
6/26/16,17,Theft,12D70,Vehicle/Auto Sales/Lease/Auto Parts Store,18300-18399,GULF,FWY,-,1
6/26/16,4,Auto Theft,12D70,Apartment Parking Lot,200-299,EL DORADO,BLVD,-,1
6/27/16,18,Theft,12D70,Apartment Parking Lot,19100-19199,GLENWEST,DR,-,1
6/7/16,17,Theft,12D70,Specialty Store (Non-Specific),500-599,BAYBROOK MALL,-,-,1
6/8/16,16,Theft,12D70,Department or Discount Store,100-199,BAYBROOK MALL,-,-,1
6/8/16,10,Theft,12D70,Driveway,15200-15299,BRATTEN,LN,-,1
6/8/16,11,Theft,12D70,Department or Discount Store,100-199,BAYBROOK MALL,-,-,1
6/8/16,12,Theft,12D70,Department or Discount Store,100-199,BAYBROOK MALL,-,-,1
6/9/16,5,Robbery,12D70,Apartment,400-499,EL DORADO,BLVD,-,1
6/9/16,14,Robbery,12D70,Department or Discount Store,1000-1099,BAYBROOK MALL,-,-,1
6/9/16,14,Theft,12D70,Department or Discount Store,100-199,EL DORADO,BLVD,W,1
6/9/16,17,Theft,12D70,Restaurant or Cafeteria Parking Lot,700-799,BAYBROOK MALL,-,-,1
6/9/16,9,Theft,12D70,"Road, Street, or Sidewalk",15300-15399,SILVERMAN,ST,-,1
6/4/16,11,Theft,12D70,Jewelry Stores,1100-1199,BAYBROOK MALL,-,-,1
6/3/16,18,Theft,12D70,Department or Discount Store,100-199,BAYBROOK MALL,-,-,1
6/3/16,18,Theft,12D70,Restaurant or Cafeteria Parking Lot,400-499,EL DORADO,BLVD,-,1
6/6/16,21,Auto Theft,12D70,Mall Parking Lot,500-599,BAYBROOK MALL,-,-,1
6/6/16,12,Theft,12D70,Miscellaneous Business (Non-Specific),100-199,EL DORADO,BLVD,-,1
6/6/16,12,Theft,12D70,Department or Discount Store,200-299,BAYBROOK MALL,-,-,1
6/6/16,2,Robbery,12D70,Apartment,15900-15999,GALVESTON,RD,-,1
6/6/16,8,Auto Theft,12D70,Apartment Parking Lot,600-699,PINELOCH,DR,-,1
6/5/16,12,Theft,12D70,Grocery Store or Supermarket Parking Lot,100-199,EL DORADO,BLVD,W,1
6/5/16,15,Theft,12D70,Grocery Store or Supermarket,100-199,EL DORADO,BLVD,W,1
6/5/16,17,Theft,12D70,Grocery Store or Supermarket,100-199,EL DORADO,BLVD,W,1
6/3/16,6,Burglary,12D70,Apartment,500-599,EL DORADO,BLVD,-,1
6/3/16,3,Theft,12D70,Apartment,400-499,EL DORADO,BLVD,-,1
6/2/16,14,Theft,12D70,Department or Discount Store,200-299,BAYBROOK MALL,-,-,1
6/1/16,14,Auto Theft,12D70,Vehicle/Auto Sales/Lease/Auto Parts Store,18300-18399,GULF,FWY,-,1
6/1/16,21,Theft,12D70,Miscellaneous Business (Non-Specific),700-799,BAYBROOK MALL,-,-,1
6/18/16,14,Theft,12D70,Strip Business Center Parking Lot,19000-19099,GULF,FWY,-,1
6/18/16,11,Theft,12D70,Grocery Store or Supermarket,100-199,EL DORADO,BLVD,W,1
6/17/16,23,Theft,12D70,Mall Parking Lot,600-699,BAYBROOK MALL,-,-,1
6/17/16,16,Theft,12D70,Driveway,400-499,LOST ROCK,DR,-,1
6/17/16,16,Theft,12D70,Specialty Store (Non-Specific),500-599,BAYBROOK MALL,-,-,1
6/11/16,9,Auto Theft,12D70,Driveway,400-499,ELDERVISTA,DR,-,1
6/11/16,11,Aggravated Assault,12D70,Residence or House,15100-15199,MCCONN,ST,-,1
6/11/16,16,Theft,12D70,Department or Discount Store,100-199,BAYBROOK MALL,-,-,1
6/10/16,22,Theft,12D70,Mall Common Area,500-599,BAYBROOK MALL,-,-,1
6/10/16,23,Robbery,12D70,Residence or House,400-499,BUOY,-,-,1
6/10/16,7,Theft,12D70,Mall Parking Lot,1300-1399,BAYBROOK MALL,DR,-,1
6/10/16,17,Burglary,12D70,Apartment,600-699,BARRINGER,LN,-,1
6/10/16,18,Theft,12D70,Residence or House,19000-19099,GULF,FWY,-,1
6/10/16,19,Theft,12D70,Clothing Store,200-299,BAYBROOK MALL,-,-,1
6/10/16,14,Burglary,12D70,Condominium,500-599,BARRINGER,LN,-,1
6/12/16,13,Theft,12D70,Apartment,200-299,EL DORADO,BLVD,W,1
6/12/16,11,Theft,12D70,Department or Discount Store,1800-1899,BAY AREA,BLVD,-,1
6/12/16,6,Theft,12D70,Apartment Parking Lot,200-299,EL DORADO,BLVD,-,1
6/12/16,2,Murder,12D70,"Field, Woods, Forest, Park",18200-18299,GULF,FWY,-,1
6/13/16,8,Theft,12D70,Department or Discount Store,100-199,EL DORADO,BLVD,W,1
6/13/16,13,Theft,12D70,Apartment Parking Lot,200-299,EL DORADO,BLVD,-,1
6/16/16,18,Theft,12D70,Apartment Parking Lot,200-299,EL DORADO,BLVD,-,1
6/16/16,19,Theft,12D70,Department or Discount Store,100-199,BAYBROOK MALL,-,-,1
6/17/16,8,Theft,12D70,Other Parking Lot,600-699,BARRINGER,LN,-,1
6/17/16,14,Theft,12D70,Apartment Parking Lot,200-299,EL DORADO,BLVD,W,1
6/16/16,13,Theft,12D70,Mall Common Area,1300-1399,BAYBROOK MALL,DR,-,1
6/16/16,14,Theft,12D70,Grocery Store or Supermarket,100-199,EL DORADO,BLVD,W,1
6/14/16,8,Theft,12D70,Residence or House,15800-15899,PIPERS VIEW,DR,-,1
6/14/16,15,Theft,12D70,Barber And Beauty Shops,1500-1599,BAY AREA,BLVD,W,1
6/14/16,13,Theft,12D70,Grocery Store or Supermarket,100-199,EL DORADO,BLVD,W,1
6/15/16,12,Theft,12D70,Grocery Store or Supermarket,100-199,EL DORADO,BLVD,W,1
6/14/16,21,Theft,12D70,Department or Discount Store,200-299,BAYBROOK MALL,-,-,1
6/27/16,23,Theft,13D10,Service or Gas Station,2400-2499,WAYSIDE,-,S,1
6/27/16,6,Burglary,13D10,Miscellaneous Business (Non-Specific),6200-6299,BROOKHILL,DR,-,1
6/27/16,11,Theft,13D10,Nursing Home,6100-6199,LOOP,-,S,1
6/26/16,5,Theft,13D10,Convenience Store,6100-6199,LONG,DR,-,1
6/26/16,1,Aggravated Assault,13D10,"Road, Street, or Sidewalk",2400-2499,WAYSIDE,-,S,1
6/26/16,9,Burglary,13D10,Apartment,5600-5699,MAXWELL,-,-,1
6/26/16,14,Burglary,13D10,Residence or House,7800-7899,KINGSLEY,-,-,1
6/25/16,14,Theft,13D10,Driveway,2400-2499,WAYSIDE,-,S,1
6/25/16,15,Theft,13D10,"Other, Unknown, or Not Listed",3100-3199,WOODRIDGE,DR,-,1
6/25/16,15,Theft,13D10,Auto Repair,7200-7299,GULF,FWY,-,1
6/25/16,13,Theft,13D10,Service or Gas Station,6100-6199,LONG,DR,-,1
6/25/16,13,Theft,13D10,Other Parking Lot,6800-6899,GULF,FWY,-,1
6/24/16,17,Theft,13D10,Strip Business Center Parking Lot,6800-6899,GULF,FWY,-,1
6/24/16,9,Burglary,13D10,Garage or Carport,6300-6399,BUFORD,ST,-,1
6/21/16,16,Theft,13D10,Restaurant or Cafeteria Parking Lot,4600-4699,TELEPHONE,-,-,1
6/21/16,18,Auto Theft,13D10,Restaurant or Cafeteria Parking Lot,7000-7099,GULF,FWY,-,1
6/22/16,6,Theft,13D10,Driveway,6700-6799,LONG,DR,-,1
6/22/16,2,Theft,13D10,Service or Gas Station,6100-6199,LOOP,-,S,1
6/21/16,12,Theft,13D10,Specialty Store (Non-Specific),6800-6899,GULF,FWY,-,1
6/21/16,8,Burglary,13D10,"Other, Unknown, or Not Listed",3600-3699,REVEILLE,ST,-,1
6/23/16,7,Theft,13D10,Residence or House,6700-6799,LONG,DR,-,1
6/24/16,0,Robbery,13D10,"Road, Street, or Sidewalk",7800-7899,GULF,FWY,-,1
6/22/16,17,Theft,13D10,Restaurant or Cafeteria Parking Lot,4600-4699,TELEPHONE,-,-,1
6/29/16,16,Aggravated Assault,13D10,Warehouse,2600-2699,CARROLTON,ST,-,1
6/28/16,21,Robbery,13D10,Other Parking Lot,6800-6899,GULF,FWY,-,1
6/1/16,6,Theft,13D10,Convenience Store,6100-6199,LOOP,-,S,1
6/1/16,13,Theft,13D10,"Pawn, Resale Shop, or Flea Market",5300-5399,TELEPHONE,-,-,1
6/2/16,3,Burglary,13D10,Convenience Store,4300-4399,TELEPHONE,-,-,1
6/1/16,16,Theft,13D10,Other Parking Lot,6200-6299,BROOKHILL,DR,-,1
6/1/16,18,Theft,13D10,Airport Terminal,3300-3399,TELEPHONE,RD,-,1
