Date,Hour,Offense_Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,Number_offenses
1/19/16,18,Burglary,1.60E+21,Apartment,13800-13899,LOCKWAY,DR,-,1
1/19/16,6,Auto Theft,1.60E+41,Driveway,6000-6099,QUAIL VILLAGE,DR,-,1
1/19/16,8,Theft,1.60E+41,Driveway,4800-4899,PORTER RIDGE,DR,-,1
1/19/16,18,Auto Theft,1.60E+41,Residence or House,8400-8499,BIRD RUN,DR,-,1
1/19/16,17,Theft,1.60E+41,Driveway,16500-16599,QUAIL PARK,DR,-,1
1/19/16,16,Burglary,1.60E+41,Residence or House,4900-4999,RIDGESTONE,LN,-,1
1/19/16,14,Theft,1.60E+41,Apartment Parking Lot,14000-14099,FONDREN,RD,-,1
1/19/16,14,Theft,1.70E+11,Grocery Store or Supermarket Parking Lot,5300-5399,RICE,AVE,S,1
1/19/16,12,Burglary,1.70E+11,Apartment,6500-6599,DUNLAP,ST,-,1
1/19/16,11,Auto Theft,1.70E+11,Apartment Parking Lot,5400-5499,CHIMNEY ROCK,RD,-,1
1/19/16,10,Theft,1.70E+11,Restaurant or Cafeteria Parking Lot,5600-5699,BELLAIRE,BLVD,-,1
1/19/16,8,Theft,1.70E+21,"Parks and Recreation, Zoo, Swimming Pool",6400-6499,BISSONNET,ST,-,1
1/19/16,0,Aggravated Assault,1.70E+21,Hotel or Motel Parking Lot,8200-8299,SOUTHWEST,FWY,-,1
1/19/16,20,Theft,1.70E+21,Strip Business Center Parking Lot,7200-7299,BISSONNET,ST,-,1
1/19/16,1,Burglary,1.70E+31,Service or Gas Station,9000-9099,GESSNER,DR,S,1
1/19/16,6,Theft,1.70E+41,Apartment Parking Lot,14500-14599,FONMEADOW,DR,-,1
1/19/16,7,Theft,1.70E+41,Apartment Parking Lot,14500-14599,FONMEADOW,DR,-,1
1/19/16,9,Robbery,1.70E+41,Apartment,10900-10999,FONDREN,RD,-,1
1/19/16,8,Aggravated Assault,1.70E+41,Apartment,8300-8399,AIRPORT,BLVD,W,1
1/19/16,7,Theft,18F20,Commercial Parking Lot or Garage,5100-5199,HIDALGO,-,-,1
1/19/16,10,Theft,18F20,Driveway,5400-5499,JUDALON,LN,-,1
1/19/16,0,Theft,18F20,Apartment,5200-5299,BROWNWAY,-,-,1
1/19/16,21,Theft,18F20,Apartment Parking Lot,3000-3099,SAGE,RD,-,1
1/19/16,13,Theft,18F20,Commercial Parking Lot or Garage,5200-5299,GREEN TREE,-,-,1
1/19/16,15,Theft,18F20,Department or Discount Store,5100-5199,RICHMOND,AVE,-,1
1/19/16,15,Burglary,18F20,Residence or House,UNK,PINE FOREST,CIR,-,1
1/19/16,19,Theft,18F20,Restaurant or Cafeteria Parking Lot,1100-1199,UPTOWN PARK,BLVD,-,1
1/19/16,16,Auto Theft,18F30,Apartment Parking Lot,6100-6199,WINSOME,LN,-,1
1/19/16,23,Robbery,18F30,Apartment Parking Lot,6300-6399,SKYLINE,DR,-,1
1/19/16,20,Theft,18F30,Restaurant or Cafeteria Parking Lot,5800-5899,WESTHEIMER,RD,-,1
1/19/16,11,Theft,18F40,Other Parking Lot,8400-8499,WESTHEIMER,RD,-,1
1/19/16,12,Theft,18F40,Grocery Store or Supermarket,9600-9699,WESTHEIMER,RD,-,1
1/19/16,13,Theft,18F50,Mall Parking Lot,7300-7399,BELLAIRE,BLVD,-,1
1/19/16,21,Aggravated Assault,18F50,Residence or House,9000-9099,CHEER,-,-,1
1/19/16,11,Theft,18F50,Department or Discount Store,5800-5899,HILLCROFT,-,-,1
1/19/16,8,Theft,18F50,Other Parking Lot,3800-3899,GESSNER,DR,S,1
1/19/16,8,Theft,18F60,"Road, Street, or Sidewalk",9500-9599,CARAWAY,-,-,1
1/19/16,12,Aggravated Assault,18F60,,7700-7799,BELLAIRE,BLVD,-,2
1/19/16,19,Theft,18F60,Strip Business Center Parking Lot,6000-6099,GESSNER,DR,S,1
1/19/16,19,Aggravated Assault,19G10,Apartment Parking Lot,9200-9299,WOODFAIR,DR,-,1
1/19/16,17,Theft,19G10,Grocery Store or Supermarket Parking Lot,8300-8399,SAM HOUSTON,PKWY,W,1
1/19/16,13,Theft,19G10,Apartment Parking Lot,8000-8099,BOONE,RD,-,1
1/19/16,12,Robbery,19G10,Strip Business Center Parking Lot,9700-9799,BEECHNUT,ST,-,1
1/19/16,15,Aggravated Assault,19G10,Apartment Parking Lot,10500-10599,SPICE,LN,-,1
1/19/16,14,Theft,19G10,Grocery Store or Supermarket,9400-9499,SAM HOUSTON,PKWY,W,1
1/19/16,13,Robbery,19G10,Apartment Parking Lot,7800-7899,CORPORATE,DR,-,1
1/19/16,19,Robbery,19G10,Apartment Parking Lot,7500-7599,CORPORATE,DR,-,1
1/19/16,20,Aggravated Assault,19G10,"Road, Street, or Sidewalk",9700-9799,CLUB CREEK,DR,-,1
1/19/16,22,Auto Theft,19G10,Apartment Parking Lot,10000-10099,GREENFORK,DR,-,1
1/19/16,11,Theft,19G10,Grocery Store or Supermarket,9400-9499,SAM HOUSTON,PKWY,W,1
1/19/16,11,Theft,19G10,Grocery Store or Supermarket Parking Lot,9400-9499,SAM HOUSTON,PKWY,W,1
1/19/16,1,Aggravated Assault,19G10,Other Parking Lot,1000-1099,BELLAIRE,BLVD,-,1
1/19/16,6,Robbery,19G10,Apartment Parking Lot,10200-10299,CLUB CREEK,DR,-,1
1/19/16,4,Robbery,19G10,"Road, Street, or Sidewalk",9500-9599,BISSONNET,ST,-,1
1/19/16,21,Aggravated Assault,19G20,Residence or House,11700-11799,BEECHNUT,ST,-,1
1/19/16,16,Burglary,19G30,Residence or House,12500-12599,PROSPERITY RIVER,CT,-,1
1/19/16,13,Aggravated Assault,19G50,Apartment,10100-10199,FORUM PARK,DR,-,1
1/19/16,14,Burglary,19G50,Apartment,10600-10699,WILCREST,DR,-,1
1/19/16,17,Theft,19G50,Apartment,10200-10299,FORUM PARK,DR,-,1
1/19/16,3,Burglary,19G50,Drug Store or Medical Supply,10900-10999,BELLFORT,ST,W,1
1/19/16,9,Burglary,19G50,Sexually Oriented Club,10500-10599,SOUTHWEST,FWY,-,1
1/19/16,8,Theft,1A10,"Hotel, Motel, Inn, Etc.",200-299,MAIN,ST,-,1
1/19/16,7,Theft,1A10,Construction Site,1700-1799,WALKER,ST,-,1
1/19/16,7,Burglary,1A10,Vacant Building (Commercial),400-499,FRANKLIN,ST,-,1
1/19/16,12,Theft,1A10,"Road, Street, or Sidewalk",1000-1099,COMMERCE,ST,-,1
1/19/16,23,Auto Theft,1A20,Apartment Parking Lot,500-599,BRANARD,ST,-,1
1/19/16,17,Theft,1A20,"Road, Street, or Sidewalk",1000-1099,ROCHOW,-,-,1
1/19/16,16,Theft,1A20,Restaurant or Cafeteria,1400-1499,WAUGH,DR,-,1
1/19/16,16,Theft,1A20,Bar or Night Club,600-699,RICHMOND,AVE,-,1
1/19/16,0,Theft,1A20,"Road, Street, or Sidewalk",1400-1499,WEBSTER,ST,W,1
1/19/16,0,Theft,1A20,"Road, Street, or Sidewalk",500-599,ANITA,ST,-,1
1/19/16,8,Robbery,1A20,"Road, Street, or Sidewalk",2400-2499,LOUISIANA,ST,-,1
1/19/16,11,Theft,1A20,Bar or Night Club,2400-2499,GRANT,ST,-,1
1/19/16,9,Theft,1A30,"Road, Street, or Sidewalk",2800-2899,GREENBRIAR,DR,-,1
1/19/16,8,Aggravated Assault,1A30,Bar or Night Club,1500-1599,WESTHEIMER,RD,-,1
1/19/16,17,Theft,1A30,Other Parking Lot,2700-2799,BAMMEL,LN,-,1
1/19/16,18,Theft,1A30,Bar or Night Club,1300-1399,WESTHEIMER,RD,-,1
1/19/16,14,Theft,1A30,Apartment,1900-1999,RICHMOND,AVE,-,1
1/19/16,22,Theft,1A30,Bar or Night Club Parking Lot,1400-1499,WESTHEIMER,RD,-,1
1/19/16,11,Theft,1A40,Miscellaneous Business (Non-Specific),3900-3999,WESTHEIMER,RD,-,1
1/19/16,7,Theft,1A50,Hotel or Motel Parking Lot,1600-1699,LOOP,-,W,1
1/19/16,1,Robbery,1A50,Drug Store or Medical Supply,5200-5299,BUFFALO SPEEDWAY,-,-,1
1/19/16,20,Theft,1A50,Restaurant or Cafeteria Parking Lot,4600-4699,RICHMOND,AVE,-,1
1/19/16,14,Theft,1A50,Restaurant or Cafeteria Parking Lot,4900-4999,KIRBY,DR,-,1
1/19/16,14,Theft,1A50,Other Parking Lot,UNK,2 LOOP CENTRAL,DR,-,1
1/19/16,18,Theft,1A50,,5200-5299,BUFFALO SPEEDWAY,-,-,1
1/19/16,16,Theft,20G10,Strip Business Center Parking Lot,9900-9999,RICHMOND,AVE,-,1
1/19/16,14,Auto Theft,20G10,Hotel or Motel Parking Lot,10000-10099,WESTHEIMER,RD,-,1
1/19/16,15,Burglary,20G10,Apartment,10000-10099,WESTPARK,DR,-,1
1/19/16,12,Robbery,20G10,Apartment Parking Lot,8700-8799,TOWN PARK,DR,-,1
1/19/16,20,Theft,20G10,Restaurant or Cafeteria Parking Lot,10000-10099,WESTHEIMER,RD,-,2
1/19/16,8,Theft,20G10,Hotel or Motel Parking Lot,2900-2999,BRIARPARK,DR,-,1
1/19/16,9,Theft,20G10,Restaurant or Cafeteria Parking Lot,10000-10099,WESTHEIMER,RD,-,1
1/19/16,8,Robbery,20G10,Apartment Parking Lot,6500-6599,RANCHESTER,DR,-,1
1/19/16,11,Theft,20G10,Hotel or Motel Parking Lot,5900-5999,SAM HOUSTON,PKWY,W,1
1/19/16,10,Auto Theft,20G10,Residence or House,6200-6299,RANCHESTER,DR,-,1
1/19/16,10,Theft,20G20,Service or Gas Station,1900-1999,WILCREST,DR,-,1
1/19/16,17,Theft,20G30,Strip Business Center Parking Lot,11300-11399,WESTHEIMER,RD,-,1
1/19/16,17,Theft,20G30,,11700-11799,WESTHEIMER,RD,-,1
1/19/16,11,Theft,20G30,Strip Business Center Parking Lot,12600-12699,WESTHEIMER,RD,-,1
1/19/16,15,Theft,20G40,Apartment Parking Lot,11600-11699,BRIAR FOREST,DR,-,1
1/19/16,23,Rape,20G40,Bar or Night Club,2600-2699,HILLCROFT,AVE,-,1
1/19/16,22,Theft,20G50,Drug Store or Medical Supply,10200-10299,KATY,FWY,-,1
1/19/16,21,Theft,20G50,Restaurant or Cafeteria Parking Lot,10500-10599,KATY,FWY,-,1
1/19/16,12,Theft,20G50,Department or Discount Store,300-399,MEMORIAL CITY,WAY,-,1
1/19/16,12,Theft,20G50,Restaurant or Cafeteria Parking Lot,9800-9899,KATY,FWY,-,1
1/19/16,13,Theft,20G50,Department or Discount Store,800-899,MEMORIAL CITY,WAY,-,1
1/19/16,11,Theft,20G50,Mall Parking Lot,9800-9899,KATY,FWY,-,1
1/19/16,7,Aggravated Assault,20G50,Commercial Parking Lot or Garage,800-899,SAM HOUSTON,PKWY,W,1
1/19/16,6,Theft,20G50,Restaurant or Cafeteria Parking Lot,11700-11799,KATY,FWY,-,1
1/19/16,16,Theft,20G70,Driveway,2700-2799,ASHFORD TRAIL,DR,-,1
1/19/16,5,Burglary,20G70,Apartment,13100-13199,WESTHEIMER,RD,-,1
1/19/16,1,Robbery,20G70,Apartment,2400-2499,BRIARWEST,BLVD,-,1
1/19/16,10,Theft,20G70,Apartment,3800-3899,SYNOTT,-,-,1
1/19/16,13,Theft,20G80,Specialty Store (Non-Specific),2800-2899,SH 6,-,S,1
1/19/16,16,Aggravated Assault,20G80,Strip Business Center Parking Lot,14100-14199,WESTHEIMER,RD,-,1
1/19/16,17,Theft,21I10,Airport Terminal,2800-2899,TERMINAL,RD,N,1
1/19/16,16,Theft,21I30,Commercial Parking Lot or Garage,3500-3599,TERMINAL,RD,-,1
1/19/16,22,Theft,21I50,Other Parking Lot,3100-3199,TERMINAL,RD,N,1
1/19/16,9,Burglary,23J50,"Hotel, Motel, Inn, Etc.",7700-7799,AIRPORT,BLVD,-,1
1/19/16,12,Theft,24C30,,4500-4599,MAGNOLIA COVE DRIVE,-,-,1
1/19/16,12,Auto Theft,24C50,Apartment Parking Lot,23400-23499,EASTEX,FWY,-,1
1/19/16,18,Burglary,24C50,Apartment,24100-24199,KINGWOOD PLACE,DR,-,1
1/19/16,18,Theft,24C60,,12600-12699,LAKE HOUSTON,PKWY,W,1
1/19/16,17,Theft,2A10,Driveway,2500-2599,IDEAL,-,-,1
1/19/16,22,Theft,2A10,Strip Business Center Parking Lot,2500-2599,FULTON,ST,-,1
1/19/16,22,Robbery,2A10,"Road, Street, or Sidewalk",600-699,HOGAN,-,-,1
1/19/16,9,Robbery,2A10,Bank or Savings Institution Parking Lot,2800-2899,FULTON,ST,-,1
1/19/16,10,Theft,2A10,"Other, Unknown, or Not Listed",400-499,BISHOP,ST,-,1
1/19/16,6,Aggravated Assault,2A10,Residence or House,2400-2499,FREEMAN,ST,-,1
1/19/16,8,Theft,2A20,Driveway,400-499,FAIRBANKS,-,-,1
1/19/16,17,Aggravated Assault,2A20,Residence or House,1600-1699,SYLVESTER,RD,-,1
1/19/16,18,Theft,2A20,"Hotel, Motel, Inn, Etc.",100-199,CAVALCADE,-,W,1
1/19/16,19,Theft,2A30,Restaurant or Cafeteria Parking Lot,2900-2999,WHITE OAK,DR,-,1
1/19/16,16,Theft,2A30,Grocery Store or Supermarket Parking Lot,2300-2399,SHEPHERD,DR,N,1
1/19/16,17,Theft,2A30,Miscellaneous Business (Non-Specific),700-799,YALE,-,-,1
1/19/16,23,Burglary,2A30,Residence or House,2200-2299,RUTLAND,-,-,1
1/19/16,8,Theft,2A30,Other Parking Lot,3200-3299,WHITE OAK,DR,-,1
1/19/16,8,Theft,2A30,Strip Business Center Parking Lot,500-599,SHEPHERD,DR,-,1
1/19/16,7,Theft,2A30,"Road, Street, or Sidewalk",600-699,27TH,ST,E,1
1/19/16,19,Theft,2A40,,1900-1999,WASHINGTON,AVE,-,1
1/19/16,19,Theft,2A40,Strip Business Center Parking Lot,2400-2499,WASHINGTON,AVE,-,1
1/19/16,18,Theft,2A40,Department or Discount Store,2500-2599,SHEARN,ST,-,1
1/19/16,13,Theft,2A40,Department or Discount Store,2500-2599,SHEARN,ST,-,1
1/19/16,19,Theft,2A50,"Parks and Recreation, Zoo, Swimming Pool",7300-7399,PICNIC,LN,N,1
1/19/16,23,Theft,2A50,Bar or Night Club Parking Lot,UNK,HEIGHTS,BLVD,-,1
1/19/16,22,Theft,2A50,Bar or Night Club Parking Lot,UNK,HEIGHTS,BLVD,-,1
1/19/16,8,Theft,2A50,Apartment Parking Lot,3900-3999,WASHINGTON,AVE,-,1
1/19/16,10,Theft,2A50,Vehicle/Auto Sales/Lease/Auto Parts Store,7500-7599,PICNIC,LN,N,1
1/19/16,11,Theft,2A50,"Road, Street, or Sidewalk",5200-5299,CENTER,ST,-,1
1/19/16,17,Theft,2A60,Commercial Parking Lot or Garage,1400-1499,LOOP,-,N,1
1/19/16,19,Theft,3B10,Other Parking Lot,12500-12599,NORTHWEST,FWY,-,1
1/19/16,21,Auto Theft,3B10,Apartment Parking Lot,5500-5599,ANTOINE,DR,-,1
1/19/16,2,Burglary,3B10,Apartment,5500-5599,ANTOINE,DR,-,1
1/19/16,11,Theft,3B10,Apartment Parking Lot,4300-4399,SHERWOOD,LN,-,1
1/19/16,22,Aggravated Assault,3B30,Service or Gas Station,1800-1899,43RD,ST,W,1
1/19/16,16,Theft,3B40,"Road, Street, or Sidewalk",500-599,36TH,ST,E,1
1/19/16,12,Theft,3B40,Vehicle/Auto Sales/Lease/Auto Parts Store,5300-5399,NORTH,FWY,-,1
1/19/16,14,Burglary,3B40,Residence or House,4900-4999,BRENNER,ST,-,1
1/19/16,8,Theft,3B40,Residence or House,100-199,WHITNEY,-,E,1
1/19/16,8,Theft,3B50,Residence or House,UNK,PENWAY,-,-,1
1/19/16,12,Theft,3B50,"Other, Unknown, or Not Listed",4700-4799,AIRLINE,DR,-,1
1/19/16,19,Auto Theft,3B50,Driveway,7800-7899,FARNSWORTH,-,-,1
1/19/16,21,Robbery,3B50,Other Parking Lot,7300-7399,FARNSWORTH,-,-,1
1/19/16,13,Theft,4F10,Grocery Store or Supermarket,9700-9799,KATY,FWY,-,1
1/19/16,17,Aggravated Assault,4F10,Apartment Parking Lot,2100-2199,SHADOWDALE,DR,-,1
1/19/16,7,Theft,4F30,Apartment Parking Lot,1800-1899,BARKER CYPRESS,RD,-,1
1/19/16,8,Burglary,5F10,Miscellaneous Business (Non-Specific),1900-1999,JOHANNA,-,-,1
1/19/16,21,Theft,5F10,Apartment Parking Lot,1700-1799,WOODVINE,-,-,1
1/19/16,17,Theft,5F10,Mall Parking Lot,7600-7699,KATY,FWY,-,1
1/19/16,17,Burglary,5F20,Residence or House,4200-4299,TILSON,LN,-,1
1/19/16,15,Robbery,5F20,Miscellaneous Business (Non-Specific),8500-8599,LONG POINT,RD,-,1
1/19/16,23,Aggravated Assault,5F20,"Road, Street, or Sidewalk",8500-8599,WESTERN,-,-,2
1/19/16,9,Theft,5F30,Other Parking Lot,5400-5499,NORTHWEST CENTRAL,DR,-,1
1/19/16,21,Robbery,5F30,Apartment,7400-7499,HILLMONT,-,-,1
1/19/16,13,Theft,5F30,Restaurant or Cafeteria Parking Lot,13100-13199,NORTHWEST,FWY,-,1
1/19/16,19,Theft,5F30,Department or Discount Store,5700-5799,HOLLISTER,RD,-,1
1/19/16,18,Theft,5F30,Private School,7000-7099,NORTHWEST 100,DR,-,1
1/19/16,15,Theft,5F40,Strip Business Center Parking Lot,12400-12499,GESSNER,RD,N,1
1/19/16,14,Theft,5F40,Grocery Store or Supermarket,17900-17999,TOMBALL,PKWY,-,1
1/19/16,14,Theft,5F40,Hospital,18200-18299,TOMBALL,PKWY,-,1
1/19/16,21,Burglary,5F40,Apartment,12300-12399,GESSNER,RD,N,1
1/19/16,9,Burglary,6B10,"Other, Unknown, or Not Listed",100-199,LITTLE YORK,RD,E,1
1/19/16,9,Burglary,6B10,Residence or House,11100-11199,STABLER,LN,-,1
1/19/16,8,Theft,6B10,"Other, Unknown, or Not Listed",200-299,LITTLE YORK,RD,-,1
1/19/16,20,Robbery,6B10,Restaurant or Cafeteria Parking Lot,7700-7799,AIRLINE,DR,-,1
1/19/16,13,Burglary,6B10,Residence or House,10400-10499,ODONNELL,DR,-,1
1/19/16,16,Theft,6B10,Grocery Store or Supermarket,6700-6799,AIRLINE,DR,-,1
1/19/16,17,Theft,6B10,Convenience Store,200-299,CANINO,-,W,1
1/19/16,19,Theft,6B20,Restaurant or Cafeteria Parking Lot,6000-6099,NORTH,FWY,-,1
1/19/16,7,Auto Theft,6B20,Apartment Parking Lot,7400-7499,SHEPHERD,DR,N,1
1/19/16,5,Auto Theft,6B30,Apartment Parking Lot,3100-3199,LITTLE YORK,RD,-,1
1/19/16,9,Theft,6B30,Driveway,7000-7099,DROWSY PINE,DR,-,1
1/19/16,17,Burglary,6B30,Residence or House,9000-9099,MICHELLE,CT,-,1
1/19/16,21,Auto Theft,6B30,Apartment Parking Lot,5700-5799,LOST FOREST,DR,-,1
1/19/16,21,Auto Theft,6B40,Residence or House,1200-1299,HELMS,RD,-,1
1/19/16,20,Theft,6B40,Convenience Store,1300-1399,MOUNT HOUSTON,RD,W,1
1/19/16,17,Aggravated Assault,6B40,Apartment Parking Lot,9600-9699,MONTGOMERY,RD,W,1
1/19/16,17,Theft,6B40,"Road, Street, or Sidewalk",1500-1599,SADDLE ROCK,DR,-,1
1/19/16,17,Theft,6B40,Restaurant or Cafeteria Parking Lot,8300-8399,DE PRIEST,ST,-,1
1/19/16,8,Auto Theft,6B50,Apartment Parking Lot,100-199,GOODSON,DR,-,1
1/19/16,19,Theft,6B50,"Furniture, Appliances, Radios, TV Store",11200-11299,NORTH,FWY,-,1
1/19/16,19,Theft,6B50,Apartment Parking Lot,200-299,ALDINE BENDER,RD,-,1
1/19/16,14,Theft,6B50,Clothing Store,10800-10899,NORTH,FWY,-,1
1/19/16,13,Theft,6B50,Restaurant or Cafeteria Parking Lot,10300-10399,NORTH,FWY,-,1
1/19/16,13,Theft,6B50,Apartment Rental Office,200-299,NORTHPOINT,DR,-,1
1/19/16,20,Robbery,6B60,"Road, Street, or Sidewalk",17400-17499,IMPERIAL VALLEY,DR,-,1
1/19/16,21,Theft,6B60,Mall Parking Lot,12300-12399,NORTH,FWY,-,1
1/19/16,14,Aggravated Assault,6B60,Apartment,13300-13399,NORTHBOROUGH,DR,-,1
1/19/16,18,Theft,6B60,Apartment,12800-12899,NORTHBOROUGH,DR,-,1
1/19/16,6,Theft,6B60,Apartment,1100-1199,LANGWICK,DR,-,1
1/19/16,8,Theft,6B60,Restaurant or Cafeteria Parking Lot,100-199,GREENS,RD,-,1
1/19/16,10,Theft,6B60,Grocery Store or Supermarket Parking Lot,900-999,LANGWICK,DR,-,1
1/19/16,19,Aggravated Assault,7C20,Residence or House,6300-6399,KASHMERE,-,-,1
1/19/16,16,Aggravated Assault,7C20,"Road, Street, or Sidewalk",2500-2599,BRINGHURST,ST,-,1
1/19/16,16,Burglary,7C20,Residence or House,4600-4699,SALINA,-,-,1
1/19/16,13,Theft,7C20,Driveway,3800-3899,LOVE,ST,-,1
1/19/16,2,Burglary,7C30,Service or Gas Station,9500-9599,JENSEN,DR,-,1
1/19/16,21,Burglary,7C40,Residence or House,2000-2099,MARGARET,-,-,1
1/19/16,0,Robbery,8C10,"Road, Street, or Sidewalk",7700-7799,HIRSCH,-,-,1
1/19/16,15,Aggravated Assault,8C20,Residence or House,7200-7299,CAMWAY,-,-,1
1/19/16,13,Theft,8C50,Vehicle/Auto Sales/Lease/Auto Parts Store,9600-9699,MESA,DR,-,1
1/19/16,17,Burglary,8C50,Residence or House,7800-7899,HAMLET,-,-,1
1/19/16,18,Theft,8C60,Residence or House,6500-6599,LEEDALE,-,-,1
1/19/16,12,Aggravated Assault,8C60,"Field, Woods, Forest, Park",6000-6099,VAN ZANDT,-,-,2
1/19/16,10,Theft,9C20,Other Parking Lot,200-299,PORTWALL,-,-,1
1/19/16,11,Theft,9C20,Warehouse,5700-5799,CLINTON,DR,-,1
1/19/16,5,Burglary,9C20,Miscellaneous Business (Non-Specific),6900-6999,LYONS,-,-,1
1/19/16,10,Theft,9C30,Miscellaneous Business (Non-Specific),10500-10599,BEAUMONT,HWY,-,1
1/19/16,10,Auto Theft,9C30,Miscellaneous Business (Non-Specific),9900-9999,BEAUMONT,HWY,-,1
1/19/16,12,Auto Theft,9C30,"Hotel, Motel, Inn, Etc.",800-899,MERCURY,-,-,1
1/19/16,22,Theft,9C40,"Gym, Recreat, Club House, Indoor Pool, Spa",12000-12099,EAST,FWY,-,1
1/19/16,20,Aggravated Assault,9C40,"Road, Street, or Sidewalk",400-499,MAXEY,RD,-,1
1/19/16,0,Burglary,UNK,Apartment,9700-9799,GESSNER,RD,N,1
1/19/16,9,Theft,UNK,Department or Discount Store,8000-8099,GESSNER,RD,N,1
1/20/16,20,Theft,10H10,"Road, Street, or Sidewalk",300-399,JENSEN,DR,S,1
1/20/16,23,Theft,10H30,"Road, Street, or Sidewalk",1000-1099,SAINT EMANUEL,ST,-,1
1/20/16,18,Theft,10H30,Restaurant or Cafeteria Parking Lot,2000-2099,JEFFERSON,ST,-,1
1/20/16,8,Theft,10H30,Residence or House,1300-1399,MILBY,-,-,1
1/20/16,8,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,DALLAS,ST,-,1
1/20/16,8,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
1/20/16,19,Theft,10H40,Restaurant or Cafeteria Parking Lot,2900-2999,MILAM,-,-,1
1/20/16,20,Robbery,10H40,Bus Station,3800-3899,FANNIN,ST,-,1
1/20/16,14,Burglary,10H50,"Vacant Single Occ Resd(House,Townhs,Dplex)",2300-2399,SAUER,-,-,1
1/20/16,14,Robbery,10H50,Apartment Parking Lot,3700-3799,BURKETT,ST,-,1
1/20/16,15,Auto Theft,10H50,"Road, Street, or Sidewalk",3200-3299,ALABAMA,ST,-,1
1/20/16,14,Burglary,10H60,Residence or House,3300-3399,WENTWORTH,-,-,1
1/20/16,14,Burglary,10H60,Residence or House,4900-4999,ROSEDALE,CIR,-,1
1/20/16,15,Theft,10H60,Residence or House,4400-4499,ROSENEATH,DR,N,1
1/20/16,13,Aggravated Assault,10H70,"Road, Street, or Sidewalk",1500-1599,TAUB LOOP,-,-,1
1/20/16,13,Theft,10H70,Office Building,1300-1399,HERMANN,DR,-,1
1/20/16,18,Burglary,10H70,Apartment,UNK,HERMANN MUSEUM,CIR,-,1
1/20/16,11,Theft,10H70,Nursing Home,5600-5699,CHENEVERT,-,-,1
1/20/16,10,Theft,10H80,Restaurant or Cafeteria Parking Lot,2500-2599,SOUTHWEST,FWY,-,1
1/20/16,14,Theft,10H80,Service or Gas Station,2500-2599,SOUTHWEST,FWY,-,1
1/20/16,20,Theft,10H80,"Road, Street, or Sidewalk",4400-4499,MORNINGSIDE,DR,-,1
1/20/16,12,Theft,11H10,Restaurant or Cafeteria,5800-5899,GULF,FWY,-,1
1/20/16,21,Auto Theft,11H20,Restaurant or Cafeteria Parking Lot,8500-8599,CYPRESS,ST,-,2
1/20/16,22,Theft,11H20,Restaurant or Cafeteria Parking Lot,8500-8599,CYPRESS,ST,-,1
1/20/16,6,Theft,11H30,Convenience Store,8000-8099,S. LOOP E.,-,-,1
1/20/16,14,Theft,11H50,Apartment Parking Lot,4800-4899,ALLENDALE,RD,-,1
1/20/16,19,Burglary,11H50,Residence or House,5600-5699,CRIPPLE BROOK,CT,-,1
1/20/16,18,Burglary,12D10,Apartment,10900-10999,GULF,FWY,-,1
1/20/16,18,Auto Theft,12D10,Other Parking Lot,12100-12199,GULF,FWY,-,1
1/20/16,15,Robbery,12D10,Department or Discount Store,1100-1199,EDGEBROOK,DR,-,1
1/20/16,10,Auto Theft,12D10,Apartment Parking Lot,100-199,EDGEBROOK,DR,E,1
1/20/16,11,Theft,12D10,Clothing Store,10000-10099,ALMEDA GENOA,RD,-,1
1/20/16,7,Auto Theft,12D10,Apartment Parking Lot,100-199,EDGEBROOK,DR,E,1
1/20/16,9,Theft,12D20,Grocery Store or Supermarket,11700-11799,SAM HOUSTON,PKWY,S,1
1/20/16,22,Theft,12D20,Restaurant or Cafeteria Parking Lot,12600-12699,GULF,FWY,-,1
1/20/16,22,Robbery,12D20,Convenience Store,11000-11099,SAM HOUSTON,PKWY,S,1
1/20/16,22,Aggravated Assault,12D60,Apartment,1500-1599,BAY AREA,BLVD,-,1
1/20/16,19,Theft,12D70,Department or Discount Store,200-299,BAYBROOK MALL,-,-,1
1/20/16,15,Theft,12D70,Department or Discount Store,100-199,BAYBROOK MALL,-,-,1
1/20/16,8,Theft,12D70,Apartment Parking Lot,15800-15899,GALVESTON,RD,-,1
1/20/16,7,Theft,12D70,Commercial Parking Lot or Garage,500-599,BARRINGER,LN,-,1
1/20/16,7,Theft,12D70,Apartment Parking Lot,600-699,PINELOCH,DR,-,1
1/20/16,9,Burglary,13D10,Residence or House,7100-7199,GAMMAGE,ST,-,1
1/20/16,10,Theft,13D10,Grocery Store or Supermarket,3300-3399,TELEPHONE,-,-,1
1/20/16,15,Theft,13D10,Specialty Store (Non-Specific),1000-1099,GULFGATE CENTER MALL,-,-,1
1/20/16,13,Aggravated Assault,13D10,"Laundry, Dry Cleaners, Washaterias",7300-7399,SOUTHWAY,DR,-,1
1/20/16,20,Burglary,13D10,Residence or House,3100-3199,ROE,DR,-,1
1/20/16,20,Burglary,13D10,Residence or House,4100-4199,GRIMES,-,-,1
1/20/16,21,Burglary,13D10,Residence or House,3200-3299,PECAN,-,-,1
1/20/16,21,Burglary,13D20,Residence or House,7200-7299,RICHWOOD,RD,-,1
