Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
2/28/16,13,Burglary,10H10,"Other, Unknown, or Not Listed",6300-6399,NAVIGATION,-,-,1
2/29/16,6,Theft,10H10,Driveway,6300-6399,BRADY,ST,-,1
2/29/16,7,Theft,10H10,Apartment Parking Lot,4400-4499,SHERMAN,-,-,1
2/29/16,14,Theft,10H10,Other Parking Lot,4400-4499,HARRISBURG,-,-,1
2/22/16,8,Burglary,10H20,"Vacant Single Occ Resd(House,Townhs,Dplex)",1300-1399,MUNGER,ST,-,1
2/19/16,14,Theft,10H20,Residence or House,1500-1599,LAWSON,-,-,1
2/19/16,14,Aggravated Assault,10H20,Bar or Night Club,3000-3099,CANAL,ST,-,1
2/11/16,20,Aggravated Assault,10H20,Residence or House,5100-5199,POLK,-,-,1
2/11/16,21,Aggravated Assault,10H20,Residence or House,5100-5199,POLK,-,-,1
2/12/16,7,Aggravated Assault,10H20,"Road, Street, or Sidewalk",1500-1599,MUNGER,ST,-,1
2/12/16,12,Theft,10H20,Commercial Parking Lot or Garage,5400-5499,POLK,-,-,1
2/15/16,7,Theft,10H20,"Road, Street, or Sidewalk",4400-4499,COYLE,ST,-,1
2/9/16,19,Burglary,10H20,Residence or House,5300-5399,LEELAND,-,-,1
2/8/16,15,Theft,10H20,Other Parking Lot,4200-4299,LEELAND,-,-,1
2/5/16,19,Aggravated Assault,10H20,"Road, Street, or Sidewalk",4000-4099,POLK,-,-,1
2/3/16,16,Theft,10H20,Grocery Store or Supermarket,4000-4099,POLK,-,-,1
2/2/16,23,Robbery,10H20,Bus Stop,4200-4299,POLK,-,-,1
2/29/16,11,Burglary,10H20,Residence or House,1900-1999,JEAN,-,-,1
2/28/16,11,Burglary,10H20,Office Building,1800-1899,TELLEPSEN,-,-,1
2/28/16,12,Burglary,10H20,Commercial Building,4800-4899,GULF,FWY,-,1
2/27/16,17,Burglary,10H20,Garage or Carport,4400-4499,CLAY,-,-,1
2/27/16,12,Burglary,10H20,Miscellaneous Business (Non-Specific),1600-1699,CULLEN,BLVD,-,1
2/25/16,20,Robbery,10H20,"Road, Street, or Sidewalk",4100-4199,MCKINNEY,ST,-,1
2/24/16,7,Burglary,10H20,Commercial Building,1900-1999,CULLEN,BLVD,-,1
2/13/16,19,Theft,10H30,Highway or Freeway,2500-2599,IH 45,-,S,1
2/13/16,20,Theft,10H30,Restaurant or Cafeteria Parking Lot,2200-2299,DALLAS,ST,-,1
2/12/16,9,Theft,10H30,Driveway,1600-1699,DELANO,-,-,1
2/11/16,23,Theft,10H30,"Road, Street, or Sidewalk",2000-2099,WALKER,ST,-,1
2/13/16,15,Aggravated Assault,10H30,Convenience Store Parking Lot,1600-1699,DOWLING,ST,-,1
2/19/16,12,Auto Theft,10H30,Commercial Parking Lot or Garage,600-699,SAINT EMANUEL,ST,-,1
2/19/16,23,Theft,10H30,Bar or Night Club Parking Lot,1100-1199,SAINT EMANUEL,ST,-,1
2/18/16,10,Theft,10H30,Other Parking Lot,2000-2099,LEELAND,-,-,1
2/18/16,21,Burglary,10H30,Residence or House,2800-2899,LEELAND,-,-,1
2/19/16,0,Theft,10H30,Bar or Night Club Parking Lot,1100-1199,SAINT EMANUEL,ST,-,1
2/15/16,21,Theft,10H30,"Road, Street, or Sidewalk",1300-1399,HUTCHINS,-,-,1
2/16/16,3,Auto Theft,10H30,Service or Gas Station,3500-3599,GULF,FWY,-,1
2/17/16,12,Theft,10H30,"Other, Unknown, or Not Listed",800-899,DELANO,-,-,1
2/23/16,2,Theft,10H30,Bar or Night Club Parking Lot,1200-1299,HUTCHINS,-,-,1
2/23/16,10,Theft,10H30,Miscellaneous Business (Non-Specific),1300-1399,PALMER,ST,-,1
2/3/16,6,Rape,10H30,"Hotel, Motel, Inn, Etc.",1900-1999,SCOTT,ST,-,1
2/4/16,0,Theft,10H30,"Road, Street, or Sidewalk",2100-2199,MCKINNEY,ST,-,1
2/4/16,2,Theft,10H30,Bar or Night Club,800-899,SAINT EMANUEL,ST,-,1
2/1/16,22,Theft,10H30,Other Parking Lot,2200-2299,WALKER,ST,-,1
2/2/16,14,Rape,10H30,Residence or House,1300-1399,LIVE OAK,-,-,1
2/5/16,21,Theft,10H30,"Road, Street, or Sidewalk",800-899,SAINT CHARLES,-,-,1
2/5/16,8,Theft,10H30,Residence or House,1700-1799,ENNIS,ST,-,1
2/6/16,17,Theft,10H30,Bar or Night Club Parking Lot,800-899,SAINT EMANUEL,ST,-,1
2/8/16,8,Theft,10H30,Miscellaneous Business (Non-Specific),2900-2999,MCKINNEY,ST,-,1
2/9/16,22,Theft,10H30,Strip Business Center Parking Lot,1000-1099,SAINT EMANUEL,ST,-,1
2/10/16,10,Theft,10H30,"Road, Street, or Sidewalk",1400-1499,HUTCHINS,-,-,1
2/10/16,11,Theft,10H30,"Road, Street, or Sidewalk",2300-2399,POLK,-,-,1
2/10/16,21,Theft,10H30,Other Parking Lot,800-899,ST EMANUEL,-,-,1
2/10/16,16,Theft,10H30,"Road, Street, or Sidewalk",2800-2899,RUSK,ST,-,1
2/11/16,9,Theft,10H30,Residence or House,1300-1399,PALMER,ST,-,1
2/24/16,11,Theft,10H30,"Road, Street, or Sidewalk",1500-1599,HUTCHINS,-,-,1
2/23/16,18,Burglary,10H30,Residence or House,2600-2699,CLAY,-,-,1
2/23/16,19,Burglary,10H30,"Vacant Single Occ Resd(House,Townhs,Dplex)",2700-2799,CLAY,-,-,1
2/24/16,23,Theft,10H30,Bar or Night Club Parking Lot,800-899,SAINT EMANUEL,ST,-,1
2/25/16,7,Theft,10H30,Other Parking Lot,800-899,SAINT EMANUEL,ST,-,1
2/25/16,16,Theft,10H30,"Road, Street, or Sidewalk",3000-3099,DALLAS,ST,-,1
2/25/16,14,Theft,10H30,Other Parking Lot,2200-2299,DALLAS,ST,-,1
2/27/16,12,Theft,10H30,Residence or House,700-799,DELANO,-,-,1
2/27/16,14,Burglary,10H30,Apartment,2000-2099,TEXAS,ST,-,1
2/26/16,22,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,BELL,ST,-,1
2/27/16,3,Theft,10H30,"Road, Street, or Sidewalk",1400-1499,SAINT EMANUEL,ST,-,1
2/28/16,18,Theft,10H30,Commercial Parking Lot or Garage,900-999,HUTCHINS,-,-,1
2/29/16,19,Theft,10H30,Service or Gas Station,3500-3599,GULF,FWY,-,1
2/28/16,22,Theft,10H30,Other Parking Lot,900-999,ST EMANUEL,ST,-,1
2/22/16,19,Robbery,10H40,"Road, Street, or Sidewalk",2100-2199,FANNIN,ST,-,1
2/22/16,9,Burglary,10H40,Residence or House,1300-1399,TRUXILLO,-,-,1
2/22/16,11,Burglary,10H40,Drug Store or Medical Supply,1200-1299,ELGIN,ST,-,1
2/22/16,12,Theft,10H40,,1700-1799,WEBSTER,-,-,1
2/22/16,14,Theft,10H40,"Road, Street, or Sidewalk",2900-2999,CAROLINE,ST,-,1
2/21/16,17,Robbery,10H40,"Road, Street, or Sidewalk",2900-2999,MILAM,-,-,1
2/21/16,4,Theft,10H40,Strip Business Center Parking Lot,3800-3899,MAIN,ST,-,1
2/20/16,19,Burglary,10H40,"Laundry, Dry Cleaners, Washaterias",3900-3999,ALMEDA,RD,-,1
2/20/16,14,Theft,10H40,Restaurant or Cafeteria Parking Lot,3400-3499,MILAM,-,-,1
2/16/16,21,Robbery,10H40,"Road, Street, or Sidewalk",4200-4299,SAN JACINTO,-,-,1
2/16/16,22,Robbery,10H40,"Road, Street, or Sidewalk",1100-1199,MCGOWEN,ST,-,1
2/17/16,6,Theft,10H40,"Road, Street, or Sidewalk",1900-1999,ALABAMA,ST,-,1
2/17/16,17,Aggravated Assault,10H40,"Road, Street, or Sidewalk",UNK,BLODGETT,ST,-,1
2/16/16,1,Theft,10H40,Bar or Night Club,1000-1099,MCGOWEN,ST,-,1
2/15/16,22,Theft,10H40,Residence or House,1400-1499,ANITA,ST,-,1
2/16/16,17,Theft,10H40,"Road, Street, or Sidewalk",2100-2199,MAIN,ST,-,1
2/19/16,2,Aggravated Assault,10H40,Residence or House,2900-2999,CRAWFORD,ST,-,1
2/19/16,6,Aggravated Assault,10H40,Bus Station,2100-2199,MAIN,ST,-,1
2/19/16,7,Theft,10H40,Service or Gas Station,2100-2199,FANNIN,ST,-,1
2/19/16,22,Robbery,10H40,"Road, Street, or Sidewalk",1200-1299,MCGOWEN,ST,-,1
2/19/16,21,Robbery,10H40,"Road, Street, or Sidewalk",800-899,DENNIS,ST,-,1
2/20/16,0,Theft,10H40,Other Parking Lot,2600-2699,FANNIN,ST,-,1
2/12/16,3,Theft,10H40,"Road, Street, or Sidewalk",2300-2399,MAIN,ST,-,1
2/12/16,7,Theft,10H40,Bus Station,2100-2199,MAIN,ST,-,1
2/12/16,11,Aggravated Assault,10H40,Bar or Night Club Parking Lot,2400-2499,SAN JACINTO,-,-,1
2/11/16,13,Burglary,10H40,"Vacant Single Occ Resd(House,Townhs,Dplex)",1500-1599,ELGIN,ST,-,1
2/11/16,13,Theft,10H40,"Road, Street, or Sidewalk",2300-2399,SAN JACINTO,-,-,1
2/14/16,12,Theft,10H40,Apartment,700-799,MCGOWEN,ST,-,1
2/14/16,15,Theft,10H40,Restaurant or Cafeteria,4400-4499,FANNIN,ST,-,1
2/15/16,0,Theft,10H40,"Road, Street, or Sidewalk",1100-1199,BERRY,ST,-,1
2/15/16,5,Robbery,10H40,"Road, Street, or Sidewalk",2500-2599,HAMILTON,ST,-,1
2/14/16,20,Theft,10H40,Service or Gas Station,2100-2199,FANNIN,ST,-,1
2/15/16,14,Aggravated Assault,10H40,Bus Station,2100-2199,MAIN,ST,-,1
2/11/16,9,Theft,10H40,Restaurant or Cafeteria,2800-2899,MILAM,-,-,1
2/10/16,22,Theft,10H40,"Road, Street, or Sidewalk",2900-2999,CAROLINE,ST,-,1
2/10/16,13,Auto Theft,10H40,"Road, Street, or Sidewalk",4600-4699,MAIN,ST,-,1
2/9/16,20,Robbery,10H40,"Road, Street, or Sidewalk",1000-1099,MCGOWEN,ST,-,1
2/9/16,16,Theft,10H40,Commercial Parking Lot or Garage,4200-4299,SAN JACINTO,-,-,1
2/9/16,14,Theft,10H40,Driveway,1700-1799,WEBSTER,-,-,1
2/9/16,14,Theft,10H40,Restaurant or Cafeteria,2800-2899,MILAM,-,-,1
2/8/16,19,Theft,10H40,Bus Stop,4500-4599,MAIN,ST,-,1
2/8/16,2,Theft,10H40,"Road, Street, or Sidewalk",900-999,WINBERN,-,-,1
2/7/16,16,Aggravated Assault,10H40,Bar or Night Club,3600-3699,MAIN,ST,-,1
2/7/16,17,Theft,10H40,Bar or Night Club,2400-2499,SAN JACINTO,ST,-,1
2/7/16,8,Theft,10H40,Hospital Parking Lot,2600-2699,FANNIN,ST,-,1
2/5/16,9,Theft,10H40,Bar or Night Club,2400-2499,SAN JACINTO,-,-,1
2/5/16,16,Theft,10H40,Bar or Night Club,2300-2399,MAIN,ST,-,1
2/5/16,20,Theft,10H40,Drug Store or Medical Supply,3200-3299,MAIN,ST,-,1
2/4/16,15,Theft,10H40,Bar or Night Club,2400-2499,SAN JACINTO,ST,-,1
2/4/16,7,Theft,10H40,"Road, Street, or Sidewalk",800-899,BERRY,ST,-,1
2/4/16,8,Theft,10H40,"Road, Street, or Sidewalk",800-899,BERRY,ST,-,1
2/4/16,9,Theft,10H40,Restaurant or Cafeteria Parking Lot,3700-3799,TRAVIS,-,-,1
2/4/16,16,Theft,10H40,Bus Station,2100-2199,MAIN,ST,-,1
2/4/16,16,Theft,10H40,,2400-2499,TRAVIS,-,-,1
2/1/16,12,Theft,10H40,Rehabilitation Center,3800-3899,FANNIN,ST,-,1
2/1/16,17,Theft,10H40,Office Building,4200-4299,CAROLINE,ST,-,1
2/1/16,3,Theft,10H40,Bar or Night Club,2400-2499,SAN JACINTO,ST,-,1
2/1/16,23,Theft,10H40,"Road, Street, or Sidewalk",3700-3799,TRAVIS,-,-,1
2/2/16,10,Theft,10H40,"Road, Street, or Sidewalk",1200-1299,HADLEY,ST,-,1
2/3/16,6,Burglary,10H40,"Physician, Doctor, Dentist's Office",2000-2099,CRAWFORD,ST,-,1
2/29/16,2,Theft,10H40,"Road, Street, or Sidewalk",2500-2599,SAN JACINTO,-,-,1
2/29/16,9,Theft,10H40,Other Parking Lot,1500-1599,HADLEY,ST,-,1
2/29/16,23,Theft,10H40,Bus Station,2100-2199,MAIN,ST,-,1
2/29/16,23,Theft,10H40,Commercial Parking Lot or Garage,3400-3499,MILAM,-,-,1
2/29/16,21,Auto Theft,10H40,"Road, Street, or Sidewalk",3800-3899,SAN JACINTO,-,-,1
2/29/16,21,Theft,10H40,"Road, Street, or Sidewalk",700-799,STUART,-,-,1
2/28/16,20,Theft,10H40,"Road, Street, or Sidewalk",3400-3499,AUSTIN,ST,-,1
2/28/16,10,Theft,10H40,Grocery Store or Supermarket Parking Lot,4400-4499,MAIN,ST,-,1
2/28/16,2,Robbery,10H40,"Road, Street, or Sidewalk",2300-2399,SAN JACINTO,-,-,1
2/26/16,21,Theft,10H40,Service or Gas Station,2100-2199,FANNIN,ST,-,1
2/26/16,21,Theft,10H40,Bar or Night Club,2400-2499,SAN JACINTO,-,-,1
2/26/16,16,Burglary,10H40,Residence or House,1700-1799,ALABAMA,ST,-,1
2/26/16,16,Theft,10H40,"Road, Street, or Sidewalk",1400-1499,DENNIS,ST,-,1
2/26/16,16,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2/25/16,17,Burglary,10H40,"Other, Unknown, or Not Listed",2700-2799,TRAVIS,-,-,1
2/25/16,21,Theft,10H40,"Road, Street, or Sidewalk",800-899,BERRY,ST,-,1
2/26/16,0,Theft,10H40,"Road, Street, or Sidewalk",2500-2599,FANNIN,ST,-,1
2/26/16,8,Theft,10H40,"Road, Street, or Sidewalk",700-799,GRAY,-,-,1
2/26/16,11,Burglary,10H40,Residence or House,1800-1899,ANITA,ST,-,1
2/25/16,10,Auto Theft,10H40,Restaurant or Cafeteria Parking Lot,2900-2999,JACKSON,ST,-,1
2/23/16,15,Theft,10H40,"Road, Street, or Sidewalk",1300-1399,HOLMAN,-,-,1
2/24/16,11,Theft,10H40,"Road, Street, or Sidewalk",3500-3599,MILAM,-,-,1
2/24/16,8,Theft,10H40,Residence or House,800-899,STUART,-,-,1
2/23/16,20,Theft,10H40,Department or Discount Store,4200-4299,MAIN,ST,-,1
2/24/16,0,Theft,10H40,"Road, Street, or Sidewalk",900-999,BERRY,ST,-,1
2/24/16,1,Theft,10H40,"Road, Street, or Sidewalk",3600-3699,MILAM,-,-,1
2/15/16,10,Theft,10H50,Construction Site,3600-3699,HADLEY,ST,-,1
2/13/16,20,Robbery,10H50,"Road, Street, or Sidewalk",3200-3299,HOLMAN,-,-,1
2/13/16,18,Theft,10H50,"Road, Street, or Sidewalk",3500-3599,TIERWESTER,-,-,1
2/11/16,12,Burglary,10H50,,3100-3199,PAIGE,-,-,1
2/12/16,13,Theft,10H50,Residence or House,3200-3299,BASTROP,ST,-,1
2/13/16,2,Theft,10H50,"Road, Street, or Sidewalk",2500-2599,GRAY,-,-,1
2/13/16,9,Burglary,10H50,Office Building,2400-2499,DOWLING,ST,-,1
2/12/16,22,Auto Theft,10H50,Apartment Parking Lot,2200-2299,SAINT CHARLES,-,-,1
2/13/16,0,Theft,10H50,Restaurant or Cafeteria Parking Lot,3700-3799,SCOTT,ST,-,1
2/20/16,9,Theft,10H50,Apartment,3700-3799,BURKETT,ST,-,1
2/18/16,17,Theft,10H50,Apartment,3700-3799,CULLEN,BLVD,-,1
2/18/16,18,Theft,10H50,"Road, Street, or Sidewalk",2400-2499,WINBERN,-,-,1
2/18/16,7,Theft,10H50,Other Parking Lot,2400-2499,HOLMAN,-,-,1
2/18/16,8,Theft,10H50,Residence or House,2100-2199,HOLMAN,-,-,1
2/16/16,20,Auto Theft,10H50,Residence or House,3300-3399,ALABAMA,ST,-,1
2/17/16,7,Aggravated Assault,10H50,"Multi-Plex Home (Duplex,Triplex Etc.)",2400-2499,TRUXILLO,-,-,1
2/16/16,21,Burglary,10H50,Residence or House,2400-2499,TRUXILLO,-,-,1
2/20/16,14,Robbery,10H50,"Road, Street, or Sidewalk",3200-3299,DOWLING,ST,-,1
2/21/16,3,Theft,10H50,Residence or House,2800-2899,HOLMAN,-,-,1
2/21/16,2,Aggravated Assault,10H50,Residence or House,2400-2499,SAMPSON,-,-,1
2/21/16,2,Robbery,10H50,Residence or House,3700-3799,HUTCHINS,-,-,1
2/20/16,21,Theft,10H50,Apartment,3600-3699,TUAM,-,-,1
2/21/16,14,Theft,10H50,Apartment Parking Lot,3300-3399,DOWLING,ST,-,1
2/21/16,23,Rape,10H50,Residence or House,3100-3199,ENNIS,ST,-,1
2/22/16,13,Theft,10H50,Residence or House,3200-3299,HOLMAN,-,-,1
2/22/16,19,Theft,10H50,"Road, Street, or Sidewalk",2600-2699,GRAY,-,-,1
2/3/16,14,Theft,10H50,Restaurant or Cafeteria,4800-4899,CALHOUN,RD,-,1
2/3/16,16,Aggravated Assault,10H50,Residence or House,3400-3499,DREW,ST,-,1
2/1/16,22,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3400-3499,HOLMAN,-,-,2
2/2/16,15,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3000-3099,TRUXILLO,-,-,1
2/2/16,15,Theft,10H50,Government or Public Building,3700-3799,SAMPSON,-,-,1
2/2/16,18,Robbery,10H50,"Road, Street, or Sidewalk",2800-2899,BERRY,ST,-,1
2/1/16,17,Burglary,10H50,Residence or House,2400-2499,ANITA,ST,-,1
2/4/16,17,Theft,10H50,"Physician, Doctor, Dentist's Office",3300-3399,DELANO,-,-,1
2/4/16,14,Theft,10H50,Hospital Parking Lot,3200-3299,ENNIS,ST,-,1
2/4/16,13,Theft,10H50,"Road, Street, or Sidewalk",3800-3899,ROSALIE,-,-,1
2/6/16,2,Theft,10H50,Bar or Night Club Parking Lot,2300-2399,PIERCE,-,-,1
2/5/16,9,Theft,10H50,Commercial Parking Lot or Garage,3400-3499,HOLMAN,-,-,1
2/5/16,8,Burglary,10H50,Residence or House,3100-3199,CLEBURNE,ST,-,1
2/7/16,12,Robbery,10H50,"Road, Street, or Sidewalk",2600-2699,SAMPSON,-,-,1
2/7/16,12,Theft,10H50,Residence or House,3300-3399,ALABAMA,ST,-,1
2/7/16,1,Aggravated Assault,10H50,Residence or House,3300-3399,ROSALIE,-,-,2
2/6/16,15,Burglary,10H50,Apartment,3000-3099,WEBSTER,-,-,1
2/9/16,7,Theft,10H50,"Road, Street, or Sidewalk",3300-3399,SCOTT,ST,-,1
2/9/16,13,Theft,10H50,Construction Site,2600-2699,ELGIN,ST,-,1
2/11/16,8,Burglary,10H50,Residence or House,3200-3299,TRUXILLO,-,-,1
2/11/16,11,Theft,10H50,"Road, Street, or Sidewalk",3000-3099,CANFIELD,ST,-,1
2/24/16,8,Theft,10H50,Apartment Parking Lot,3600-3699,ELGIN,ST,-,1
2/24/16,7,Theft,10H50,"Amusement Park, Bowling Alley, Skate Rink",2200-2299,TUAM,-,-,1
2/23/16,12,Theft,10H50,"Road, Street, or Sidewalk",3000-3099,CALLIE,-,-,1
2/25/16,1,Theft,10H50,Bar or Night Club Parking Lot,3800-3899,DOWLING,ST,-,1
2/25/16,4,Robbery,10H50,Apartment,2500-2599,WEBSTER,-,-,1
2/25/16,20,Theft,10H50,Commercial Parking Lot or Garage,3700-3799,SCOTT,ST,-,1
2/25/16,18,Robbery,10H50,"Road, Street, or Sidewalk",1600-1699,CANFIELD,-,-,1
2/26/16,17,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3000-3099,DENNIS,ST,-,3
2/26/16,20,Robbery,10H50,"Road, Street, or Sidewalk",4100-4199,ELGIN,ST,-,1
2/27/16,1,Burglary,10H50,Construction Site,3500-3599,BASTROP,ST,-,1
2/29/16,19,Theft,10H50,Other Parking Lot,2800-2899,GULF,FWY,-,1
2/28/16,23,Murder,10H50,"Other, Unknown, or Not Listed",3300-3399,TUAM,-,-,1
2/22/16,20,Rape,10H60,Apartment,6400-6499,DEL RIO,ST,-,1
2/22/16,15,Theft,10H60,Other Parking Lot,6500-6599,DEL RIO,ST,-,1
2/22/16,9,Theft,10H60,Miscellaneous Business (Non-Specific),5900-5999,SCOTT,ST,-,1
2/21/16,11,Burglary,10H60,Residence or House,3200-3299,BINZ,ST,-,1
2/21/16,8,Burglary,10H60,Restaurant or Cafeteria,3600-3699,OLD SPANISH,TRL,-,1
2/20/16,18,Theft,10H60,"Road, Street, or Sidewalk",3600-3699,OLD SPANISH,TRL,-,1
2/20/16,15,Theft,10H60,Bar or Night Club,UNK,DOWLING,ST,-,1
2/16/16,18,Burglary,10H60,Residence or House,2400-2499,SOUTHMORE,BLVD,-,1
2/16/16,17,Burglary,10H60,"Church, Synagogue, or Temple",3800-3899,SAMPSON,-,-,1
2/16/16,16,Theft,10H60,Residence or House,3400-3499,OZARK,-,-,1
2/16/16,9,Burglary,10H60,Apartment,2600-2699,CALUMET,ST,S,1
2/18/16,7,Theft,10H60,Commercial Parking Lot or Garage,6400-6499,DEL RIO,ST,-,1
2/19/16,1,Theft,10H60,"Road, Street, or Sidewalk",6400-6499,DEL RIO,ST,-,1
2/20/16,8,Auto Theft,10H60,"Road, Street, or Sidewalk",4700-4799,DOWLING,ST,-,1
2/19/16,19,Theft,10H60,Residence or House,3700-3799,WHEELER,-,-,1
2/12/16,21,Burglary,10H60,Residence or House,3700-3799,CHARLESTON,-,-,1
2/13/16,16,Auto Theft,10H60,Residence or House,3700-3799,SOUTHMORE,BLVD,-,1
2/12/16,1,Burglary,10H60,"Church, Synagogue, or Temple",3100-3199,BLODGETT,ST,-,1
2/11/16,21,Burglary,10H60,Residence or House,2900-2999,WENTWORTH,-,-,1
2/13/16,20,Burglary,10H60,Residence or House,3800-3899,GERTIN,-,-,1
2/13/16,23,Burglary,10H60,Apartment,5400-5499,SCOTT,ST,-,1
2/14/16,14,Burglary,10H60,"Multi-Plex Home (Duplex,Triplex Etc.)",3300-3399,BLODGETT,ST,-,1
2/14/16,12,Theft,10H60,"Road, Street, or Sidewalk",3000-3099,SOUTHMORE,BLVD,-,1
2/14/16,11,Theft,10H60,Residence or House,3300-3399,DIXIE,DR,-,1
2/15/16,10,Burglary,10H60,Residence or House,2200-2299,WENTWORTH,-,-,1
2/14/16,19,Theft,10H60,Garage or Carport,3900-3999,CHARLESTON,-,-,1
2/11/16,11,Aggravated Assault,10H60,"Road, Street, or Sidewalk",2300-2399,SOUTHMORE,BLVD,-,1
2/11/16,11,Aggravated Assault,10H60,Bar or Night Club,3300-3399,DIXIE,DR,-,1
2/10/16,11,Theft,10H60,Apartment Parking Lot,3200-3299,MACGREGOR,WAY,N,1
2/9/16,23,Robbery,10H60,Apartment Parking Lot,5500-5599,SAMPSON,-,-,1
2/10/16,1,Aggravated Assault,10H60,Residence or House,3800-3899,CANFIELD,ST,-,1
2/8/16,18,Aggravated Assault,10H60,Residence or House,2500-2599,BARBEE,ST,-,1
2/8/16,20,Aggravated Assault,10H60,,5100-5199,DELANO,-,-,1
2/7/16,4,Burglary,10H60,Grocery Store or Supermarket,2500-2599,CALUMET,-,-,1
2/7/16,6,Burglary,10H60,Bar or Night Club,3300-3399,DIXIE,DR,-,1
2/7/16,17,Aggravated Assault,10H60,Residence or House,2700-2799,ROSEDALE,-,-,2
2/7/16,14,Burglary,10H60,Residence or House,4300-4399,CHARLESTON,-,-,1
2/7/16,22,Theft,10H60,"Road, Street, or Sidewalk",4800-4899,DOWLING,ST,-,1
2/8/16,3,Theft,10H60,"Road, Street, or Sidewalk",2400-2499,BARBEE,ST,-,2
2/8/16,7,Theft,10H60,Driveway,6000-6099,DEL RIO,ST,-,1
2/8/16,13,Theft,10H60,"Road, Street, or Sidewalk",5200-5299,DOWLING,ST,-,1
2/6/16,2,Theft,10H60,"Road, Street, or Sidewalk",3300-3399,DIXIE,DR,-,1
2/6/16,2,Theft,10H60,"Road, Street, or Sidewalk",6300-6399,DEL RIO,ST,-,1
2/6/16,1,Theft,10H60,Commercial Building,3300-3399,DIXIE,DR,-,1
2/6/16,1,Robbery,10H60,Convenience Store,2300-2399,SOUTHMORE,BLVD,-,1
2/6/16,8,Robbery,10H60,"Road, Street, or Sidewalk",3700-3799,GRIGGS,-,-,1
2/6/16,10,Auto Theft,10H60,Bar or Night Club Parking Lot,3300-3399,DIXIE,DR,-,1
2/5/16,19,Theft,10H60,Other Parking Lot,5200-5299,CALHOUN,RD,-,1
2/4/16,12,Theft,10H60,Restaurant or Cafeteria Parking Lot,3600-3699,OLD SPANISH,TRL,-,1
2/4/16,9,Theft,10H60,Service or Gas Station,2300-2399,SOUTHMORE,BLVD,-,1
2/4/16,21,Burglary,10H60,"Vacant Single Occ Resd(House,Townhs,Dplex)",2200-2299,WENTWORTH,-,-,1
2/1/16,14,Robbery,10H60,"Road, Street, or Sidewalk",4400-4499,MACGREGOR,WAY,N,1
2/1/16,11,Theft,10H60,Driveway,3800-3899,ROSENEATH,DR,-,1
2/29/16,7,Burglary,10H60,Residence or House,2200-2299,RUTH,-,-,1
2/29/16,9,Burglary,10H60,Residence or House,4300-4399,BASTROP,ST,-,1
2/29/16,20,Theft,10H60,"Hotel, Motel, Inn, Etc.",3600-3699,OLD SPANISH,TRL,-,1
