Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
2/26/16,12,Theft,13D10,"Parks and Recreation, Zoo, Swimming Pool",6700-6799,LONG,DR,-,1
2/25/16,22,Theft,13D10,"Factory, Manufacturing, or Industrial",5700-5799,LUCE,-,-,1
2/29/16,17,Auto Theft,13D10,Other Parking Lot,6800-6899,GULF,FWY,-,1
2/29/16,16,Robbery,13D10,Specialty Store (Non-Specific),6800-6899,GULF,FWY,-,1
2/29/16,0,Theft,13D10,"Hotel, Motel, Inn, Etc.",3500-3599,TELEPHONE,-,-,1
2/29/16,2,Robbery,13D10,Apartment Parking Lot,3000-3099,GOLFCREST,BLVD,-,1
2/29/16,12,Theft,13D10,Restaurant or Cafeteria Parking Lot,3800-3899,ERIE,ST,-,1
2/28/16,15,Theft,13D10,Other Parking Lot,6800-6899,GULF,FWY,-,1
2/28/16,18,Theft,13D10,"Road, Street, or Sidewalk",2500-2599,SUTHERLAND,-,-,1
2/28/16,11,Theft,13D10,"Road, Street, or Sidewalk",7500-7599,KINGSLEY,-,-,1
2/22/16,17,Theft,13D20,Driveway,6000-6099,HEFFERNAN,ST,-,1
2/22/16,17,Theft,13D20,Restaurant or Cafeteria Parking Lot,8400-8499,GULF,FWY,-,1
2/22/16,17,Robbery,13D20,"Road, Street, or Sidewalk",6400-6499,TELEPHONE,-,-,1
2/22/16,15,Auto Theft,13D20,Miscellaneous Business (Non-Specific),6800-6899,TELEPHONE,-,-,1
2/23/16,6,Auto Theft,13D20,Apartment Parking Lot,7800-7899,PECAN VILLAS,DR,-,1
2/22/16,8,Theft,13D20,Apartment Parking Lot,8700-8799,BROADWAY,ST,-,1
2/22/16,9,Auto Theft,13D20,Residence or House,7800-7899,BELLFORT,ST,-,1
2/21/16,18,Theft,13D20,Residence or House,8500-8599,WILMERDEAN,-,-,1
2/21/16,16,Theft,13D20,"Hotel, Motel, Inn, Etc.",8200-8299,GULF,FWY,-,1
2/21/16,20,Robbery,13D20,Service or Gas Station,8800-8899,BROADWAY,ST,-,1
2/20/16,9,Burglary,13D20,"Church, Synagogue, or Temple",7100-7199,ASHBURN,ST,-,1
2/20/16,10,Theft,13D20,Apartment Parking Lot,8900-8999,BROADWAY,ST,-,1
2/20/16,20,Theft,13D20,Apartment,7900-7999,BELLFORT,ST,-,1
2/21/16,10,Theft,13D20,Apartment Parking Lot,8100-8199,GULF,FWY,-,1
2/20/16,22,Robbery,13D20,Convenience Store Parking Lot,8300-8399,GULF,FWY,-,1
2/20/16,21,Auto Theft,13D20,Grocery Store or Supermarket Parking Lot,7500-7599,BELLFORT,ST,-,1
2/21/16,3,Auto Theft,13D20,Driveway,6200-6299,NUNN,-,-,1
2/16/16,17,Theft,13D20,,7700-7799,OAK VISTA,-,-,1
2/16/16,18,Robbery,13D20,Apartment Parking Lot,8500-8599,BROADWAY,ST,-,1
2/16/16,14,Burglary,13D20,Apartment,8700-8799,BROADWAY,ST,-,1
2/16/16,11,Theft,13D20,"Road, Street, or Sidewalk",6400-6499,BELDART,ST,-,1
2/15/16,20,Robbery,13D20,Car Wash,7900-7999,ROCKHILL,-,-,1
2/15/16,23,Auto Theft,13D20,Apartment Parking Lot,8900-8999,GLENCREST,ST,-,1
2/15/16,21,Robbery,13D20,"Road, Street, or Sidewalk",7900-7999,LEONORA,-,-,1
2/16/16,8,Theft,13D20,Driveway,7700-7799,ROCKHILL,-,-,1
2/16/16,10,Theft,13D20,Apartment,8500-8599,BROADWAY,ST,-,1
2/17/16,9,Theft,13D20,Hotel or Motel Parking Lot,8700-8799,GULF,FWY,-,1
2/17/16,0,Theft,13D20,Apartment,8600-8699,BROADWAY,ST,-,1
2/16/16,23,Theft,13D20,"Road, Street, or Sidewalk",8900-8999,BROADWAY,ST,-,1
2/17/16,7,Aggravated Assault,13D20,Residence or House,7300-7399,STANWICK,DR,-,1
2/17/16,14,Theft,13D20,"Laundry, Dry Cleaners, Washaterias",7700-7799,BELLFORT,ST,-,1
2/17/16,19,Robbery,13D20,"Road, Street, or Sidewalk",8100-8199,STONE,-,-,1
2/17/16,18,Theft,13D20,Grocery Store or Supermarket,6300-6399,TELEPHONE,-,-,1
2/17/16,21,Auto Theft,13D20,Apartment Parking Lot,8400-8499,BROADWAY,ST,-,1
2/18/16,5,Robbery,13D20,Apartment Parking Lot,8100-8199,STONE,-,-,1
2/19/16,9,Auto Theft,13D20,Residence or House,6700-6799,TELEPHONE,-,-,1
2/19/16,11,Theft,13D20,"Road, Street, or Sidewalk",6400-6499,TELEPHONE,-,-,1
2/19/16,15,Burglary,13D20,Apartment,8100-8199,STONE,-,-,1
2/19/16,23,Theft,13D20,"Road, Street, or Sidewalk",6800-6899,CHERRYDALE,DR,-,1
2/20/16,2,Theft,13D20,Apartment Parking Lot,8100-8199,STONE,-,-,1
2/18/16,23,Theft,13D20,Strip Business Center Parking Lot,7800-7899,BELLFORT,ST,-,1
2/19/16,1,Burglary,13D20,Apartment,8900-8999,GLENCREST,ST,-,1
2/18/16,12,Theft,13D20,"Hotel, Motel, Inn, Etc.",8100-8199,GULF,FWY,-,1
2/18/16,11,Theft,13D20,Clothing Store,8200-8299,BROADWAY,ST,-,1
2/18/16,11,Theft,13D20,Residence or House,8300-8399,HINMAN,-,-,1
2/18/16,12,Burglary,13D20,Apartment,8700-8799,BROADWAY,ST,-,1
2/18/16,9,Theft,13D20,Strip Business Center Parking Lot,6300-6399,TELEPHONE,-,-,1
2/18/16,9,Theft,13D20,Driveway,6600-6699,HERON,DR,-,1
2/18/16,7,Burglary,13D20,Residence or House,7700-7799,DIXIE,DR,-,1
2/18/16,7,Theft,13D20,Driveway,6900-6999,ROOK,RD,-,1
2/18/16,7,Aggravated Assault,13D20,Residence or House,7400-7499,LAKEHURST,DR,-,1
2/15/16,14,Theft,13D20,Restaurant or Cafeteria Parking Lot,8400-8499,GULF,FWY,-,1
2/15/16,13,Robbery,13D20,Department or Discount Store,8000-8099,PARK PLACE,BLVD,-,1
2/14/16,22,Theft,13D20,Apartment Parking Lot,8500-8599,BROADWAY,ST,-,1
2/14/16,23,Robbery,13D20,"Road, Street, or Sidewalk",7100-7199,LA PASEO,-,-,1
2/14/16,18,Theft,13D20,Apartment,6300-6399,HAYWOOD,DR,N,1
2/15/16,1,Auto Theft,13D20,Hotel or Motel Parking Lot,8600-8699,AIRPORT,BLVD,-,1
2/15/16,4,Theft,13D20,Hotel or Motel Parking Lot,8700-8799,AIRPORT,BLVD,-,1
2/13/16,18,Burglary,13D20,Residence or House,7400-7499,SANTA FE,DR,-,1
2/13/16,21,Theft,13D20,Apartment,8600-8699,BROADWAY,ST,-,1
2/13/16,20,Theft,13D20,Restaurant or Cafeteria Parking Lot,8400-8499,GULF,FWY,-,1
2/14/16,0,Aggravated Assault,13D20,Apartment Parking Lot,8200-8299,BROADWAY,ST,-,1
2/14/16,9,Robbery,13D20,Restaurant or Cafeteria,7000-7099,MONROE,RD,-,1
2/14/16,16,Theft,13D20,Apartment Parking Lot,8200-8299,BROADWAY,ST,-,1
2/14/16,15,Auto Theft,13D20,Apartment Parking Lot,8900-8999,BROADWAY,ST,-,1
2/11/16,15,Theft,13D20,Apartment Parking Lot,8100-8199,BROADWAY,ST,-,1
2/12/16,11,Theft,13D20,Residence or House,6500-6599,ROXBURY,RD,-,1
2/12/16,10,Theft,13D20,"Other, Unknown, or Not Listed",8800-8899,AIRPORT,BLVD,-,1
2/12/16,9,Theft,13D20,Apartment,8900-8999,BROADWAY,ST,-,1
2/12/16,9,Theft,13D20,Residence or House,8900-8999,GLENCREST,ST,-,1
2/12/16,8,Theft,13D20,Apartment Parking Lot,8600-8699,BROADWAY,ST,-,1
2/13/16,4,Burglary,13D20,Grocery Store or Supermarket,6300-6399,TELEPHONE,-,-,1
2/13/16,1,Robbery,13D20,"Road, Street, or Sidewalk",8300-8399,GLEN VALLEY,DR,-,1
2/13/16,14,Theft,13D20,Strip Business Center Parking Lot,7600-7699,PARK PLACE,BLVD,-,1
2/12/16,15,Theft,13D20,Apartment Parking Lot,6200-6299,WALTRIP,-,-,1
2/12/16,22,Theft,13D20,Residence or House,6700-6799,HOLLYGROVE,DR,-,1
2/12/16,22,Theft,13D20,Restaurant or Cafeteria Parking Lot,8400-8499,GULF,FWY,-,1
2/12/16,23,Theft,13D20,"Road, Street, or Sidewalk",7700-7799,DROUET,ST,-,1
2/12/16,19,Burglary,13D20,Apartment,7900-7999,MORLEY,-,-,1
2/12/16,21,Robbery,13D20,Apartment,8800-8899,GLENCREST,ST,-,1
2/8/16,17,Theft,13D20,Driveway,6400-6499,SOUTHBROOK,DR,-,1
2/10/16,21,Robbery,13D20,Apartment Parking Lot,8700-8799,BROADWAY,ST,-,1
2/10/16,21,Theft,13D20,Service or Gas Station,3900-3999,REVEILLE,ST,-,1
2/10/16,20,Burglary,13D20,Apartment,7900-7999,MORLEY,-,-,1
2/11/16,7,Aggravated Assault,13D20,Apartment Parking Lot,7900-7999,MORLEY,-,-,2
2/10/16,19,Theft,13D20,Grocery Store or Supermarket,6300-6399,TELEPHONE,-,-,1
2/10/16,19,Theft,13D20,Convenience Store Parking Lot,8600-8699,BROADWAY,ST,-,1
2/11/16,9,Theft,13D20,Drug Store or Medical Supply,6100-6199,TELEPHONE,-,-,1
2/11/16,8,Aggravated Assault,13D20,Apartment,8700-8799,BROADWAY,ST,-,2
2/11/16,9,Robbery,13D20,Apartment Parking Lot,8900-8999,BROADWAY,ST,-,1
2/11/16,8,Theft,13D20,Residence or House,6200-6299,LUCE,ST,-,1
2/1/16,10,Theft,13D20,Apartment Parking Lot,8900-8999,GLENCREST,ST,-,1
2/1/16,2,Auto Theft,13D20,Apartment Parking Lot,7400-7499,LINDENCREST,-,-,1
2/3/16,21,Burglary,13D20,Residence or House,6300-6399,BELCREST,ST,-,1
2/2/16,15,Burglary,13D20,Apartment,8100-8199,STONE,-,-,1
2/2/16,12,Theft,13D20,Residence or House,8300-8399,LEONORA,-,-,1
2/2/16,3,Aggravated Assault,13D20,Apartment,8600-8699,BROADWAY,ST,-,1
2/2/16,3,Aggravated Assault,13D20,"Road, Street, or Sidewalk",8600-8699,BROADWAY,ST,-,1
2/1/16,23,Aggravated Assault,13D20,Apartment,7900-7999,BELLFORT,ST,-,1
2/1/16,22,Theft,13D20,Apartment,8500-8599,BROADWAY,ST,-,1
2/1/16,21,Theft,13D20,"Other, Unknown, or Not Listed",6300-6399,TELEPHONE,-,-,1
2/7/16,8,Burglary,13D20,Apartment,8500-8599,BROADWAY,ST,-,1
2/6/16,20,Aggravated Assault,13D20,Residence or House,8600-8699,BROADWAY,ST,-,1
2/7/16,2,Aggravated Assault,13D20,Bar or Night Club Parking Lot,8300-8399,GULF,FWY,-,1
2/6/16,18,Theft,13D20,"Road, Street, or Sidewalk",7300-7399,BROCKLEY,LN,-,1
2/8/16,1,Robbery,13D20,"Road, Street, or Sidewalk",8500-8599,BROADWAY,ST,-,1
2/7/16,21,Burglary,13D20,Apartment,7900-7999,MORLEY,-,-,1
2/7/16,16,Burglary,13D20,Apartment,7900-7999,MORLEY,-,-,1
2/8/16,2,Auto Theft,13D20,Apartment Parking Lot,7000-7099,BELLFORT,ST,-,1
2/8/16,7,Theft,13D20,Convenience Store,6300-6399,TELEPHONE,-,-,1
2/8/16,10,Theft,13D20,Apartment Parking Lot,8700-8799,BROADWAY,ST,-,1
2/8/16,10,Burglary,13D20,Residence or House,7200-7299,BLUE RIDGE,DR,-,1
2/8/16,11,Burglary,13D20,Residence or House,7200-7299,BLUE RIDGE,DR,-,1
2/8/16,12,Robbery,13D20,Apartment Parking Lot,8700-8799,BROADWAY,ST,-,1
2/6/16,2,Robbery,13D20,Apartment Parking Lot,8900-8999,GLENCREST,ST,-,1
2/5/16,17,Burglary,13D20,Residence or House,7700-7799,DIXIE,DR,-,1
2/5/16,11,Burglary,13D20,Residence or House,7500-7599,VISTA VERDE,-,-,1
2/5/16,15,Theft,13D20,Apartment Parking Lot,6800-6899,WESTOVER,-,-,1
2/5/16,12,Auto Theft,13D20,Restaurant or Cafeteria Parking Lot,8400-8499,GULF,FWY,-,1
2/4/16,13,Robbery,13D20,Apartment,7700-7799,BELLFORT,ST,-,1
2/4/16,12,Theft,13D20,Residence or House,7700-7799,DROUET,ST,-,1
2/4/16,7,Burglary,13D20,Bar or Night Club,6700-6799,TELEPHONE,-,-,1
2/4/16,18,Theft,13D20,Apartment,8600-8699,BROADWAY,ST,-,1
2/4/16,20,Robbery,13D20,"Road, Street, or Sidewalk",6600-6699,SOUTHBROOK,DR,-,1
2/4/16,19,Theft,13D20,Driveway,7300-7399,OAK HILL,DR,-,1
2/5/16,6,Auto Theft,13D20,Driveway,6400-6499,NORTHDALE,-,-,1
2/28/16,13,Aggravated Assault,13D20,Driveway,6300-6399,LYNDHURST,DR,-,1
2/27/16,23,Robbery,13D20,"Road, Street, or Sidewalk",8600-8699,BROADWAY,ST,-,1
2/27/16,21,Auto Theft,13D20,Apartment Parking Lot,8800-8899,GULF,FWY,-,1
2/28/16,3,Aggravated Assault,13D20,Apartment,8800-8899,GLENCREST,ST,-,1
2/28/16,8,Theft,13D20,Apartment Parking Lot,8500-8599,BROADWAY,ST,-,1
2/29/16,10,Theft,13D20,,8700-8799,BROADWAY,ST,-,1
2/29/16,20,Theft,13D20,Other Parking Lot,7600-7699,SANTA FE,DR,-,1
2/29/16,16,Auto Theft,13D20,Apartment Parking Lot,8800-8899,GLENCREST,ST,-,1
2/25/16,22,Theft,13D20,Other Parking Lot,7800-7899,BROADWAY,-,-,1
2/26/16,4,Burglary,13D20,Residence or House,6900-6999,CAYTON,ST,-,1
2/26/16,1,Theft,13D20,"Road, Street, or Sidewalk",7800-7899,BROADVIEW,DR,-,1
2/25/16,19,Theft,13D20,Apartment,7900-7999,MORLEY,-,-,1
2/25/16,14,Rape,13D20,Apartment,6700-6799,TELEPHONE,-,-,1
2/26/16,13,Theft,13D20,"Road, Street, or Sidewalk",8200-8299,DOVER,ST,-,1
2/26/16,13,Theft,13D20,Restaurant or Cafeteria Parking Lot,8500-8599,GULF,FWY,-,1
2/26/16,11,Robbery,13D20,Grocery Store or Supermarket,6300-6399,TELEPHONE,-,-,1
2/26/16,16,Theft,13D20,Service or Gas Station,5800-5899,TELEPHONE,-,-,1
2/27/16,5,Burglary,13D20,Miscellaneous Business (Non-Specific),8200-8299,BROADWAY,ST,-,1
2/26/16,21,Murder,13D20,Garage or Carport,6700-6799,GLEN ROCK,DR,-,1
2/27/16,7,Theft,13D20,Convenience Store,8600-8699,BROADWAY,ST,-,1
2/23/16,15,Robbery,13D20,Restaurant or Cafeteria Parking Lot,8300-8399,BROADWAY,ST,-,1
2/23/16,22,Theft,13D20,Driveway,7700-7799,PECAN VILLAS,DR,-,1
2/24/16,9,Theft,13D20,Restaurant or Cafeteria Parking Lot,8500-8599,GULF,FWY,-,1
2/24/16,8,Theft,13D20,Driveway,7800-7899,BROADVIEW,DR,-,1
2/24/16,7,Burglary,13D20,Apartment,7900-7999,MORLEY,-,-,1
2/24/16,18,Theft,13D20,Hotel or Motel Parking Lot,7900-7999,MOSLEY,RD,-,1
2/24/16,23,Theft,13D20,Other Parking Lot,8400-8499,GULF,FWY,-,1
2/25/16,1,Auto Theft,13D20,Restaurant or Cafeteria Parking Lot,7900-7999,MORLEY,-,-,1
2/25/16,13,Theft,13D20,"Other, Unknown, or Not Listed",8800-8899,GULF,FWY,-,1
2/25/16,11,Theft,13D20,Other Parking Lot,6400-6499,TELEPHONE,-,-,1
2/12/16,10,Theft,13D30,Construction Site,7000-7099,AIRPORT,BLVD,-,1
2/12/16,12,Auto Theft,13D30,"Road, Street, or Sidewalk",600-699,BRISBANE,ST,-,3
2/15/16,19,Robbery,13D30,Driveway,200-299,SANDGATE,RD,-,1
2/18/16,14,Theft,13D30,Other Parking Lot,8200-8299,KOPMAN,DR,-,1
2/17/16,14,Theft,13D30,Apartment Parking Lot,9500-9599,TELEPHONE,-,-,1
2/1/16,10,Auto Theft,13D30,Vehicle/Auto Sales/Lease/Auto Parts Store,9600-9699,TELEPHONE,RD,-,1
2/1/16,12,Auto Theft,13D30,Vehicle/Auto Sales/Lease/Auto Parts Store,8200-8299,KOPMAN,DR,-,1
2/1/16,13,Theft,13D30,Restaurant or Cafeteria Parking Lot,8100-8199,AIRPORT,BLVD,-,1
2/23/16,22,Auto Theft,13D30,Vehicle/Auto Sales/Lease/Auto Parts Store,8200-8299,KOPMAN,DR,-,1
2/23/16,15,Aggravated Assault,13D30,"Road, Street, or Sidewalk",8000-8099,AIRPORT,BLVD,-,2
2/26/16,10,Theft,13D30,Miscellaneous Business (Non-Specific),7500-7599,OREM,DR,E,1
2/29/16,10,Theft,13D30,Sexually Oriented Club,8100-8199,AIRPORT,BLVD,-,1
2/17/16,16,Aggravated Assault,13D40,Apartment,11500-11599,PEARLAND,PKWY,-,1
2/16/16,14,Theft,13D40,"Field, Woods, Forest, Park",7500-7599,PEEKSKILL,LN,-,1
2/18/16,14,Theft,13D40,Department or Discount Store,8500-8599,SAM HOUSTON,PKWY,S,1
2/18/16,9,Theft,13D40,Driveway,7800-7899,FUQUA,ST,-,1
2/19/16,16,Theft,13D40,"Other, Unknown, or Not Listed",11100-11199,MONROE,RD,-,1
2/19/16,18,Auto Theft,13D40,Driveway,8400-8499,WINTHROP,-,-,1
2/19/16,8,Theft,13D40,Apartment Parking Lot,10200-10299,TELEPHONE,-,-,1
2/15/16,13,Theft,13D40,,10300-10399,TELEPHONE,-,-,1
2/15/16,14,Theft,13D40,Apartment Parking Lot,10900-10999,TELEPHONE,-,-,1
2/14/16,18,Theft,13D40,Service or Gas Station,7700-7799,SAM HOUSTON,PKWY,S,1
2/14/16,23,Aggravated Assault,13D40,Residence or House,7700-7799,WAYFARER,LN,-,1
2/14/16,9,Robbery,13D40,Restaurant or Cafeteria,8400-8499,SAM HOUSTON,PKWY,S,1
2/14/16,6,Theft,13D40,Apartment Parking Lot,10900-10999,TELEPHONE,-,-,1
2/13/16,21,Aggravated Assault,13D40,Residence or House,7400-7499,CATALINA,-,-,1
2/13/16,18,Theft,13D40,Grocery Store or Supermarket,8500-8599,SAM HOUSTON,PKWY,S,1
2/12/16,0,Aggravated Assault,13D40,Apartment Parking Lot,10900-10999,TELEPHONE,-,-,1
2/12/16,21,Theft,13D40,"Road, Street, or Sidewalk",8000-8099,FOLKSTONE,LN,-,1
2/21/16,1,Aggravated Assault,13D40,Residence or House,8100-8199,LANHAM,LN,-,1
2/22/16,19,Theft,13D40,Department or Discount Store,10600-10699,TELEPHONE,RD,-,1
2/1/16,16,Theft,13D40,Liquor Store Parking Lot,10500-10599,PEARLAND,PKWY,-,1
2/2/16,11,Theft,13D40,Commercial Building,8400-8499,HALL,RD,-,1
2/2/16,18,Robbery,13D40,Other Parking Lot,10800-10899,TELEPHONE,-,-,1
2/3/16,2,Auto Theft,13D40,Driveway,8400-8499,GULF TREE,LN,-,1
2/8/16,11,Theft,13D40,Apartment Parking Lot,10200-10299,TELEPHONE,-,-,1
2/7/16,9,Theft,13D40,Convenience Store,7800-7899,SAM HOUSTON,PKWY,S,1
2/11/16,3,Burglary,13D40,Convenience Store,9700-9799,TELEPHONE,-,-,1
2/10/16,13,Theft,13D40,Department or Discount Store,8000-8099,FUQUA,ST,-,1
2/28/16,23,Theft,13D40,Service or Gas Station,7700-7799,SAM HOUSTON,PKWY,-,1
2/28/16,9,Theft,13D40,"Other, Unknown, or Not Listed",10900-10999,TELEPHONE,-,-,1
2/26/16,7,Theft,13D40,Apartment Parking Lot,10900-10999,TELEPHONE,-,-,1
2/25/16,19,Burglary,13D40,Residence or House,8200-8299,MISTY VALE,LN,-,1
2/27/16,13,Theft,13D40,Department or Discount Store,8500-8599,SAM HOUSTON,PKWY,S,1
2/26/16,17,Theft,13D40,Department or Discount Store,8500-8599,SAM HOUSTON,PKWY,S,1
2/22/16,19,Theft,14D10,Residence or House,6700-6799,EASTWOOD,ST,-,1
2/22/16,22,Theft,14D10,Grocery Store or Supermarket,6000-6099,SCOTT,ST,-,1
2/23/16,11,Aggravated Assault,14D10,Residence or House,4900-4999,COSBY,ST,-,1
2/23/16,10,Theft,14D10,Driveway,7300-7399,CONLEY,ST,-,1
2/21/16,12,Murder,14D10,Convenience Store Parking Lot,6800-6899,CULLEN,BLVD,-,1
2/21/16,8,Theft,14D10,Apartment Parking Lot,4000-4099,CORDER,ST,-,1
2/21/16,21,Aggravated Assault,14D10,"Road, Street, or Sidewalk",5100-5199,IDAHO,-,-,5
2/21/16,17,Aggravated Assault,14D10,Residence or House,6300-6399,SHERWOOD,DR,-,2
2/21/16,15,Aggravated Assault,14D10,Convenience Store Parking Lot,6800-6899,CULLEN,BLVD,-,1
2/21/16,16,Aggravated Assault,14D10,Residence or House,6800-6899,LONDON,ST,-,3
2/22/16,9,Burglary,14D10,Barber And Beauty Shops,6400-6499,TIERWESTER,-,-,1
2/22/16,6,Theft,14D10,Apartment,6600-6699,WESTON,-,-,1
2/22/16,12,Burglary,14D10,Apartment,3300-3399,ALICE,ST,-,1
2/13/16,0,Theft,14D10,Park and Ride Terminal,5400-5499,GRIGGS,-,-,1
2/13/16,0,Aggravated Assault,14D10,,4300-4399,LOOP,-,S,1
2/12/16,15,Theft,14D10,Bus Stop,3800-3899,OLD SPANISH,TRL,-,1
2/13/16,13,Burglary,14D10,Residence or House,6700-6799,MADRID,-,-,1
2/13/16,8,Aggravated Assault,14D10,Residence or House,4800-4899,OLD SPANISH,TRL,-,1
2/13/16,9,Burglary,14D10,"Vacant Single Occ Resd(House,Townhs,Dplex)",6600-6699,DEL RIO,ST,-,1
2/12/16,0,Robbery,14D10,,6300-6399,MARTIN LUTHER KING,BLVD,-,1
2/12/16,9,Burglary,14D10,Residence or House,7000-7099,DUMBLE,ST,-,1
2/11/16,15,Theft,14D10,"Church, Synagogue, or Temple Parking Lot",6000-6099,MARTIN LUTHER KING,BLVD,-,1
2/11/16,17,Aggravated Assault,14D10,Specialty Store (Non-Specific),4800-4899,MARTIN LUTHER KING,BLVD,-,1
2/11/16,17,Theft,14D10,Commercial Building,4500-4599,GRIGGS,-,-,1
2/13/16,16,Burglary,14D10,Residence or House,6600-6699,TIERWESTER,-,-,1
2/13/16,23,Theft,14D10,Strip Business Center Parking Lot,5800-5899,BEEKMAN,RD,-,1
2/14/16,1,Burglary,14D10,Residence or House,5200-5299,COSBY,ST,-,1
2/14/16,8,Robbery,14D10,Residence or House,7200-7299,CONLEY,ST,-,1
2/14/16,10,Theft,14D10,Residence or House,6600-6699,SAINT AUGUSTINE,-,-,1
2/14/16,19,Burglary,14D10,Residence or House,7000-7099,EASTWOOD,ST,-,1
2/15/16,0,Theft,14D10,Residence or House,6600-6699,CONLEY,ST,-,1
2/15/16,8,Auto Theft,14D10,"Road, Street, or Sidewalk",5300-5399,DEWBERRY,ST,-,1
2/15/16,14,Theft,14D10,Apartment Parking Lot,4000-4099,CORDER,ST,-,1
2/19/16,10,Theft,14D10,Driveway,5200-5299,BALKIN,ST,-,1
2/19/16,15,Theft,14D10,"Church, Synagogue, or Temple Parking Lot",4900-4999,GRIGGS,-,-,1
2/20/16,3,Aggravated Assault,14D10,Bar or Night Club Parking Lot,5100-5199,ALBEMARLE,LN,-,1
2/20/16,3,Burglary,14D10,"Multi-Plex Home (Duplex,Triplex Etc.)",6900-6999,LIVERPOOL,-,-,1
2/20/16,1,Burglary,14D10,Apartment,4000-4099,CORDER,ST,-,1
2/19/16,23,Auto Theft,14D10,"Hotel, Motel, Inn, Etc.",4800-4899,LOOP,-,S,1
2/19/16,21,Theft,14D10,Convenience Store Parking Lot,6800-6899,CULLEN,BLVD,-,1
2/18/16,10,Robbery,14D10,Apartment,3700-3799,SOUTHLAWN,-,-,1
2/18/16,7,Burglary,14D10,Residence or House,3600-3699,ALICE ST APT 22,-,-,1
2/18/16,6,Robbery,14D10,Convenience Store Parking Lot,4500-4599,IDAHO,-,-,1
2/18/16,14,Burglary,14D10,Residence or House,5200-5299,KINGSBURY,-,-,1
2/17/16,16,Theft,14D10,Residence or House,4500-4599,DIXIE,DR,-,1
2/17/16,7,Theft,14D10,Apartment,4000-4099,CORDER,ST,-,1
2/17/16,8,Theft,14D10,Construction Site,5700-5799,LOOP,-,S,1
2/17/16,11,Theft,14D10,"Road, Street, or Sidewalk",6900-6999,LA SALETTE,-,-,1
2/10/16,13,Robbery,14D10,"Road, Street, or Sidewalk",6700-6799,MADRID,-,-,1
2/9/16,19,Burglary,14D10,Residence or House,6800-6899,BURKETT,ST,-,1
2/9/16,13,Burglary,14D10,Residence or House,4900-4999,VENTURA,LN,-,1
2/9/16,14,Theft,14D10,"Laundry, Dry Cleaners, Washaterias",6000-6099,SCOTT,ST,-,1
2/8/16,13,Auto Theft,14D10,Miscellaneous Business (Non-Specific),4300-4399,HOLMES,RD,-,1
2/9/16,11,Robbery,14D10,Government or Public Building,3300-3399,OLD SPANISH,TRL,-,1
2/9/16,13,Aggravated Assault,14D10,Convenience Store Parking Lot,6400-6499,CALHOUN,RD,-,1
2/9/16,10,Aggravated Assault,14D10,Apartment,5600-5699,ROYAL PALMS,ST,-,1
2/9/16,10,Auto Theft,14D10,Apartment Parking Lot,4000-4099,CORDER,ST,-,1
2/11/16,10,Burglary,14D10,Residence or House,5900-5999,LOOP,-,S,1
2/7/16,8,Aggravated Assault,14D10,Apartment,5500-5599,GRIGGS,-,-,1
2/7/16,10,Burglary,14D10,Restaurant or Cafeteria,5800-5899,MARTIN LUTHER KING,BLVD,-,1
2/6/16,17,Robbery,14D10,"Road, Street, or Sidewalk",6800-6899,SAINT AUGUSTINE,-,-,1
2/6/16,14,Theft,14D10,Miscellaneous Business (Non-Specific),3900-3999,OLD SPANISH,TRL,-,1
2/8/16,10,Burglary,14D10,Residence or House,6400-6499,SIDNEY,-,-,1
2/8/16,12,Theft,14D10,Middle School,5400-5499,MARTIN LUTHER KING,BLVD,-,1
2/8/16,6,Aggravated Assault,14D10,Apartment,5100-5199,BROWNCROFT,-,-,1
2/8/16,9,Auto Theft,14D10,Apartment Parking Lot,6600-6699,LONDON,ST,-,1
2/8/16,7,Burglary,14D10,,6400-6499,SIDNEY,-,-,1
2/7/16,16,Theft,14D10,Restaurant or Cafeteria Parking Lot,5800-5899,MARTIN LUTHER KING,BLVD,-,1
2/8/16,0,Theft,14D10,Convenience Store Parking Lot,3800-3899,OLD SPANISH,TRL,-,1
2/7/16,22,Theft,14D10,"Road, Street, or Sidewalk",4800-4899,WINFREE,DR,-,1
2/8/16,0,Burglary,14D10,Commercial Building,4400-4499,GRIGGS,-,-,1
2/4/16,9,Theft,14D10,Vehicle/Auto Sales/Lease/Auto Parts Store,5300-5399,KINGSBURY,-,-,1
2/4/16,10,Aggravated Assault,14D10,Residence or House,5600-5699,ROYAL PALMS,ST,-,1
2/4/16,12,Theft,14D10,Restaurant or Cafeteria Parking Lot,6600-6699,SCOTT,ST,-,1
2/4/16,11,Theft,14D10,Driveway,6600-6699,LONDON,ST,-,1
2/4/16,15,Theft,14D10,"Physician, Doctor, Dentist's Office",6000-6099,SCOTT,ST,-,1
2/3/16,7,Theft,14D10,Driveway,5300-5399,DEWBERRY,ST,-,1
2/3/16,21,Burglary,14D10,Residence or House,5100-5199,CORTELYOU,LN,-,1
2/2/16,12,Theft,14D10,Grocery Store or Supermarket,6200-6299,SCOTT,ST,-,1
2/2/16,10,Theft,14D10,Apartment,4400-4499,PERRY,-,-,1
2/2/16,10,Aggravated Assault,14D10,"Hotel, Motel, Inn, Etc.",4600-4699,YELLOWSTONE,BLVD,-,1
2/2/16,10,Auto Theft,14D10,Apartment Parking Lot,5500-5599,GRIGGS,-,-,1
