Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
7/20/16,8,Theft,10H40,"Road, Street, or Sidewalk",2000-2099,MILAM,-,-,1
7/20/16,10,Rape,10H40,Hotel or Motel Parking Lot,1400-1499,ELGIN,ST,-,1
7/19/16,18,Burglary,10H40,Apartment,4600-4699,MAIN,ST,-,1
7/19/16,17,Theft,10H40,"Other, Unknown, or Not Listed",4200-4299,CAROLINE,ST,-,1
7/19/16,12,Burglary,10H40,Residence or House,2700-2799,CRAWFORD,ST,-,1
7/19/16,11,Theft,10H40,Service or Gas Station,1000-1099,GRAY,-,-,1
7/21/16,3,Burglary,10H40,Apartment,4600-4699,MAIN,ST,-,1
7/20/16,18,Auto Theft,10H40,Department or Discount Store,4400-4499,FANNIN,ST,-,1
7/17/16,5,Auto Theft,10H40,Apartment Parking Lot,2500-2599,FANNIN,ST,-,1
7/16/16,14,Theft,10H40,Bar or Night Club,2300-2399,MAIN,-,-,1
7/16/16,18,Robbery,10H40,Service or Gas Station,2100-2199,FANNIN,ST,-,1
7/17/16,18,Theft,10H40,Grocery Store or Supermarket Parking Lot,2200-2299,MAIN,-,-,1
7/17/16,19,Theft,10H40,Grocery Store or Supermarket Parking Lot,2200-2299,MILAM,-,-,1
7/17/16,22,Robbery,10H40,"Road, Street, or Sidewalk",2300-2399,AUSTIN,ST,-,1
7/17/16,23,Rape,10H40,Other Parking Lot,4400-4499,MAIN,ST,-,1
7/15/16,0,Theft,10H40,Convenience Store,400-499,RICHMOND,AVE,-,1
7/15/16,9,Theft,10H40,Apartment,UNK,AUSTIN,ST,-,1
7/15/16,4,Theft,10H40,Bar or Night Club,3700-3799,FANNIN,ST,-,1
7/14/16,13,Robbery,10H40,Bar or Night Club Parking Lot,2400-2499,SAN JACINTO,-,-,1
7/16/16,1,Robbery,10H40,"Road, Street, or Sidewalk",2900-2999,TRAVIS,-,-,1
7/16/16,4,Robbery,10H40,"Road, Street, or Sidewalk",2100-2199,MAIN,ST,-,1
7/15/16,16,Theft,10H40,Convenience Store,2100-2199,FANNIN,ST,-,1
7/12/16,12,Theft,10H40,Driveway,1300-1399,ISABELLA,-,-,1
7/12/16,13,Theft,10H40,"Road, Street, or Sidewalk",2100-2199,MAIN,ST,-,1
7/13/16,19,Aggravated Assault,10H40,"Road, Street, or Sidewalk",400-499,RICHMOND,AVE,-,1
7/14/16,7,Burglary,10H40,Laundry or Dry Cleaners Parking Lot,3900-3999,ALMEDA,RD,-,1
7/11/16,0,Auto Theft,10H40,"Road, Street, or Sidewalk",4000-4099,CAROLINE,ST,-,1
7/10/16,17,Burglary,10H40,Apartment,4500-4599,TRAVIS,-,-,1
7/12/16,7,Theft,10H40,Residence or House,3000-3099,LA BRANCH,-,-,1
7/12/16,11,Theft,10H40,"Road, Street, or Sidewalk",2500-2599,MAIN,ST,-,1
7/11/16,15,Theft,10H40,"Gym, Recreat, Club House, Indoor Pool, Spa",2600-2699,MAIN,ST,-,1
7/11/16,16,Robbery,10H40,Restaurant or Cafeteria,2000-2099,MAIN,ST,-,1
7/11/16,13,Auto Theft,10H40,Commercial Parking Lot or Garage,4200-4299,FANNIN,ST,-,1
7/21/16,21,Aggravated Assault,10H50,Apartment,3300-3399,ALABAMA,ST,-,1
7/22/16,12,Theft,10H50,"Road, Street, or Sidewalk",3400-3499,CLEBURNE,ST,-,1
7/22/16,6,Burglary,10H50,Private School,2300-2399,SAUER,-,-,1
7/22/16,20,Robbery,10H50,Residence or House,2300-2399,BURKETT,ST,-,1
7/24/16,20,Aggravated Assault,10H50,Service or Gas Station,3300-3399,SCOTT,ST,-,1
7/24/16,12,Robbery,10H50,"Road, Street, or Sidewalk",2500-2599,MCGOWEN,ST,-,1
7/23/16,11,Robbery,10H50,Bus Stop,3600-3699,SCOTT,ST,-,1
7/23/16,19,Burglary,10H50,Vacant Other Out Build/Monument/UnderConst,3500-3599,HUTCHINS,-,-,1
7/23/16,13,Burglary,10H50,Government or Public Building,3200-3299,ELGIN,ST,-,1
7/28/16,11,Robbery,10H50,"Road, Street, or Sidewalk",2500-2599,SAMPSON,-,-,1
7/28/16,12,Theft,10H50,Commercial Parking Lot or Garage,3100-3199,CLEBURNE,ST,-,1
7/28/16,14,Aggravated Assault,10H50,Residence or House,2800-2899,NETTLETON,-,-,1
7/27/16,22,Theft,10H50,Convenience Store,2100-2199,ALABAMA,ST,-,1
7/26/16,16,Burglary,10H50,"Multi-Plex Home (Duplex,Triplex Etc.)",2700-2799,ISABELLA,-,-,1
7/26/16,18,Burglary,10H50,Apartment,2300-2399,TUAM,-,-,1
7/25/16,0,Theft,10H50,Residence or House,3300-3399,ADAIR,ST,-,1
7/25/16,10,Theft,10H50,Driveway,2500-2599,CLEBURNE,ST,-,1
7/25/16,11,Theft,10H50,"Road, Street, or Sidewalk",3700-3799,DELANO,-,-,1
7/29/16,16,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3100-3199,SCOTT,ST,-,1
7/29/16,9,Theft,10H50,Residence or House,3700-3799,BURKETT,ST,-,1
7/1/16,6,Robbery,10H50,"Road, Street, or Sidewalk",3100-3199,CANFIELD,ST,-,1
7/1/16,2,Robbery,10H50,Grocery Store or Supermarket Parking Lot,3000-3099,SCOTT,ST,-,1
7/2/16,14,Burglary,10H50,Residence or House,3600-3699,SAINT CHARLES,-,-,1
7/2/16,12,Rape,10H50,"Road, Street, or Sidewalk",2300-2399,PIERCE,-,-,1
7/3/16,12,Robbery,10H50,Residence or House,2800-2899,MILBY,-,-,1
7/5/16,18,Theft,10H50,Residence or House,3700-3799,BREMOND,ST,-,1
7/7/16,7,Auto Theft,10H50,"Road, Street, or Sidewalk",3600-3699,DREW,ST,-,1
7/7/16,6,Theft,10H50,Driveway,4000-4099,ENNIS,ST,-,1
7/7/16,16,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3100-3199,ROSALIE,-,-,1
7/3/16,19,Theft,10H50,"Multi-Plex Home (Duplex,Triplex Etc.)",3700-3799,DELANO,-,-,1
7/3/16,22,Theft,10H50,Residence or House,3700-3799,BREMOND,ST,-,1
7/4/16,8,Aggravated Assault,10H50,Residence or House,3200-3299,WINBERN,-,-,1
7/5/16,1,Robbery,10H50,"Road, Street, or Sidewalk",3100-3199,HADLEY,ST,-,1
7/9/16,23,Auto Theft,10H50,"Road, Street, or Sidewalk",3700-3799,ANITA,ST,-,1
7/9/16,21,Aggravated Assault,10H50,Residence or House,3200-3299,BREMOND,ST,-,1
7/9/16,14,Robbery,10H50,"Road, Street, or Sidewalk",3400-3499,SANDERS,-,-,1
7/9/16,3,Burglary,10H50,Convenience Store,2700-2799,ALABAMA,ST,-,1
7/8/16,10,Theft,10H50,"Road, Street, or Sidewalk",3300-3399,CLEBURNE,ST,-,1
7/12/16,9,Auto Theft,10H50,"Road, Street, or Sidewalk",3100-3199,ROSALIE,-,-,1
7/11/16,22,Aggravated Assault,10H50,"Hotel, Motel, Inn, Etc.",2600-2699,TRUXILLO,-,-,1
7/11/16,9,Burglary,10H50,Convenience Store,3800-3899,DELANO,-,-,1
7/11/16,12,Theft,10H50,Bus Stop,3500-3599,MCGOWEN,ST,-,1
7/13/16,18,Theft,10H50,"Road, Street, or Sidewalk",3400-3499,DENNIS,ST,-,1
7/13/16,15,Theft,10H50,Residence or House,2600-2699,CLEBURNE,ST,-,1
7/12/16,16,Burglary,10H50,Apartment,UNK,3308.5 BREMOND ST  #1,-,-,1
7/12/16,19,Auto Theft,10H50,"Road, Street, or Sidewalk",2200-2299,HUTCHINS,-,-,1
7/13/16,11,Burglary,10H50,Apartment,3300-3399,BREMOND,ST,-,1
7/13/16,9,Burglary,10H50,Residence or House,3500-3599,HUTCHINS,-,-,1
7/13/16,9,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3000-3099,MCILHENNY,ST,-,1
7/13/16,4,Auto Theft,10H50,"Road, Street, or Sidewalk",3000-3099,HUTCHINS,-,-,1
7/12/16,22,Theft,10H50,Residence or House,2400-2499,CANFIELD,ST,-,1
7/15/16,15,Robbery,10H50,"Other, Unknown, or Not Listed",3500-3599,LIVE OAK,-,-,1
7/15/16,22,Theft,10H50,"Road, Street, or Sidewalk",2300-2399,HUTCHINS,-,-,1
7/17/16,12,Aggravated Assault,10H50,Other Parking Lot,3500-3599,ATTUCKS,ST,-,1
7/16/16,15,Theft,10H50,Residence or House,3200-3299,ANITA,ST,-,1
7/16/16,12,Theft,10H50,"Road, Street, or Sidewalk",3200-3299,WINBERN,-,-,1
7/17/16,4,Burglary,10H50,Convenience Store,2700-2799,ALABAMA,ST,-,1
7/17/16,7,Aggravated Assault,10H50,Residence or House,3400-3499,BEULAH,ST,-,1
7/20/16,15,Auto Theft,10H50,Service or Gas Station,2000-2099,DOWLING,ST,-,1
7/21/16,2,Robbery,10H50,Residence or House,2800-2899,BERRY,ST,-,1
7/20/16,22,Theft,10H50,"Road, Street, or Sidewalk",2800-2899,NAGLE,-,-,1
