Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
8/7/16,21,Robbery,10H30,"Road, Street, or Sidewalk",1800-1899,EDMUNDSON,ST,-,1
8/7/16,21,Theft,10H30,Restaurant or Cafeteria Parking Lot,2700-2799,GULF,FWY,-,1
8/10/16,10,Theft,10H30,Apartment Parking Lot,2200-2299,DALLAS,ST,-,1
8/9/16,13,Theft,10H30,"Road, Street, or Sidewalk",2000-2099,WALKER,ST,-,1
8/9/16,19,Theft,10H30,Residence or House,1700-1799,ADEN MIST,DR,-,1
8/12/16,9,Theft,10H30,"Road, Street, or Sidewalk",1000-1099,SAINT EMANUEL,ST,-,1
8/12/16,19,Robbery,10H30,"Vacant Single Occ Resd(House,Townhs,Dplex)",1900-1999,SCOTT,ST,-,1
8/15/16,8,Theft,10H30,Residence or House,2600-2699,TEXAS,ST,-,1
8/14/16,22,Theft,10H30,"Road, Street, or Sidewalk",1100-1199,SAINT EMANUEL,ST,-,1
8/14/16,22,Theft,10H30,"Road, Street, or Sidewalk",1200-1299,HUTCHINS,-,-,1
8/14/16,23,Theft,10H30,"Road, Street, or Sidewalk",2300-2399,WALKER,ST,-,1
8/14/16,17,Aggravated Assault,10H30,"Road, Street, or Sidewalk",500-599,BASTROP,ST,-,1
8/16/16,3,Theft,10H30,"Road, Street, or Sidewalk",2300-2399,MCKINNEY,ST,-,1
8/15/16,20,Theft,10H30,"Road, Street, or Sidewalk",1300-1399,PALMER,ST,-,1
8/15/16,22,Robbery,10H30,"Road, Street, or Sidewalk",2500-2599,LAMAR,-,-,1
8/16/16,9,Theft,10H30,"Road, Street, or Sidewalk",2100-2199,RUSK,ST,-,1
8/16/16,21,Robbery,10H30,"Road, Street, or Sidewalk",2000-2099,COMMERCE,ST,-,1
8/16/16,23,Robbery,10H30,"Road, Street, or Sidewalk",3200-3299,MCKINNEY,ST,-,1
8/17/16,2,Aggravated Assault,10H30,"Road, Street, or Sidewalk",2000-2099,WALKER,ST,-,1
8/18/16,12,Theft,10H30,Bar or Night Club Parking Lot,2100-2199,WALKER,ST,-,1
8/30/16,16,Theft,10H30,"Other, Unknown, or Not Listed",1300-1399,LIVE OAK,-,-,1
8/31/16,10,Theft,10H30,"Road, Street, or Sidewalk",1300-1399,ROBERTS,ST,-,1
8/28/16,3,Theft,10H40,"Road, Street, or Sidewalk",2100-2199,FANNIN,ST,-,1
8/28/16,5,Auto Theft,10H40,Bar or Night Club,3700-3799,SAN JACINTO,-,-,1
8/28/16,15,Robbery,10H40,"Road, Street, or Sidewalk",4400-4499,MAIN,ST,-,1
8/28/16,12,Theft,10H40,"Road, Street, or Sidewalk",2400-2499,FANNIN,ST,-,1
8/28/16,11,Theft,10H40,Bus Station,2100-2199,MAIN,ST,-,1
8/28/16,8,Theft,10H40,Commercial Parking Lot or Garage,2300-2399,MAIN,ST,-,1
8/29/16,9,Auto Theft,10H40,"Road, Street, or Sidewalk",4000-4099,FANNIN,ST,-,1
8/29/16,2,Burglary,10H40,Service or Gas Station,3800-3899,SAN JACINTO,-,-,1
8/29/16,22,Theft,10H40,Bar or Night Club Parking Lot,1100-1199,MCGOWEN,ST,-,1
8/29/16,22,Theft,10H40,"Road, Street, or Sidewalk",1300-1399,ANITA,ST,-,1
8/29/16,22,Theft,10H40,"Road, Street, or Sidewalk",800-899,WINBERN,-,-,1
8/27/16,12,Theft,10H40,Miscellaneous Business (Non-Specific),4200-4299,CAROLINE,ST,-,1
8/27/16,10,Aggravated Assault,10H40,"Road, Street, or Sidewalk",UNK,BLODGETT,ST,-,1
8/27/16,7,Robbery,10H40,"Road, Street, or Sidewalk",2500-2599,CAROLINE,ST,-,1
8/26/16,21,Theft,10H40,Service or Gas Station,400-499,RICHMOND,AVE,-,1
8/27/16,2,Aggravated Assault,10H40,"Road, Street, or Sidewalk",3700-3799,MILAM,-,-,1
8/27/16,6,Aggravated Assault,10H40,Residence or House,1200-1299,HOLMAN,-,-,1
8/26/16,18,Theft,10H40,Office Building,2500-2599,LA BRANCH,-,-,1
8/26/16,18,Rape,10H40,Bar or Night Club,800-899,HOLMAN,-,-,1
8/26/16,19,Theft,10H40,Residence or House,3600-3699,CHENEVERT,-,-,1
8/26/16,13,Theft,10H40,Bar or Night Club,2500-2599,MAIN,ST,-,1
8/26/16,13,Theft,10H40,Light Rail (Metro Rail) Vehicle,UNK,MAIN,ST,-,1
8/26/16,9,Theft,10H40,Garage or Carport,2500-2599,CHENEVERT,-,-,1
8/26/16,10,Theft,10H40,Miscellaneous Business (Non-Specific),1100-1199,ALABAMA,ST,-,1
8/25/16,21,Theft,10H40,Light Rail Platform,3600-3699,MAIN,ST,-,1
8/26/16,0,Theft,10H40,"Road, Street, or Sidewalk",900-999,WINBERN,-,-,1
8/24/16,0,Theft,10H40,"Road, Street, or Sidewalk",800-899,WINBERN,-,-,1
8/24/16,7,Theft,10H40,"Road, Street, or Sidewalk",900-999,TRUXILLO,-,-,1
8/24/16,8,Theft,10H40,Bus Station,2100-2199,MAIN,ST,-,1
8/24/16,8,Theft,10H40,Other Parking Lot,2100-2199,MAIN,ST,-,1
8/24/16,12,Burglary,10H40,"Vacant Other Residential (Apartment,Dorms)",4500-4599,TRAVIS,-,-,1
8/25/16,2,Aggravated Assault,10H40,"Road, Street, or Sidewalk",4600-4699,MAIN,ST,-,1
8/25/16,4,Theft,10H40,"Road, Street, or Sidewalk",2300-2399,MAIN,ST,-,1
8/25/16,5,Theft,10H40,Bar or Night Club,3000-3099,CAROLINE,ST,-,1
8/24/16,21,Aggravated Assault,10H40,Apartment Parking Lot,3300-3399,TRAVIS,-,-,1
8/23/16,1,Robbery,10H40,Restaurant or Cafeteria Parking Lot,2000-2099,MAIN,ST,-,1
8/22/16,21,Theft,10H40,"Road, Street, or Sidewalk",800-899,WINBERN,-,-,1
8/22/16,22,Theft,10H40,"Road, Street, or Sidewalk",800-899,WINBERN,-,-,1
8/22/16,16,Robbery,10H40,"Road, Street, or Sidewalk",1100-1199,WEBSTER,-,-,1
8/23/16,8,Aggravated Assault,10H40,Highway or Freeway,300-399,US 59,-,S,1
8/21/16,23,Theft,10H40,"Road, Street, or Sidewalk",2300-2399,MAIN,-,-,1
8/22/16,9,Theft,10H40,Commercial Parking Lot or Garage,2600-2699,FANNIN,ST,-,1
8/22/16,13,Theft,10H40,Other Parking Lot,3200-3299,TRAVIS,-,-,1
8/22/16,13,Theft,10H40,Department or Discount Store,4200-4299,MAIN,ST,-,1
8/20/16,1,Burglary,10H40,Bar or Night Club,2400-2499,MAIN,ST,-,1
8/20/16,2,Theft,10H40,"Road, Street, or Sidewalk",1100-1199,BERRY,ST,-,1
8/20/16,9,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
8/20/16,13,Theft,10H40,Bar or Night Club Parking Lot,2300-2399,TRAVIS,-,-,1
8/20/16,14,Theft,10H40,Bus Stop,4500-4599,MAIN,ST,-,1
8/21/16,3,Theft,10H40,"Road, Street, or Sidewalk",1000-1099,DENNIS,ST,-,1
8/7/16,18,Burglary,10H40,Convenience Store,3100-3199,MAIN,ST,-,1
8/7/16,19,Aggravated Assault,10H40,"Road, Street, or Sidewalk",3700-3799,FANNIN,ST,-,1
8/8/16,2,Theft,10H40,Other Parking Lot,4400-4499,FANNIN,ST,-,1
8/8/16,8,Theft,10H40,Vacant Building (Commercial),3500-3599,MAIN,ST,-,1
8/8/16,9,Theft,10H40,Construction Site,3500-3599,MAIN,ST,-,1
8/7/16,10,Theft,10H40,Commercial Parking Lot or Garage,900-999,WINBERN,-,-,1
8/7/16,9,Theft,10H40,"Road, Street, or Sidewalk",4400-4499,MAIN,ST,-,1
8/7/16,15,Aggravated Assault,10H40,"Road, Street, or Sidewalk",4400-4499,SAN JACINTO,-,-,1
8/7/16,2,Robbery,10H40,Bar or Night Club,3700-3799,FANNIN,ST,-,1
8/6/16,22,Theft,10H40,"Road, Street, or Sidewalk",3400-3499,AUSTIN,ST,-,1
8/6/16,23,Theft,10H40,"Road, Street, or Sidewalk",1400-1499,HOLMAN,-,-,1
8/5/16,10,Aggravated Assault,10H40,"Road, Street, or Sidewalk",4500-4599,MAIN,ST,-,1
8/5/16,11,Burglary,10H40,Bar or Night Club,2400-2499,SAN JACINTO,-,-,1
8/5/16,11,Burglary,10H40,Bar or Night Club,3000-3099,TRAVIS,-,-,1
8/4/16,22,Theft,10H40,"Road, Street, or Sidewalk",3600-3699,TRAVIS,-,-,1
8/5/16,7,Theft,10H40,"Road, Street, or Sidewalk",2400-2499,SAN JACINTO,-,-,1
8/5/16,9,Theft,10H40,"Road, Street, or Sidewalk",3500-3599,MAIN,ST,-,1
8/6/16,3,Theft,10H40,"Road, Street, or Sidewalk",1500-1599,ISABELLA,-,-,1
8/6/16,8,Theft,10H40,Bus Stop,1600-1699,MCGOWEN,ST,-,1
8/6/16,8,Theft,10H40,"Physician, Doctor, Dentist's Office",3600-3699,SAN JACINTO,-,-,1
8/5/16,21,Burglary,10H40,"Theatres, Dinner Theaters, Auditoriums",3500-3599,MAIN,ST,-,1
8/6/16,16,Theft,10H40,Light Rail (Metro Rail) Vehicle,2500-2599,MAIN,ST,-,1
8/6/16,13,Theft,10H40,"Road, Street, or Sidewalk",4000-4099,LA BRANCH,-,-,1
8/6/16,10,Theft,10H40,"Other, Unknown, or Not Listed",900-999,GRAY,-,-,1
8/4/16,21,Theft,10H40,Garage or Carport,1700-1799,GRAY,-,-,1
8/4/16,21,Theft,10H40,"Road, Street, or Sidewalk",1700-1799,GRAY,-,-,1
8/4/16,12,Theft,10H40,"Hotel, Motel, Inn, Etc.",2500-2599,HAMILTON,ST,-,1
8/3/16,13,Robbery,10H40,Department or Discount Store,1000-1099,ELGIN,ST,-,1
8/3/16,5,Theft,10H40,Residence or House,3200-3299,LA BRANCH,-,-,1
8/3/16,23,Theft,10H40,"Road, Street, or Sidewalk",3700-3799,TRAVIS,-,-,1
8/1/16,23,Aggravated Assault,10H40,Construction Site,2800-2899,TRAVIS,-,-,1
8/2/16,5,Theft,10H40,"Road, Street, or Sidewalk",2400-2499,LA BRANCH,-,-,1
8/1/16,22,Aggravated Assault,10H40,"Road, Street, or Sidewalk",800-899,BLODGETT,ST,-,1
8/1/16,9,Theft,10H40,"Road, Street, or Sidewalk",2400-2499,LA BRANCH,-,-,1
8/1/16,15,Robbery,10H40,"Road, Street, or Sidewalk",1100-1199,DENNIS,ST,-,1
8/2/16,7,Theft,10H40,"Road, Street, or Sidewalk",2300-2399,CAROLINE,ST,-,1
8/2/16,22,Theft,10H40,Restaurant or Cafeteria Parking Lot,3700-3799,MAIN,ST,-,1
8/2/16,16,Auto Theft,10H40,Vehicle/Auto Sales/Lease/Auto Parts Store,1300-1399,GRAY,ST,-,2
8/1/16,2,Theft,10H40,Service or Gas Station,2100-2199,FANNIN,ST,-,1
8/18/16,3,Theft,10H40,"Road, Street, or Sidewalk",3800-3899,TRAVIS,-,-,1
8/18/16,8,Auto Theft,10H40,Commercial Parking Lot or Garage,2000-2099,MAIN,ST,-,1
8/18/16,2,Theft,10H40,"Road, Street, or Sidewalk",800-899,BERRY,ST,-,1
8/17/16,11,Theft,10H40,Bar or Night Club,2000-2099,MAIN,ST,-,1
8/19/16,3,Theft,10H40,"Road, Street, or Sidewalk",3500-3599,MAIN,ST,-,1
8/16/16,23,Theft,10H40,Apartment Parking Lot,2700-2799,TRAVIS,-,-,1
8/16/16,23,Theft,10H40,"Road, Street, or Sidewalk",800-899,WINBERN,-,-,1
8/17/16,1,Theft,10H40,Commercial Parking Lot or Garage,3700-3799,LA BRANCH,-,-,1
8/16/16,22,Theft,10H40,Bar or Night Club Parking Lot,1500-1599,ALABAMA,ST,-,1
8/16/16,20,Robbery,10H40,Train (Not Metro) Terminal,4500-4599,MAIN,ST,-,1
8/16/16,0,Theft,10H40,"Road, Street, or Sidewalk",2500-2599,FANNIN,ST,-,1
8/16/16,0,Robbery,10H40,"Road, Street, or Sidewalk",1600-1699,MCGOWEN,ST,-,1
8/15/16,10,Auto Theft,10H40,"Road, Street, or Sidewalk",2300-2399,FANNIN,ST,-,1
8/14/16,15,Robbery,10H40,Bar or Night Club Parking Lot,3700-3799,FANNIN,ST,-,1
8/14/16,16,Theft,10H40,"Road, Street, or Sidewalk",2000-2099,MAIN,ST,-,1
8/14/16,15,Theft,10H40,Department or Discount Store,4200-4299,MAIN,ST,-,1
8/14/16,7,Auto Theft,10H40,Bar or Night Club Parking Lot,3700-3799,SAN JACINTO,-,-,1
8/13/16,9,Theft,10H40,Construction Site,3500-3599,MAIN,ST,-,1
8/13/16,14,Theft,10H40,Bar or Night Club Parking Lot,2900-2999,TRAVIS,-,-,1
8/13/16,15,Theft,10H40,"Road, Street, or Sidewalk",4000-4099,FANNIN,ST,-,1
8/12/16,18,Theft,10H40,"Road, Street, or Sidewalk",4200-4299,SAN JACINTO,-,-,1
8/13/16,2,Theft,10H40,"Road, Street, or Sidewalk",4100-4199,LA BRANCH,-,-,1
8/12/16,9,Theft,10H40,Miscellaneous Business (Non-Specific),4200-4299,SAN JACINTO,-,-,1
8/12/16,8,Theft,10H40,Light Rail Platform,3400-3499,FANNIN,ST,-,1
8/12/16,7,Theft,10H40,"Road, Street, or Sidewalk",1000-1099,WEBSTER,-,-,1
8/11/16,22,Theft,10H40,"Road, Street, or Sidewalk",3700-3799,TRAVIS,-,-,1
8/11/16,23,Theft,10H40,"Road, Street, or Sidewalk",1700-1799,WINBERN,-,-,1
8/11/16,14,Theft,10H40,Apartment Parking Lot,2300-2399,MAIN,-,-,1
8/11/16,15,Theft,10H40,Apartment,2300-2399,MAIN,ST,-,1
8/11/16,15,Theft,10H40,Office Building,3300-3399,MAIN,ST,-,1
8/11/16,19,Aggravated Assault,10H40,"Road, Street, or Sidewalk",1000-1099,HADLEY,ST,-,1
8/9/16,16,Theft,10H40,Commercial Parking Lot or Garage,2900-2999,MILAM,-,-,1
8/9/16,11,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
8/9/16,15,Theft,10H40,Commercial Parking Lot or Garage,3200-3299,MILAM,-,-,1
8/10/16,8,Theft,10H40,"Road, Street, or Sidewalk",1600-1699,TRUXILLO,-,-,1
8/10/16,2,Robbery,10H40,"Road, Street, or Sidewalk",3500-3599,MAIN,ST,-,1
8/10/16,14,Auto Theft,10H40,Vehicle/Auto Sales/Lease/Auto Parts Store,2500-2599,MAIN,ST,-,3
8/10/16,15,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,ST,-,1
8/10/16,22,Theft,10H40,Commercial Parking Lot or Garage,1100-1199,HOLMAN,-,-,2
8/10/16,23,Theft,10H40,"Road, Street, or Sidewalk",4400-4499,SAN JACINTO,-,-,1
8/11/16,0,Theft,10H40,"Road, Street, or Sidewalk",800-899,BERRY,ST,-,1
8/11/16,6,Aggravated Assault,10H40,Restaurant or Cafeteria,2000-2099,MAIN,ST,-,1
8/30/16,22,Theft,10H40,Commercial Parking Lot or Garage,1000-1099,MCGOWEN,ST,-,1
8/30/16,16,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
8/30/16,12,Theft,10H40,Bus Station,4500-4599,MAIN,ST,-,1
8/31/16,21,Theft,10H40,"Road, Street, or Sidewalk",3900-3999,MAIN,ST,-,1
8/31/16,16,Robbery,10H40,Restaurant or Cafeteria,1100-1199,HOLMAN,-,-,1
8/20/16,16,Theft,10H50,Residence or House,3300-3399,ANITA,ST,-,1
8/20/16,2,Theft,10H50,"Road, Street, or Sidewalk",2300-2399,PIERCE,-,-,1
8/20/16,2,Aggravated Assault,10H50,"Road, Street, or Sidewalk",4400-4499,ELGIN,ST,-,2
8/22/16,15,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3600-3699,NAGLE,-,-,1
8/22/16,7,Theft,10H50,Apartment Parking Lot,4900-4999,CALHOUN,RD,-,1
8/21/16,16,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3300-3399,DOWLING,ST,-,1
8/23/16,10,Auto Theft,10H50,"Road, Street, or Sidewalk",3300-3399,ALABAMA,ST,-,1
8/22/16,18,Theft,10H50,"Road, Street, or Sidewalk",3800-3899,DELANO,-,-,1
8/22/16,19,Auto Theft,10H50,"Church, Synagogue, or Temple Parking Lot",3400-3499,ROSALIE,-,-,2
8/22/16,20,Aggravated Assault,10H50,Residence or House,3600-3699,BREMOND,ST,-,1
8/22/16,23,Theft,10H50,"Road, Street, or Sidewalk",2400-2499,BRAILSFORT,-,-,1
8/23/16,4,Theft,10H50,Restaurant or Cafeteria Parking Lot,3900-3999,GULF,FWY,-,1
8/24/16,22,Aggravated Assault,10H50,"Parks and Recreation, Zoo, Swimming Pool",3300-3399,ANITA,ST,-,1
8/25/16,1,Theft,10H50,Light Rail Platform,3200-3299,SCOTT,ST,-,1
8/24/16,14,Aggravated Assault,10H50,"Parks and Recreation, Zoo, Swimming Pool",3400-3499,NETTLETON,-,-,1
8/26/16,2,Theft,10H50,"Road, Street, or Sidewalk",2300-2399,PIERCE,-,-,1
8/26/16,14,Robbery,10H50,Miscellaneous Business (Non-Specific),3100-3199,ENNIS,ST,-,1
8/27/16,14,Aggravated Assault,10H50,Convenience Store Parking Lot,3200-3299,TRUXILLO,-,-,1
8/30/16,0,Robbery,10H50,Service or Gas Station,3500-3599,GULF,FWY,-,1
8/30/16,3,Burglary,10H50,Liquor Store,3700-3799,DOWLING,ST,-,1
8/29/16,1,Robbery,10H50,Residence or House,2800-2899,DREW,ST,-,1
8/29/16,14,Theft,10H50,"Road, Street, or Sidewalk",3000-3099,SCOTT,ST,-,1
8/29/16,17,Robbery,10H50,Other Parking Lot,3700-3799,ELGIN,ST,-,1
8/29/16,15,Robbery,10H50,Residence or House,3500-3599,SIMMONS,-,-,1
8/28/16,8,Aggravated Assault,10H50,Driveway,2800-2899,HADLEY,ST,-,1
8/1/16,0,Aggravated Assault,10H50,Residence or House,2900-2999,BURKETT,ST,-,1
8/2/16,17,Burglary,10H50,"Church, Synagogue, or Temple",3400-3499,MCGOWEN,ST,-,1
