Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
5/11/16,14,Theft,14D10,Grocery Store or Supermarket,4700-4799,YELLOWSTONE,BLVD,-,1
5/11/16,15,Auto Theft,14D10,"Road, Street, or Sidewalk",3600-3699,ALICE,ST,-,1
5/10/16,15,Aggravated Assault,14D10,Apartment,5100-5199,BROWNCROFT,-,-,1
5/10/16,17,Theft,14D10,"Other, Unknown, or Not Listed",3800-3899,OLD SPANISH,TRL,-,1
5/10/16,16,Theft,14D10,Residence or House,3900-3999,SOUTHLAWN,-,-,1
5/10/16,9,Theft,14D10,Grocery Store or Supermarket,6100-6199,SCOTT,ST,-,1
5/10/16,8,Theft,14D10,Construction Site,4900-4999,MARTIN LUTHER KING,BLVD,-,1
5/12/16,7,Auto Theft,14D10,Driveway,3800-3899,COSBY,ST,-,1
5/12/16,8,Theft,14D10,Miscellaneous Business (Non-Specific),5000-5099,LOOP,-,S,1
5/12/16,21,Theft,14D10,Apartment Parking Lot,3300-3399,YELLOWSTONE,BLVD,-,1
5/12/16,21,Robbery,14D10,Convenience Store Parking Lot,6300-6399,MARTIN LUTHER KING,BLVD,-,1
5/12/16,23,Aggravated Assault,14D10,Apartment,3300-3399,YELLOWSTONE,BLVD,-,1
5/13/16,3,Theft,14D10,Apartment,5600-5699,ROYAL PALMS,ST,-,1
5/13/16,3,Theft,14D10,Residence or House,6900-6999,LIVERPOOL,-,-,1
5/13/16,8,Burglary,14D10,"Other, Unknown, or Not Listed",5000-5099,GRIGGS,-,-,1
5/15/16,21,Theft,14D10,Apartment Parking Lot,3700-3799,SOUTHLAWN,-,-,1
5/15/16,17,Theft,14D10,Residence or House,6800-6899,SIDNEY,-,-,1
5/16/16,8,Theft,14D10,Apartment,3300-3399,YELLOWSTONE,BLVD,-,1
5/16/16,14,Theft,14D10,Apartment,3300-3399,ALICE,ST,-,1
5/16/16,8,Burglary,14D10,Service or Gas Station,6300-6399,MARTIN LUTHER KING,BLVD,-,1
5/16/16,12,Auto Theft,14D10,,4500-4599,GRIGGS,-,-,1
5/17/16,5,Burglary,14D10,"Church, Synagogue, or Temple Parking Lot",7000-7099,TIERWESTER,-,-,1
5/17/16,9,Burglary,14D10,Vacant Restaurant,4500-4599,GRIGGS,-,-,1
5/17/16,2,Burglary,14D10,Liquor Store,6700-6799,CULLEN,BLVD,-,1
5/16/16,15,Theft,14D10,Grocery Store or Supermarket Parking Lot,5600-5699,MYKAWA,-,-,1
5/14/16,6,Aggravated Assault,14D10,Residence or House,6700-6799,PARIS,-,-,1
5/15/16,5,Burglary,14D10,Apartment,5900-5999,SCHROEDER,RD,-,1
5/14/16,21,Aggravated Assault,14D10,Apartment,5800-5899,SCHROEDER,RD,-,1
5/15/16,9,Robbery,14D10,"Road, Street, or Sidewalk",5100-5199,GRIGGS,-,-,1
5/15/16,12,Burglary,14D10,Convenience Store,6600-6699,CULLEN,BLVD,-,1
5/31/16,15,Theft,14D10,Bar or Night Club,4300-4399,HOLMES,RD,-,1
5/31/16,13,Theft,14D10,Apartment,4000-4099,CORDER,ST,-,1
5/31/16,12,Aggravated Assault,14D10,"Road, Street, or Sidewalk",5100-5199,GRIGGS,-,-,5
5/31/16,1,Auto Theft,14D10,Driveway,5000-5099,VENTURA,LN,-,1
5/30/16,20,Auto Theft,14D10,Apartment Parking Lot,3300-3399,ALICE,ST,-,1
5/22/16,17,Aggravated Assault,14D20,Residence or House,5200-5299,PEDERSON,-,-,1
5/22/16,19,Aggravated Assault,14D20,"Road, Street, or Sidewalk",10100-10199,CULLEN,BLVD,-,1
5/22/16,21,Robbery,14D20,"Hotel, Motel, Inn, Etc.",3600-3699,CHIMIRA,LN,-,1
5/22/16,23,Burglary,14D20,Residence or House,3400-3499,SAINT BENEDICT,-,-,1
5/22/16,19,Burglary,14D20,Residence or House,8400-8499,FOUNTAIN,ST,-,1
5/22/16,3,Robbery,14D20,Apartment,7400-7499,CALHOUN,RD,-,1
5/23/16,22,Theft,14D20,Apartment,3800-3899,FAULKNER,ST,-,1
5/23/16,22,Aggravated Assault,14D20,"Road, Street, or Sidewalk",4600-4699,BRINKLEY,ST,-,1
5/23/16,21,Murder,14D20,Apartment Parking Lot,4200-4299,BARBERRY,DR,-,1
5/23/16,14,Burglary,14D20,Residence or House,7800-7899,JESTER,-,-,1
5/23/16,10,Burglary,14D20,Residence or House,3000-3099,GRASSMERE,-,-,1
5/23/16,11,Theft,14D20,Driveway,10000-10099,ROSEHAVEN,DR,-,1
5/23/16,13,Aggravated Assault,14D20,Apartment,7400-7499,CALHOUN,RD,-,1
5/23/16,7,Burglary,14D20,Car Wash,4800-4899,BELLFORT,ST,-,1
5/20/16,12,Theft,14D20,Other Parking Lot,10700-10799,SOUTH,FWY,-,1
5/20/16,0,Theft,14D20,Apartment Parking Lot,4600-4699,WENDA,-,-,1
5/20/16,5,Theft,14D20,Apartment,3600-3699,SEABROOK,-,-,1
5/20/16,8,Aggravated Assault,14D20,Residence or House,4200-4299,MAGGIE,-,-,1
5/20/16,16,Burglary,14D20,Residence or House,5200-5299,PEDERSON,-,-,1
5/20/16,12,Aggravated Assault,14D20,Apartment Parking Lot,4100-4199,BARBERRY,DR,-,1
5/21/16,17,Aggravated Assault,14D20,Apartment,9400-9499,HENO,-,-,1
5/21/16,17,Murder,14D20,Apartment,8100-8199,JUTLAND,-,-,2
5/21/16,9,Theft,14D20,"Road, Street, or Sidewalk",7400-7499,CALHOUN,RD,-,1
5/21/16,3,Aggravated Assault,14D20,Apartment,8300-8399,CANYON,-,-,1
5/21/16,1,Aggravated Assault,14D20,Residence or House,5100-5199,PEDERSON,-,-,1
5/21/16,6,Theft,14D20,Grocery Store or Supermarket Parking Lot,4700-4799,WILMINGTON,ST,-,1
5/21/16,6,Theft,14D20,"Road, Street, or Sidewalk",7400-7499,CALHOUN,RD,-,1
5/25/16,10,Theft,14D20,Government or Public Building,3500-3599,BELLFORT,ST,-,1
5/25/16,7,Robbery,14D20,"Road, Street, or Sidewalk",4700-4799,CARMEN,ST,-,1
5/25/16,6,Theft,14D20,"Road, Street, or Sidewalk",5200-5299,REED,RD,-,1
5/25/16,12,Auto Theft,14D20,Apartment Parking Lot,4700-4799,WENDA,ST,-,1
5/25/16,11,Burglary,14D20,Residence or House,5200-5299,WILMINGTON,ST,-,1
5/25/16,9,Theft,14D20,"Vacant Storage Fac (Barn,Garage,Warehouse)",4900-4999,WENDA,ST,-,1
5/25/16,9,Theft,14D20,Driveway,8300-8399,CORINTH,ST,-,1
5/25/16,21,Theft,14D20,Residence or House,7400-7499,CULLEN,BLVD,-,1
5/25/16,22,Rape,14D20,"Road, Street, or Sidewalk",3500-3599,REBECCA,-,-,1
5/25/16,22,Aggravated Assault,14D20,Residence or House,7900-7999,ROCK ROSE,-,-,1
5/24/16,9,Aggravated Assault,14D20,Driveway,4600-4699,SUNFLOWER,-,-,1
5/24/16,3,Aggravated Assault,14D20,Residence or House,4000-4099,BARBERRY,DR,-,1
5/24/16,23,Aggravated Assault,14D20,Residence or House,4100-4199,MAGGIE,-,-,1
5/24/16,20,Burglary,14D20,Residence or House,3400-3499,SPARROW,-,-,1
5/26/16,10,Auto Theft,14D20,Residence or House,4300-4399,MAGGIE,-,-,1
5/26/16,10,Auto Theft,14D20,"Road, Street, or Sidewalk",4800-4899,GLORYLAND,DR,-,1
5/26/16,9,Theft,14D20,Miscellaneous Business (Non-Specific),1000-1099,NIAGARA,-,-,1
5/26/16,15,Theft,14D20,Barber And Beauty Shops,9400-9499,CULLEN,BLVD,-,1
5/26/16,16,Theft,14D20,Other Parking Lot,9400-9499,CULLEN,BLVD,-,1
5/26/16,13,Aggravated Assault,14D20,Apartment,4800-4899,JARMESE,-,-,1
5/26/16,19,Theft,14D20,,5300-5399,HIGGINS,-,-,1
5/27/16,13,Theft,14D20,"Other, Unknown, or Not Listed",9400-9499,CULLEN,BLVD,-,1
5/27/16,17,Aggravated Assault,14D20,"Road, Street, or Sidewalk",4400-4499,ELMWOOD,ST,-,1
5/27/16,18,Auto Theft,14D20,Apartment Parking Lot,4700-4799,WENDA,ST,-,1
5/27/16,19,Burglary,14D20,Residence or House,7900-7999,PARNELL,-,-,1
5/27/16,9,Robbery,14D20,Residence or House,9100-9199,FERDINAND,-,-,1
5/27/16,9,Theft,14D20,Commercial Building,3700-3799,HOLMES,RD,-,1
5/26/16,23,Auto Theft,14D20,Convenience Store Parking Lot,7100-7199,SCOTT,ST,-,1
5/26/16,23,Robbery,14D20,"Road, Street, or Sidewalk",3800-3899,LYDIA,-,-,1
5/28/16,16,Aggravated Assault,14D20,Department or Discount Store,2700-2799,REED,RD,-,1
5/28/16,15,Aggravated Assault,14D20,Residence or House,9600-9699,BUFFUM,ST,-,1
5/28/16,2,Aggravated Assault,14D20,Residence or House,4400-4499,GALESBURG,ST,-,1
5/29/16,5,Aggravated Assault,14D20,Residence or House,8500-8599,BRANDON,ST,-,1
5/29/16,2,Robbery,14D20,Apartment,5100-5199,CLOVER,ST,-,1
5/29/16,0,Robbery,14D20,"Road, Street, or Sidewalk",4600-4699,LARKSPUR,-,-,1
5/29/16,11,Burglary,14D20,Apartment,4800-4899,JARMESE,-,-,1
5/30/16,14,Robbery,14D20,Residence or House,5000-5099,CARMEN,ST,-,1
5/30/16,13,Aggravated Assault,14D20,Residence or House,7900-7999,COLONIAL,LN,-,2
5/30/16,19,Aggravated Assault,14D20,Residence or House,4800-4899,CLOVER,ST,-,1
5/1/16,7,Burglary,14D20,Apartment,8300-8399,CANYON,-,-,1
5/1/16,3,Burglary,14D20,Grocery Store or Supermarket,7100-7199,SCOTT,ST,-,1
5/1/16,23,Aggravated Assault,14D20,Residence or House,3400-3499,LYDIA,-,-,1
5/1/16,13,Theft,14D20,"Road, Street, or Sidewalk",3100-3199,GROTON,DR,-,1
5/1/16,14,Theft,14D20,Residence or House,10800-10899,BUFFUM,ST,-,1
5/1/16,21,Robbery,14D20,Service or Gas Station,7400-7499,CULLEN,BLVD,-,1
5/1/16,20,Aggravated Assault,14D20,Highway or Freeway,10500-10599,SH 288,-,-,1
5/2/16,16,Robbery,14D20,Miscellaneous Business (Non-Specific),9100-9199,SCOTT,ST,-,1
5/2/16,23,Aggravated Assault,14D20,Residence or House,4700-4799,BRICKER,-,-,1
5/2/16,19,Theft,14D20,Restaurant or Cafeteria,8200-8299,CULLEN,BLVD,-,1
5/2/16,20,Theft,14D20,Bar or Night Club,8900-8999,SCOTT,ST,-,1
5/4/16,13,Theft,14D20,Apartment Parking Lot,3800-3899,FAULKNER,ST,-,1
5/4/16,11,Burglary,14D20,Residence or House,7700-7799,INDEPENDENCE,-,-,1
5/4/16,9,Theft,14D20,"Road, Street, or Sidewalk",9100-9199,NOEL,-,-,1
5/4/16,13,Robbery,14D20,Miscellaneous Business (Non-Specific),7800-7899,CULLEN,BLVD,-,1
5/5/16,6,Auto Theft,14D20,Driveway,4800-4899,REDBUD,-,-,1
5/4/16,21,Aggravated Assault,14D20,Apartment,7400-7499,CALHOUN,RD,-,2
5/3/16,23,Aggravated Assault,14D20,Residence or House,3500-3599,AMOS,ST,-,1
5/3/16,23,Aggravated Assault,14D20,"Road, Street, or Sidewalk",9200-9299,COFFEE,ST,-,1
5/4/16,4,Robbery,14D20,"Road, Street, or Sidewalk",8200-8299,LAWLER,-,-,1
5/3/16,12,Theft,14D20,Driveway,4100-4199,ROSEMONT,-,-,1
5/3/16,11,Theft,14D20,Office Building,4600-4699,WILMINGTON,ST,-,1
5/3/16,11,Theft,14D20,Residence or House,4700-4799,ALVIN,ST,-,1
5/6/16,20,Robbery,14D20,"Road, Street, or Sidewalk",3800-3899,NOAH,-,-,1
5/6/16,18,Rape,14D20,Residence or House,7900-7999,GRANDVIEW,-,-,1
5/6/16,4,Auto Theft,14D20,Driveway,10600-10699,BUFFUM,ST,-,1
5/5/16,22,Rape,14D20,,4800-4899,BELLFORT,ST,-,1
5/5/16,19,Aggravated Assault,14D20,Residence or House,2700-2799,REED,RD,-,1
5/5/16,18,Burglary,14D20,Residence or House,3700-3799,AMOS,ST,-,1
5/5/16,21,Aggravated Assault,14D20,Apartment,7400-7499,CALHOUN,RD,-,1
5/5/16,11,Theft,14D20,"Vacant Single Occ Resd(House,Townhs,Dplex)",7800-7899,COMAL,-,-,1
5/5/16,12,Burglary,14D20,Residence or House,3500-3599,REBECCA,-,-,1
5/9/16,11,Theft,14D20,Specialty Store (Non-Specific),9200-9299,CULLEN,BLVD,-,1
5/9/16,5,Theft,14D20,Apartment,4700-4799,WENDA,ST,-,1
5/9/16,17,Rape,14D20,Residence or House,10500-10599,ROSEHAVEN,DR,-,1
5/9/16,20,Aggravated Assault,14D20,Apartment,3800-3899,FAULKNER,ST,-,1
5/8/16,0,Robbery,14D20,Apartment Parking Lot,7400-7499,CALHOUN,RD,-,1
5/8/16,15,Burglary,14D20,"Vacant Single Occ Resd(House,Townhs,Dplex)",3600-3699,BARBERRY,DR,-,1
5/8/16,17,Aggravated Assault,14D20,Residence or House,9500-9599,CHESTERFIELD,DR,-,1
5/8/16,21,Robbery,14D20,"Road, Street, or Sidewalk",3900-3999,NATHANIEL BROWN,ST,-,1
5/8/16,20,Theft,14D20,Apartment Parking Lot,4100-4199,BARBERRY,DR,-,1
5/8/16,19,Theft,14D20,Service or Gas Station,3900-3999,BELLFORT,ST,-,1
5/9/16,0,Theft,14D20,Residence or House,8100-8199,COMAL,-,-,1
5/7/16,1,Burglary,14D20,Residence or House,9300-9399,MERLE,-,-,1
5/15/16,9,Theft,14D20,Miscellaneous Business (Non-Specific),7400-7499,CULLEN,BLVD,-,1
5/15/16,8,Theft,14D20,Apartment Parking Lot,4200-4299,BRINKLEY,ST,-,1
5/14/16,7,Theft,14D20,Bar or Night Club,10500-10599,SIERRA,DR,-,1
5/14/16,7,Theft,14D20,Apartment Parking Lot,7400-7499,CALHOUN,RD,-,1
5/14/16,8,Aggravated Assault,14D20,Residence or House,3400-3499,NATHANIEL BROWN,-,-,1
5/13/16,23,Robbery,14D20,"Road, Street, or Sidewalk",4500-4599,KNOXVILLE,-,-,1
5/13/16,21,Theft,14D20,Driveway,4100-4199,GRASSMERE,-,-,1
5/13/16,18,Burglary,14D20,Residence or House,3900-3999,GALESBURG,ST,-,1
5/13/16,20,Aggravated Assault,14D20,Residence or House,4800-4899,CLOVER,ST,-,1
5/13/16,20,Robbery,14D20,Apartment,4700-4799,WENDA,ST,-,1
5/14/16,12,Burglary,14D20,Residence or House,5300-5399,WILMINGTON,ST,-,1
5/16/16,18,Theft,14D20,Department or Discount Store,7300-7399,SCOTT,ST,-,1
5/17/16,1,Aggravated Assault,14D20,Apartment,3800-3899,MAINER,-,-,1
5/17/16,0,Theft,14D20,Residence or House,3400-3499,TANGERINE,ST,-,1
5/17/16,10,Burglary,14D20,Residence or House,8300-8399,FOUNTAIN,ST,-,1
5/17/16,10,Aggravated Assault,14D20,Miscellaneous Business (Non-Specific),7400-7499,CULLEN,BLVD,-,1
5/15/16,21,Aggravated Assault,14D20,Residence or House,8200-8299,CANYON,-,-,1
5/12/16,21,Burglary,14D20,Residence or House,4200-4299,ROCKINGHAM,AVE,-,1
5/12/16,21,Theft,14D20,Residence or House,4700-4799,CARMEN,ST,-,1
5/13/16,12,Theft,14D20,Residence or House,3500-3599,CORDER,ST,-,1
5/13/16,11,Theft,14D20,Apartment,10000-10099,CULLEN,BLVD,-,1
5/12/16,8,Theft,14D20,Strip Business Center Parking Lot,7500-7599,SOUTH,FWY,-,1
5/12/16,7,Auto Theft,14D20,Residence or House,8300-8399,CANYON,-,-,1
5/11/16,22,Theft,14D20,Other Parking Lot,7400-7499,CULLEN,BLVD,-,1
5/11/16,21,Aggravated Assault,14D20,Convenience Store,9400-9499,CULLEN,BLVD,-,1
5/12/16,5,Theft,14D20,Restaurant or Cafeteria,9100-9199,CULLEN,BLVD,-,1
5/12/16,12,Theft,14D20,Residence or House,8300-8399,CANYON,-,-,1
5/12/16,18,Aggravated Assault,14D20,Residence or House,4600-4699,BRINKLEY,ST,-,1
5/10/16,8,Burglary,14D20,Residence or House,3500-3599,BACON,ST,-,1
5/10/16,11,Burglary,14D20,Apartment,2700-2799,REED,RD,-,1
5/10/16,6,Aggravated Assault,14D20,Residence or House,3500-3599,SEABROOK,-,-,1
5/10/16,12,Burglary,14D20,Residence or House,7200-7299,SCOTT,ST,-,1
5/11/16,16,Burglary,14D20,Residence or House,4100-4199,STASSEN,-,-,1
5/11/16,15,Theft,14D20,"Road, Street, or Sidewalk",8200-8299,CANNON,-,-,1
5/11/16,11,Theft,14D20,Apartment Parking Lot,8100-8199,COMAL,-,-,1
5/11/16,14,Burglary,14D20,Commercial Building,8600-8699,CULLEN,BLVD,-,1
5/11/16,13,Theft,14D20,Apartment,4100-4199,BARBERRY,DR,-,1
5/11/16,13,Theft,14D20,"Road, Street, or Sidewalk",5500-5599,RICKY,-,-,1
5/11/16,21,Robbery,14D20,Car Wash,9200-9299,CULLEN,BLVD,-,1
5/11/16,20,Burglary,14D20,Residence or House,3300-3399,TANGERINE,ST,-,1
5/11/16,8,Theft,14D20,Commercial Parking Lot or Garage,7500-7599,SOUTH,FWY,-,1
5/11/16,6,Auto Theft,14D20,Driveway,5500-5599,RICKY,-,-,1
5/10/16,21,Theft,14D20,Apartment,7400-7499,CALHOUN,RD,-,1
5/19/16,18,Burglary,14D20,Residence or House,8400-8499,GRANDVIEW,-,-,1
5/17/16,16,Theft,14D20,Apartment Parking Lot,3600-3699,NOAH,-,-,1
5/18/16,9,Theft,14D20,Apartment Parking Lot,4800-4899,BELLFORT,ST,-,1
5/18/16,11,Theft,14D20,Bank or Savings Institution Parking Lot,9400-9499,CULLEN,BLVD,-,1
5/18/16,17,Theft,14D20,Bank or Savings Institution Parking Lot,9400-9499,CULLEN,BLVD,-,1
5/18/16,20,Theft,14D20,Residence or House,5000-5099,PAULA,-,-,1
5/30/16,20,Aggravated Assault,14D20,Residence or House,3800-3899,LYDIA,-,-,1
5/31/16,0,Burglary,14D20,Residence or House,4500-4599,GALESBURG,ST,-,1
5/31/16,9,Theft,14D20,Residence or House,4900-4999,ANGLETON,ST,-,1
5/31/16,13,Theft,14D20,Residence or House,8000-8099,COLONIAL,LN,-,1
5/31/16,14,Theft,14D20,Bank or Savings Institution Parking Lot,9200-9299,CULLEN,BLVD,-,1
5/30/16,17,Theft,14D30,Residence or House,5800-5899,BELDART,ST,-,1
5/29/16,3,Aggravated Assault,14D30,Residence or House,5800-5899,SOUTHMUND,-,-,1
5/28/16,9,Aggravated Assault,14D30,Residence or House,5700-5799,BELARBOR,ST,-,1
5/27/16,18,Aggravated Assault,14D30,Residence or House,5300-5399,LONGMEADOW,ST,-,1
5/27/16,13,Theft,14D30,Driveway,5700-5799,BELMARK,ST,-,1
5/26/16,17,Aggravated Assault,14D30,Residence or House,5900-5999,LONGMEADOW,ST,-,1
5/26/16,17,Aggravated Assault,14D30,"Road, Street, or Sidewalk",6000-6099,KENILWOOD,DR,-,1
5/26/16,9,Auto Theft,14D30,Convenience Store,7600-7699,MARTIN LUTHER KING,BLVD,-,1
5/24/16,23,Auto Theft,14D30,Residence or House,5500-5599,FLAMINGO,DR,-,1
5/24/16,16,Theft,14D30,Grocery Store or Supermarket,7000-7099,MARTIN LUTHER KING,BLVD,-,1
5/24/16,11,Aggravated Assault,14D30,"Road, Street, or Sidewalk",8100-8199,SHARONDALE,ST,-,1
5/25/16,21,Aggravated Assault,14D30,Residence or House,4900-4999,BURMA,-,-,1
5/25/16,8,Burglary,14D30,Miscellaneous Business (Non-Specific),6800-6899,MYKAWA,-,-,1
5/20/16,15,Theft,14D30,Apartment,5700-5799,BELARBOR,ST,-,1
5/20/16,7,Burglary,14D30,Commercial Building,6000-6099,OSBORN,-,-,1
5/20/16,9,Burglary,14D30,Residence or House,7300-7399,IWO JIMA,RD,-,1
5/23/16,10,Theft,14D30,Department or Discount Store,5700-5799,BELLFORT,ST,-,1
5/22/16,23,Theft,14D30,Residence or House,5900-5999,BELARBOR,ST,-,1
5/7/16,10,Aggravated Assault,14D30,"Road, Street, or Sidewalk",7200-7299,MARTIN LUTHER KING,BLVD,-,1
5/7/16,18,Auto Theft,14D30,Vehicle/Auto Sales/Lease/Auto Parts Store,6000-6099,DOULTON,DR,-,1
5/8/16,20,Aggravated Assault,14D30,Residence or House,5300-5399,PERSHING,-,-,1
5/8/16,15,Theft,14D30,Residence or House,5300-5399,TARAWA,RD,-,1
5/8/16,6,Robbery,14D30,Restaurant or Cafeteria Parking Lot,5500-5599,VAN FLEET,-,-,1
5/9/16,19,Auto Theft,14D30,Residence or House,6000-6099,BELARBOR,ST,-,1
5/9/16,7,Theft,14D30,Convenience Store,7600-7699,MARTIN LUTHER KING,BLVD,-,1
5/5/16,11,Burglary,14D30,Residence or House,5700-5799,LAKEFIELD,DR,-,1
5/5/16,17,Burglary,14D30,Residence or House,5900-5999,SOUTHLEA,-,-,1
5/5/16,16,Robbery,14D30,Residence or House,9200-9299,FAIRCROFT,DR,-,1
5/5/16,18,Aggravated Assault,14D30,"Road, Street, or Sidewalk",8300-8399,MYKAWA,-,-,1
5/6/16,7,Burglary,14D30,Residence or House,5700-5799,RICKY,-,-,1
5/6/16,16,Robbery,14D30,"Road, Street, or Sidewalk",5900-5999,PERSHING,-,-,1
5/5/16,6,Burglary,14D30,Residence or House,7900-7999,BELBAY,ST,-,1
5/4/16,17,Theft,14D30,Bus Stop,5300-5399,KENILWOOD,DR,-,1
5/4/16,11,Aggravated Assault,14D30,Residence or House,6000-6099,KENILWOOD,DR,-,1
5/2/16,20,Aggravated Assault,14D30,Residence or House,5600-5699,WILLOW GLEN,DR,-,1
5/2/16,12,Theft,14D30,Auto Repair,5700-5799,PERSHING,-,-,1
5/1/16,20,Theft,14D30,Convenience Store,6900-6999,MARTIN LUTHER KING,BLVD,-,1
5/1/16,15,Aggravated Assault,14D30,Residence or House,5700-5799,SOUTHSEAS,-,-,1
5/1/16,22,Aggravated Assault,14D30,"Road, Street, or Sidewalk",5800-5899,SOUTHTOWN,-,-,1
5/2/16,2,Aggravated Assault,14D30,Residence or House,5900-5999,SOUTHVILLE,-,-,1
5/1/16,10,Burglary,14D30,Office Building,5700-5799,PERSHING,-,-,1
5/19/16,2,Robbery,14D30,"Road, Street, or Sidewalk",8500-8599,MARTIN LUTHER KING,BLVD,-,1
5/18/16,11,Theft,14D30,"Road, Street, or Sidewalk",5800-5899,SOUTHGOOD,-,-,1
5/18/16,11,Burglary,14D30,Residence or House,7300-7399,JUTLAND,-,-,1
5/18/16,16,Burglary,14D30,Residence or House,8600-8699,VINEARBOR,-,-,1
5/18/16,9,Theft,14D30,"Road, Street, or Sidewalk",5300-5399,MYRTLEWOOD,DR,-,1
5/18/16,9,Theft,14D30,"Road, Street, or Sidewalk",5600-5699,BELDART,ST,-,1
5/18/16,0,Theft,14D30,Driveway,7300-7399,CALAIS,-,-,1
5/17/16,16,Burglary,14D30,Residence or House,5400-5499,DOOLITTLE,BLVD,-,1
5/17/16,20,Theft,14D30,Residence or House,7000-7099,SURCOURT,-,-,1
5/19/16,16,Theft,14D30,Service or Gas Station,8600-8699,MARTIN LUTHER KING,BLVD,-,1
5/19/16,10,Theft,14D30,Auto Repair,6600-6699,MARTIN LUTHER KING,BLVD,-,1
5/10/16,23,Robbery,14D30,Vehicle/Auto Sales/Lease/Auto Parts Store,8000-8099,MARTIN LUTHER KING,BLVD,-,1
5/11/16,2,Robbery,14D30,"Road, Street, or Sidewalk",5700-5799,LYNDHURST,DR,-,1
5/11/16,19,Aggravated Assault,14D30,"Road, Street, or Sidewalk",5600-5699,ASHBURN,ST,-,1
5/10/16,14,Robbery,14D30,"Road, Street, or Sidewalk",8100-8199,HERSCHELWOOD,DR,-,1
5/10/16,16,Burglary,14D30,Residence or House,5900-5999,LONGMEADOW,ST,-,1
5/9/16,22,Robbery,14D30,Restaurant or Cafeteria Parking Lot,5700-5799,BELLFORT,ST,-,1
5/11/16,22,Aggravated Assault,14D30,Driveway,5200-5299,TARAWA,RD,-,4
5/12/16,10,Theft,14D30,Residence or House,6000-6099,SOUTHRIDGE,-,-,1
5/13/16,12,Theft,14D30,Barber And Beauty Shops,5800-5899,BELLFORT,ST,-,1
5/15/16,23,Theft,14D30,"Road, Street, or Sidewalk",5100-5199,MALMEDY,RD,-,1
5/16/16,5,Burglary,14D30,Residence or House,7600-7699,BELBAY,ST,-,1
5/16/16,8,Burglary,14D30,Commercial Building,6700-6799,MYKAWA,-,-,1
5/16/16,8,Aggravated Assault,14D30,Residence or House,5900-5999,KENILWOOD,DR,-,1
5/16/16,12,Theft,14D30,Residence or House,5000-5099,WILLOW GLEN,DR,-,1
5/16/16,12,Theft,14D30,Driveway,5900-5999,DOULTON,DR,-,1
5/14/16,11,Theft,14D30,"Road, Street, or Sidewalk",5100-5199,MALMEDY,RD,-,1
5/14/16,15,Aggravated Assault,14D30,"Road, Street, or Sidewalk",5800-5899,SOUTHWELL,-,-,1
5/14/16,7,Aggravated Assault,14D30,Residence or House,5800-5899,THRUSH,DR,-,1
5/15/16,8,Theft,14D30,"Road, Street, or Sidewalk",6800-6899,KASSARINE,PASS,-,1
5/15/16,1,Aggravated Assault,14D30,Residence or House,5700-5799,BELMARK,ST,-,1
5/15/16,10,Aggravated Assault,14D30,"Road, Street, or Sidewalk",6400-6499,MARTIN LUTHER KING,BLVD,-,3
5/15/16,10,Burglary,14D30,Residence or House,7000-7099,SURCOURT,-,-,1
5/15/16,14,Auto Theft,14D30,"Road, Street, or Sidewalk",5300-5399,SOUTHLEA,-,-,1
5/31/16,17,Theft,14D30,Residence or House,5900-5999,LONGMEADOW,ST,-,1
5/31/16,19,Theft,14D30,Highway or Freeway,7400-7499,MYKAWA,-,-,1
5/22/16,22,Aggravated Assault,14D40,Residence or House,11300-11399,LEITRIM,WAY,-,1
5/22/16,0,Theft,14D40,Apartment,12000-12099,MARTIN LUTHER KING,BLVD,-,1
5/22/16,9,Theft,14D40,Driveway,11600-11699,SANDROCK,DR,-,1
5/23/16,8,Theft,14D40,Service or Gas Station,12600-12699,SOUTH,FWY,-,1
5/23/16,3,Theft,14D40,Driveway,5100-5199,OREM,DR,E,1
5/23/16,14,Auto Theft,14D40,Commercial Parking Lot or Garage,2900-2999,ALMEDA GENOA,RD,-,1
5/20/16,12,Theft,14D40,Vehicle/Auto Sales/Lease/Auto Parts Store,10700-10799,CULLEN,BLVD,-,1
5/20/16,10,Aggravated Assault,14D40,Residence or House,11700-11799,MARTIN LUTHER KING,BLVD,-,1
5/21/16,19,Theft,14D40,Grocery Store or Supermarket,10200-10299,CULLEN,BLVD,-,1
5/21/16,13,Aggravated Assault,14D40,Residence or House,4100-4199,BRISBANE,ST,-,3
5/24/16,17,Auto Theft,14D40,Residence or House,11800-11899,SORSBY,WAY,-,1
5/24/16,14,Theft,14D40,Service or Gas Station,2500-2599,ALMEDA GENOA,RD,-,1
5/24/16,21,Aggravated Assault,14D40,Residence or House,4400-4499,BOTANY,LN,-,1
5/26/16,13,Aggravated Assault,14D40,"Road, Street, or Sidewalk",11800-11899,CAPE HYANNIS,-,-,1
5/27/16,13,Theft,14D40,"Other, Unknown, or Not Listed",3800-3899,GABRIELLA BLUFF,LN,-,1
5/27/16,15,Robbery,14D40,Residence or House,11200-11299,GLEN HOLLOW,DR,-,1
5/28/16,12,Theft,14D40,Strip Business Center Parking Lot,2900-2999,ALMEDA GENOA,RD,-,1
5/27/16,20,Auto Theft,14D40,"Parks and Recreation, Zoo, Swimming Pool",11800-11899,SCOTT,ST,-,1
5/28/16,14,Aggravated Assault,14D40,Residence or House,12800-12899,SOUTHSPRING,DR,-,1
