Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
5/20/16,1,Robbery,10H10,Bar or Night Club,3900-3999,CANAL,ST,-,1
5/20/16,14,Theft,10H10,Driveway,6300-6399,BRADY,ST,-,1
5/21/16,16,Theft,10H10,Residence or House,200-299,EVERTON,ST,N,1
5/22/16,21,Theft,10H10,"Road, Street, or Sidewalk",UNK,SAINT CHARLES,-,N,1
5/23/16,17,Theft,10H10,Vehicle/Auto Sales/Lease/Auto Parts Store,3300-3399,CANAL,ST,-,1
5/23/16,20,Burglary,10H10,Apartment,100-199,YORK,-,N,1
5/24/16,8,Burglary,10H10,Residence or House,4500-4599,CANAL,ST,-,1
5/24/16,11,Burglary,10H10,Car Wash,4400-4499,CANAL,ST,-,1
5/25/16,19,Aggravated Assault,10H10,"Road, Street, or Sidewalk",100-199,MILBY,ST,N,1
5/26/16,17,Theft,10H10,Department or Discount Store,3400-3499,NAVIGATION,-,-,1
5/27/16,8,Burglary,10H10,Construction Site,400-499,EASTWOOD,ST,-,1
5/27/16,10,Theft,10H10,Commercial Parking Lot or Garage,2900-2999,NAVIGATION,-,-,1
5/27/16,14,Burglary,10H10,Apartment,2100-2199,CANAL,ST,-,1
5/27/16,14,Theft,10H10,Apartment Parking Lot,2100-2199,RUNNELS,-,-,1
5/28/16,16,Theft,10H10,Apartment,2500-2599,SALTUS,-,-,1
5/3/16,0,Theft,10H10,"Road, Street, or Sidewalk",2300-2399,COMMERCE,ST,-,1
5/3/16,8,Robbery,10H10,"Road, Street, or Sidewalk",4000-4099,CANAL,ST,-,1
5/4/16,11,Theft,10H10,Warehouse,4700-4799,NAVIGATION,-,-,1
5/4/16,14,Theft,10H10,"Road, Street, or Sidewalk",UNK,SAMPSON,ST,-,1
5/5/16,7,Theft,10H10,Residence or House,100-199,DRENNAN,ST,N,1
5/5/16,19,Theft,10H10,Residence or House,100-199,ADAMS,ST,-,1
5/5/16,23,Robbery,10H10,Other Parking Lot,4500-4599,HARRISBURG,-,-,1
5/6/16,18,Burglary,10H10,Garage or Carport,100-199,ESTELLE,ST,-,1
5/6/16,22,Robbery,10H10,"Road, Street, or Sidewalk",4000-4099,GARROW,-,-,1
5/7/16,23,Burglary,10H10,"Laundry, Dry Cleaners, Washaterias",5400-5499,HARRISBURG,-,-,1
5/8/16,12,Theft,10H10,Other Parking Lot,800-899,YORK,-,N,1
5/8/16,16,Theft,10H10,Commercial Parking Lot or Garage,400-499,VELASCO,-,-,1
5/9/16,9,Burglary,10H10,Apartment,1900-1999,RUNNELS,-,-,1
5/14/16,8,Burglary,10H10,"Multi-Plex Home (Duplex,Triplex Etc.)",UNK,NORWOOD,-,-,1
5/14/16,8,Theft,10H10,"Other, Unknown, or Not Listed",2700-2799,NAVIGATION,-,-,1
5/15/16,15,Theft,10H10,Apartment Parking Lot,2100-2199,CANAL,ST,-,1
5/15/16,20,Aggravated Assault,10H10,Residence or House,4400-4499,GARROW,-,-,1
5/15/16,21,Theft,10H10,"Road, Street, or Sidewalk",100-199,MILBY,ST,N,1
5/16/16,7,Theft,10H10,Construction Site,600-699,YORK,-,N,1
5/17/16,22,Theft,10H10,Apartment Parking Lot,2100-2199,CANAL,ST,-,1
5/19/16,7,Burglary,10H10,Miscellaneous Business (Non-Specific),500-599,LOCKWOOD,DR,-,1
5/30/16,21,Robbery,10H10,"Road, Street, or Sidewalk",300-399,ROBERTS,ST,-,1
5/31/16,10,Aggravated Assault,10H10,"Road, Street, or Sidewalk",2700-2799,GARROW,-,-,1
5/31/16,18,Burglary,10H10,Apartment,2100-2199,RUNNELS,-,-,2
5/31/16,22,Theft,10H10,"Road, Street, or Sidewalk",100-199,ENNIS,ST,N,1
5/28/16,10,Aggravated Assault,10H20,"Road, Street, or Sidewalk",1800-1899,HUSSION,-,-,1
5/27/16,11,Auto Theft,10H20,Vacant Industrial or Manufacturing Blding,4900-4999,GULF,FWY,-,1
5/26/16,19,Aggravated Assault,10H20,"Road, Street, or Sidewalk",4600-4699,MCKINNEY,ST,-,1
5/24/16,17,Theft,10H20,Grocery Store or Supermarket,4000-4099,POLK,-,-,1
5/25/16,3,Burglary,10H20,Car Wash,1400-1499,ERNESTINE,ST,-,1
5/23/16,18,Theft,10H20,Miscellaneous Business (Non-Specific),4100-4199,LEELAND,-,-,1
5/21/16,17,Theft,10H20,Residence or House,4100-4199,RUSK,ST,-,1
5/21/16,4,Burglary,10H20,Apartment,5000-5099,CLAREMONT,ST,-,1
5/21/16,12,Theft,10H20,Residence or House,4300-4399,LEELAND,-,-,1
5/7/16,20,Burglary,10H20,Residence or House,1600-1699,COLLIER,-,-,1
5/3/16,16,Auto Theft,10H20,"Road, Street, or Sidewalk",5000-5099,POLK,-,-,1
5/4/16,9,Auto Theft,10H20,"Road, Street, or Sidewalk",4900-4999,RUSK,ST,-,1
5/3/16,0,Theft,10H20,Bus Station,1200-1299,MUNGER,ST,-,1
5/1/16,11,Theft,10H20,Residence or House,1000-1099,DUMBLE,ST,-,1
5/2/16,8,Burglary,10H20,Residence or House,5300-5399,LINDSAY,-,-,1
5/19/16,10,Theft,10H20,Residence or House,900-999,CULLEN,BLVD,-,1
5/19/16,11,Burglary,10H20,Miscellaneous Business (Non-Specific),1600-1699,DUMBLE,ST,-,1
5/16/16,16,Auto Theft,10H20,Driveway,3900-3999,LAMAR,-,-,1
5/14/16,16,Burglary,10H20,"Multi-Plex Home (Duplex,Triplex Etc.)",4900-4999,RUSK,ST,-,1
5/11/16,9,Theft,10H20,"Church, Synagogue, or Temple",1900-1999,CULLEN,BLVD,-,1
5/11/16,18,Burglary,10H20,Residence or House,5100-5199,PEASE,-,-,1
5/11/16,19,Theft,10H20,Elementary School,5400-5499,LAWNDALE,-,-,1
5/13/16,3,Burglary,10H20,"Laundry, Dry Cleaners, Washaterias",1300-1399,MUNGER,ST,-,1
5/21/16,10,Theft,10H30,,UNK,LEELAND,-,-,1
5/21/16,1,Robbery,10H30,"Road, Street, or Sidewalk",1900-1999,HUTCHINS,-,-,1
5/21/16,19,Theft,10H30,"Road, Street, or Sidewalk",1500-1599,HUTCHINS,-,-,1
5/21/16,16,Burglary,10H30,Commercial Building,3600-3699,POLK,-,-,1
5/21/16,17,Aggravated Assault,10H30,Commercial Parking Lot or Garage,200-299,HUTCHINS,-,-,1
5/23/16,14,Burglary,10H30,Apartment,2000-2099,TEXAS,ST,-,1
5/21/16,23,Theft,10H30,"Road, Street, or Sidewalk",1500-1599,HUTCHINS,-,-,1
5/21/16,23,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,MCKINNEY,ST,-,1
5/22/16,7,Theft,10H30,"Road, Street, or Sidewalk",1700-1799,ADEN,DR,-,1
5/24/16,14,Theft,10H30,,900-999,CHARTRES,-,-,1
5/24/16,13,Burglary,10H30,Residence or House,2700-2799,CLAY,-,-,1
5/25/16,14,Auto Theft,10H30,Residence or House,2100-2199,CAPITOL,ST,-,1
5/25/16,16,Theft,10H30,Driveway,2600-2699,CAPITOL,ST,-,1
5/25/16,8,Theft,10H30,Other Parking Lot,1000-1099,SAINT EMANUEL,ST,-,1
5/26/16,7,Theft,10H30,Commercial Parking Lot or Garage,2900-2999,DALLAS,ST,-,1
5/26/16,8,Auto Theft,10H30,"Road, Street, or Sidewalk",2700-2799,CLAY,-,-,1
5/28/16,7,Burglary,10H30,Convenience Store,900-999,SAINT EMANUEL,ST,-,1
5/28/16,2,Aggravated Assault,10H30,Residence or House,2000-2099,COMMERCE,ST,-,2
5/29/16,15,Theft,10H30,Other Parking Lot,2300-2399,PRESTON,ST,-,1
5/30/16,3,Theft,10H30,"Road, Street, or Sidewalk",2900-2999,PEASE,-,-,1
5/30/16,10,Theft,10H30,"Road, Street, or Sidewalk",1600-1699,BASTROP,ST,-,1
5/1/16,8,Auto Theft,10H30,Residence or House,2500-2599,JEFFERSON,ST,-,1
5/3/16,22,Theft,10H30,"Road, Street, or Sidewalk",2100-2199,CONGRESS,-,-,1
5/3/16,11,Theft,10H30,"Other, Unknown, or Not Listed",400-499,DOWLING,ST,-,1
5/5/16,8,Burglary,10H30,Office Building,3400-3499,GULF,FWY,-,1
5/4/16,22,Theft,10H30,Bar or Night Club Parking Lot,900-999,SAINT EMANUEL,ST,-,1
5/6/16,16,Auto Theft,10H30,"Other, Unknown, or Not Listed",1600-1699,SAINT CHARLES,-,-,1
5/8/16,14,Theft,10H30,"Road, Street, or Sidewalk",2000-2099,LEELAND,-,-,1
5/8/16,5,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,BELL,ST,-,1
5/9/16,7,Auto Theft,10H30,"Gym, Recreat, Club House, Indoor Pool, Spa",2900-2999,GULF,FWY,-,1
5/12/16,23,Theft,10H30,Other Parking Lot,1000-1099,SAINT EMANUEL,ST,-,1
5/12/16,21,Theft,10H30,"Road, Street, or Sidewalk",1100-1199,DELANO,-,-,1
5/12/16,22,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,DALLAS,ST,-,1
5/12/16,11,Theft,10H30,Service or Gas Station,3500-3599,GULF,FWY,-,1
5/12/16,19,Theft,10H30,Other Parking Lot,2200-2299,PRESTON,ST,-,1
5/11/16,13,Auto Theft,10H30,"Road, Street, or Sidewalk",800-899,DELANO,-,-,1
5/14/16,10,Auto Theft,10H30,"Road, Street, or Sidewalk",2100-2199,LEELAND,-,-,1
5/13/16,21,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,MCKINNEY,ST,-,1
5/15/16,11,Robbery,10H30,"Road, Street, or Sidewalk",1100-1199,SAINT EMANUEL,ST,-,1
5/14/16,22,Theft,10H30,Commercial Parking Lot or Garage,2000-2099,CAPITOL,ST,-,1
5/16/16,5,Auto Theft,10H30,Commercial Parking Lot or Garage,2100-2199,TEXAS,ST,-,1
5/16/16,9,Burglary,10H30,Residence or House,3000-3099,DALLAS,ST,-,1
5/16/16,15,Burglary,10H30,Residence or House,1300-1399,NAGLE,-,-,1
5/19/16,22,Theft,10H30,"Road, Street, or Sidewalk",1800-1899,HUTCHINS,-,-,1
5/18/16,20,Theft,10H30,"Road, Street, or Sidewalk",1900-1999,NAPOLEON,-,-,1
5/31/16,17,Theft,10H30,"Road, Street, or Sidewalk",2000-2099,CONGRESS,-,-,1
5/30/16,7,Theft,10H40,Convenience Store,2200-2299,MAIN,ST,-,1
5/30/16,16,Theft,10H40,Park and Ride Terminal,2300-2399,MAIN,ST,-,1
5/29/16,23,Theft,10H40,Restaurant or Cafeteria Parking Lot,4400-4499,FANNIN,ST,-,1
5/29/16,15,Robbery,10H40,"Road, Street, or Sidewalk",2000-2099,MAIN,ST,-,1
5/29/16,18,Auto Theft,10H40,Apartment Parking Lot,4600-4699,MAIN,ST,-,1
5/29/16,0,Theft,10H40,Service or Gas Station,2200-2299,MAIN,ST,-,1
5/29/16,5,Aggravated Assault,10H40,Apartment Parking Lot,4500-4599,TRAVIS,-,-,1
5/29/16,11,Theft,10H40,Other Parking Lot,3200-3299,FANNIN,ST,-,1
5/28/16,10,Theft,10H40,"Road, Street, or Sidewalk",3500-3599,MOSLEY,CT,-,1
5/28/16,12,Theft,10H40,Bar or Night Club,2300-2399,MAIN,ST,-,1
5/26/16,18,Theft,10H40,Bar or Night Club Parking Lot,2600-2699,FANNIN,ST,-,1
5/27/16,0,Theft,10H40,"Road, Street, or Sidewalk",800-899,WINBERN,-,-,1
5/27/16,3,Aggravated Assault,10H40,Bar or Night Club,800-899,HOLMAN,-,-,1
5/27/16,6,Theft,10H40,Apartment Parking Lot,1400-1499,DENNIS,ST,-,1
5/27/16,6,Theft,10H40,Restaurant or Cafeteria Parking Lot,2000-2099,MAIN,ST,-,1
5/27/16,20,Theft,10H40,"Road, Street, or Sidewalk",1300-1399,MCGOWEN,ST,-,1
5/25/16,9,Theft,10H40,Light Rail (Metro Rail) Vehicle,4500-4599,MAIN,ST,-,1
5/25/16,10,Auto Theft,10H40,"Road, Street, or Sidewalk",1200-1299,ROSALIE,-,-,1
5/25/16,13,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,ST,-,1
5/25/16,21,Theft,10H40,Restaurant or Cafeteria Parking Lot,1100-1199,MCGOWEN,ST,-,1
5/25/16,23,Theft,10H40,Bar or Night Club Parking Lot,3600-3699,MAIN,ST,-,1
5/24/16,9,Theft,10H40,Auto Repair,4100-4199,FANNIN,ST,-,1
5/24/16,8,Robbery,10H40,,3400-3499,FANNIN,ST,-,1
5/24/16,18,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
5/24/16,19,Theft,10H40,Bar or Night Club Parking Lot,1100-1199,MCGOWEN,ST,-,1
5/24/16,19,Theft,10H40,Commercial Parking Lot or Garage,1100-1199,MCGOWEN,ST,-,1
5/22/16,8,Theft,10H40,Apartment,2300-2399,MILAM,-,-,1
5/22/16,11,Aggravated Assault,10H40,"Road, Street, or Sidewalk",2400-2499,CAROLINE,ST,-,1
5/22/16,22,Theft,10H40,"Road, Street, or Sidewalk",2500-2599,TRAVIS,-,-,1
5/23/16,17,Auto Theft,10H40,Grocery Store or Supermarket Parking Lot,4400-4499,SAN JACINTO,ST,-,1
5/23/16,11,Aggravated Assault,10H40,"Road, Street, or Sidewalk",2500-2599,SAN JACINTO,ST,-,1
5/21/16,14,Theft,10H40,Other Parking Lot,1000-1099,MCGOWEN,ST,-,1
5/21/16,19,Theft,10H40,Residence or House,2300-2399,CRAWFORD,ST,-,1
5/21/16,9,Theft,10H40,Freeway Service Road,2500-2599,CHENEVERT,-,-,1
5/20/16,14,Theft,10H40,"Road, Street, or Sidewalk",2300-2399,CRAWFORD,ST,-,1
5/20/16,19,Theft,10H40,Residence or House,1400-1499,ELGIN,ST,-,1
5/20/16,19,Theft,10H40,Residence or House,1600-1699,DENNIS,ST,-,1
5/20/16,23,Theft,10H40,"Road, Street, or Sidewalk",1700-1799,HADLEY,ST,-,1
5/20/16,0,Theft,10H40,"Road, Street, or Sidewalk",1400-1499,HADLEY,ST,-,1
5/20/16,8,Theft,10H40,Commercial Parking Lot or Garage,2300-2399,MAIN,ST,-,1
5/9/16,9,Aggravated Assault,10H40,"Road, Street, or Sidewalk",1300-1399,ELGIN,ST,-,2
5/9/16,8,Theft,10H40,Residence or House,2900-2999,CRAWFORD,ST,-,1
5/9/16,11,Theft,10H40,Restaurant or Cafeteria,4400-4499,FANNIN,ST,-,1
5/8/16,2,Theft,10H40,"Road, Street, or Sidewalk",2100-2199,MAIN,ST,-,1
5/8/16,8,Burglary,10H40,Bar or Night Club,2900-2999,TRAVIS,-,-,1
5/8/16,10,Burglary,10H40,Residence or House,3900-3999,AUSTIN,ST,-,1
5/9/16,0,Burglary,10H40,Residence or House,2300-2399,JACKSON,ST,-,1
5/7/16,21,Aggravated Assault,10H40,"Road, Street, or Sidewalk",2100-2199,SAN JACINTO,-,-,1
5/7/16,19,Theft,10H40,Apartment,4600-4699,MAIN,ST,-,1
5/7/16,12,Theft,10H40,Bar or Night Club,3700-3799,FANNIN,ST,-,1
5/7/16,13,Theft,10H40,"Gym, Recreat, Club House, Indoor Pool, Spa",3500-3599,FANNIN,ST,-,1
5/6/16,8,Burglary,10H40,Residence or House,3800-3899,FANNIN,ST,-,1
5/6/16,13,Theft,10H40,Residence or House,2300-2399,JACKSON,ST,-,1
5/6/16,2,Theft,10H40,Bar or Night Club Parking Lot,3100-3199,CAROLINE,ST,-,1
5/6/16,1,Theft,10H40,"Road, Street, or Sidewalk",3700-3799,MAIN,ST,-,1
5/6/16,2,Aggravated Assault,10H40,Bar or Night Club Parking Lot,2900-2999,TRAVIS,-,-,1
5/5/16,13,Auto Theft,10H40,"Road, Street, or Sidewalk",1200-1299,DENNIS,ST,-,1
5/5/16,14,Theft,10H40,Residence or House,2900-2999,JACKSON,ST,-,1
5/5/16,0,Theft,10H40,"Church, Synagogue, or Temple Parking Lot",3600-3699,MILAM,-,-,1
5/5/16,1,Rape,10H40,Other Parking Lot,2300-2399,MAIN,ST,-,1
5/5/16,3,Robbery,10H40,Bus Stop,4500-4599,MAIN,ST,-,1
5/5/16,3,Theft,10H40,"Road, Street, or Sidewalk",900-999,FRANCIS,ST,-,1
5/4/16,14,Auto Theft,10H40,"Road, Street, or Sidewalk",2700-2799,JACKSON,ST,-,1
5/4/16,17,Theft,10H40,"Other, Unknown, or Not Listed",4100-4199,SAN JACINTO,-,-,1
5/4/16,18,Robbery,10H40,Restaurant or Cafeteria,4400-4499,FANNIN,ST,-,1
5/4/16,11,Theft,10H40,Commercial Parking Lot or Garage,2900-2999,MAIN,ST,-,1
5/3/16,8,Rape,10H40,Miscellaneous Business (Non-Specific),3500-3599,FANNIN,ST,-,1
5/3/16,9,Theft,10H40,Residence or House,2900-2999,JACKSON,ST,-,1
5/3/16,21,Theft,10H40,"Road, Street, or Sidewalk",800-899,STUART,-,-,1
5/4/16,2,Burglary,10H40,Restaurant or Cafeteria,2300-2399,MAIN,ST,-,1
5/1/16,5,Aggravated Assault,10H40,Other Parking Lot,3100-3199,FANNIN,ST,-,1
5/1/16,12,Theft,10H40,Bar or Night Club,2900-2999,TRAVIS,-,-,1
5/1/16,21,Aggravated Assault,10H40,"Road, Street, or Sidewalk",2300-2399,MAIN,ST,-,2
5/3/16,8,Theft,10H40,"Other, Unknown, or Not Listed",1600-1699,MCGOWEN,ST,-,1
5/2/16,12,Theft,10H40,Residence or House,2300-2399,JACKSON,ST,-,1
5/2/16,15,Theft,10H40,Office Building,3100-3199,MAIN,-,-,1
5/19/16,5,Theft,10H40,Apartment,4500-4599,TRAVIS,-,-,1
5/18/16,16,Robbery,10H40,Bus Station,2100-2199,MAIN,ST,-,1
5/18/16,0,Theft,10H40,"Road, Street, or Sidewalk",900-999,WINBERN,-,-,1
5/18/16,4,Theft,10H40,"Road, Street, or Sidewalk",2200-2299,MAIN,ST,-,1
5/17/16,18,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
5/19/16,14,Theft,10H40,Government or Public Building,2300-2399,LA BRANCH,-,-,1
5/16/16,6,Auto Theft,10H40,Residence or House,1100-1199,BREMOND,ST,-,1
5/15/16,20,Aggravated Assault,10H40,Bar or Night Club,3700-3799,FANNIN,ST,-,1
5/16/16,18,Theft,10H40,Convenience Store Parking Lot,2200-2299,MAIN,ST,-,1
5/16/16,20,Auto Theft,10H40,"Road, Street, or Sidewalk",2800-2899,LA BRANCH,-,-,1
5/16/16,22,Theft,10H40,Residence or House,700-799,STUART,-,-,1
5/16/16,23,Aggravated Assault,10H40,Light Rail Platform,4500-4599,MAIN,ST,-,1
5/15/16,0,Theft,10H40,"Road, Street, or Sidewalk",3500-3599,TRAVIS,-,-,1
5/15/16,16,Aggravated Assault,10H40,Department or Discount Store,4200-4299,MAIN,ST,-,1
5/13/16,23,Theft,10H40,"Road, Street, or Sidewalk",3700-3799,JACKSON,ST,-,1
5/14/16,3,Theft,10H40,Bus Station,4500-4599,MAIN,ST,-,1
5/14/16,4,Aggravated Assault,10H40,"Road, Street, or Sidewalk",4200-4299,MAIN,ST,-,1
5/14/16,10,Theft,10H40,"Road, Street, or Sidewalk",3800-3899,ALMEDA,RD,-,1
5/14/16,12,Aggravated Assault,10H40,"Road, Street, or Sidewalk",2200-2299,HAMILTON,ST,-,1
5/14/16,13,Robbery,10H40,Bar or Night Club,2400-2499,SAN JACINTO,-,-,1
5/14/16,13,Theft,10H40,"Parks and Recreation, Zoo, Swimming Pool",1700-1799,ELGIN,ST,-,1
5/11/16,19,Aggravated Assault,10H40,Residence or House,1700-1799,HOLMAN,-,-,1
5/11/16,16,Theft,10H40,Bus Station,2100-2199,MAIN,ST,-,1
5/11/16,10,Theft,10H40,Commercial Parking Lot or Garage,2700-2799,FANNIN,ST,-,1
5/11/16,2,Burglary,10H40,Bar or Night Club,2400-2499,SAN JACINTO,-,-,1
5/11/16,3,Theft,10H40,"Gym, Recreat, Club House, Indoor Pool, Spa",3100-3199,FANNIN,ST,-,1
5/10/16,10,Robbery,10H40,Driveway,2400-2499,SAN JACINTO,-,-,1
5/10/16,12,Theft,10H40,Other Parking Lot,1500-1599,HADLEY,ST,-,1
5/10/16,16,Theft,10H40,Bar or Night Club,UNK,HOLMAN,-,-,1
5/12/16,21,Theft,10H40,"Road, Street, or Sidewalk",800-899,STUART,-,-,1
5/12/16,23,Theft,10H40,"Road, Street, or Sidewalk",1000-1099,WINBERN,-,-,1
5/13/16,0,Theft,10H40,"Road, Street, or Sidewalk",3700-3799,JACKSON,ST,-,1
5/13/16,12,Robbery,10H40,Service or Gas Station,2100-2199,FANNIN,ST,-,1
5/13/16,12,Theft,10H40,Other Parking Lot,700-799,ELGIN,ST,-,1
5/13/16,14,Aggravated Assault,10H40,"Road, Street, or Sidewalk",2100-2199,LA BRANCH,-,-,1
5/13/16,16,Auto Theft,10H40,Strip Business Center Parking Lot,4200-4299,FANNIN,ST,-,1
5/31/16,15,Theft,10H40,Commercial Building,4400-4499,SAN JACINTO,-,-,1
5/30/16,20,Robbery,10H40,Light Rail Platform,4500-4599,MAIN,ST,-,1
5/31/16,1,Robbery,10H40,"Road, Street, or Sidewalk",2100-2199,MAIN,ST,-,1
5/20/16,21,Theft,10H50,"Road, Street, or Sidewalk",3600-3699,LIVE OAK,-,-,1
5/20/16,21,Theft,10H50,"Gym, Recreat, Club House, Indoor Pool, Spa",4500-4599,UNIVERSITY,DR,-,1
5/20/16,20,Aggravated Assault,10H50,Apartment Parking Lot,3000-3099,ELGIN,ST,-,1
5/20/16,14,Theft,10H50,Police Station,2200-2299,SAINT EMANUEL,ST,-,1
5/20/16,16,Theft,10H50,Residence or House,2200-2299,HOLMAN,-,-,1
5/21/16,9,Burglary,10H50,"Church, Synagogue, or Temple",2600-2699,ANITA,ST,-,1
5/21/16,1,Robbery,10H50,Apartment Parking Lot,3100-3199,ALABAMA,ST,-,1
5/21/16,1,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3900-3999,ANITA,ST,-,1
5/21/16,2,Theft,10H50,"Road, Street, or Sidewalk",2500-2599,GRAY,-,-,1
5/21/16,21,Theft,10H50,Residence or House,3400-3499,HADLEY,ST,-,1
5/23/16,9,Theft,10H50,Office Building,2000-2099,DOWLING,ST,-,1
5/23/16,15,Aggravated Assault,10H50,Apartment,3200-3299,TRUXILLO,-,-,1
5/24/16,2,Aggravated Assault,10H50,"Road, Street, or Sidewalk",2500-2599,SAMPSON,-,-,1
5/22/16,22,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3400-3499,TUAM,-,-,1
5/22/16,7,Theft,10H50,Apartment,2300-2399,ALABAMA,ST,-,1
5/24/16,6,Auto Theft,10H50,Driveway,3300-3399,WEBSTER,-,-,1
5/24/16,4,Robbery,10H50,Residence or House,3500-3599,NAGLE,-,-,1
5/25/16,22,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3100-3199,SCOTT,ST,-,1
5/25/16,17,Theft,10H50,Restaurant or Cafeteria Parking Lot,3700-3799,SCOTT,ST,-,1
5/25/16,15,Theft,10H50,"Libraries, Museums",3600-3699,SCOTT,ST,-,1
5/25/16,10,Robbery,10H50,"Road, Street, or Sidewalk",2900-2999,DOWLING,ST,-,1
5/27/16,12,Auto Theft,10H50,Driveway,3200-3299,FRANCIS,ST,-,1
5/27/16,9,Auto Theft,10H50,Service or Gas Station,3000-3099,ELGIN,ST,-,1
5/26/16,20,Aggravated Assault,10H50,Residence or House,3400-3499,BEULAH,ST,-,1
5/26/16,21,Robbery,10H50,Bus Stop,3500-3599,CULLEN,BLVD,-,1
5/26/16,12,Theft,10H50,Apartment Parking Lot,3200-3299,TRUXILLO,-,-,1
5/26/16,13,Theft,10H50,Apartment Parking Lot,3700-3799,BURKETT,ST,-,1
5/26/16,14,Auto Theft,10H50,"Road, Street, or Sidewalk",3400-3499,BREMOND,ST,-,1
5/28/16,8,Theft,10H50,Apartment,3700-3799,TIERWESTER,-,-,1
5/29/16,11,Aggravated Assault,10H50,Residence or House,3000-3099,MCILHENNY,ST,-,1
5/29/16,14,Murder,10H50,"Other, Unknown, or Not Listed",2900-2999,DELANO,-,-,1
5/29/16,4,Aggravated Assault,10H50,Residence or House,3000-3099,MCILHENNY,ST,-,1
5/2/16,21,Theft,10H50,Residence or House,3500-3599,HOLMAN,-,-,1
5/2/16,2,Burglary,10H50,Residence or House,3700-3799,DREW,ST,-,1
5/1/16,9,Theft,10H50,Service or Gas Station,2100-2199,ELGIN,ST,-,1
5/3/16,23,Aggravated Assault,10H50,"Road, Street, or Sidewalk",2800-2899,BRAILSFORT,-,-,1
5/3/16,12,Theft,10H50,"Road, Street, or Sidewalk",2400-2499,CANFIELD,ST,-,1
5/4/16,11,Theft,10H50,Apartment Parking Lot,3700-3799,BURKETT,ST,-,1
5/4/16,12,Theft,10H50,"Other, Unknown, or Not Listed",2800-2899,LUCINDA,-,-,1
5/5/16,9,Burglary,10H50,Vacant Hospital,3200-3299,ENNIS,ST,-,1
5/5/16,12,Theft,10H50,Apartment Parking Lot,3000-3099,CLEBURNE,ST,-,1
5/5/16,13,Burglary,10H50,Restaurant or Cafeteria,3800-3899,ENNIS,ST,-,1
5/6/16,2,Theft,10H50,"Road, Street, or Sidewalk",2200-2299,HUTCHINS,-,-,1
5/5/16,23,Theft,10H50,Restaurant or Cafeteria Parking Lot,3700-3799,SCOTT,ST,-,1
5/5/16,20,Burglary,10H50,Residence or House,2200-2299,EDMUNDSON,ST,-,1
5/6/16,12,Aggravated Assault,10H50,Residence or House,3400-3499,DENNIS,ST,-,1
5/6/16,9,Aggravated Assault,10H50,Grocery Store or Supermarket Parking Lot,3200-3299,TRUXILLO,-,-,1
5/6/16,15,Auto Theft,10H50,"Road, Street, or Sidewalk",2300-2399,MCGOWEN,ST,-,1
5/7/16,3,Robbery,10H50,"Road, Street, or Sidewalk",3300-3399,SANDERS,-,-,1
5/7/16,8,Theft,10H50,Residence or House,3700-3799,TIERWESTER,-,-,1
5/8/16,20,Aggravated Assault,10H50,Apartment,3700-3799,TIERWESTER,-,-,1
5/8/16,21,Burglary,10H50,"Vacant Single Occ Resd(House,Townhs,Dplex)",2200-2299,EDMUNDSON,ST,-,1
5/8/16,21,Theft,10H50,Other Parking Lot,2200-2299,HUTCHINS,-,-,1
5/8/16,9,Theft,10H50,Bar or Night Club Parking Lot,2000-2099,DOWLING,ST,-,1
5/7/16,23,Aggravated Assault,10H50,Residence or House,3100-3199,NAPOLEON,-,-,2
5/9/16,17,Burglary,10H50,Residence or House,3200-3299,ALABAMA,ST,-,1
5/9/16,19,Theft,10H50,Residence or House,2300-2399,BURKETT,ST,-,1
5/13/16,16,Robbery,10H50,Other Parking Lot,3400-3499,SCOTT,ST,-,1
5/13/16,17,Theft,10H50,Apartment,2000-2099,CHARTRES,-,-,1
5/13/16,2,Aggravated Assault,10H50,Residence or House,2100-2199,ELGIN,ST,-,1
5/12/16,17,Burglary,10H50,Residence or House,3500-3599,ATTUCKS,ST,-,1
5/11/16,22,Theft,10H50,"Multi-Plex Home (Duplex,Triplex Etc.)",3000-3099,ISABELLA,-,-,1
5/10/16,9,Theft,10H50,Residence or House,2500-2599,HOLMAN,-,-,1
5/11/16,9,Burglary,10H50,Residence or House,2800-2899,WINBERN,-,-,1
5/11/16,13,Theft,10H50,Bus Stop,2700-2799,MCGOWEN,ST,-,1
5/14/16,17,Theft,10H50,Bar or Night Club Parking Lot,2300-2399,PIERCE,-,-,1
5/14/16,12,Theft,10H50,"Road, Street, or Sidewalk",3400-3499,BURKETT,ST,-,1
5/14/16,5,Theft,10H50,"Road, Street, or Sidewalk",2500-2599,CLEBURNE,ST,-,1
5/13/16,23,Theft,10H50,"Road, Street, or Sidewalk",2500-2599,GRAY,-,-,1
