Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
3/25/16,5,Burglary,10H20,Convenience Store,1400-1499,TELEPHONE,-,-,1
3/24/16,3,Burglary,10H20,Commercial Building,1700-1799,HUSSION,-,-,1
3/24/16,12,Theft,10H20,Other Parking Lot,1800-1899,TELEPHONE,-,-,1
3/23/16,17,Theft,10H20,Other Parking Lot,2100-2199,LOCKWOOD,DR,-,1
3/23/16,20,Auto Theft,10H20,"Road, Street, or Sidewalk",4600-4699,WOODSIDE,ST,-,1
3/22/16,9,Theft,10H20,"Road, Street, or Sidewalk",1200-1299,MUNGER,ST,-,1
3/22/16,13,Theft,10H20,Commercial Parking Lot or Garage,2100-2199,ERNESTINE,ST,-,1
3/12/16,21,Theft,10H30,"Road, Street, or Sidewalk",2100-2199,CLAY,-,-,2
3/13/16,7,Theft,10H30,"Road, Street, or Sidewalk",800-899,SAINT EMANUEL,ST,-,1
3/12/16,16,Aggravated Assault,10H30,"Road, Street, or Sidewalk",2000-2099,PRESTON,ST,-,1
3/12/16,11,Theft,10H30,"Stadium, Sports Arena, Race Track",2200-2299,TEXAS,ST,-,1
3/11/16,7,Theft,10H30,"Road, Street, or Sidewalk",2000-2099,LEELAND,-,-,1
3/10/16,20,Theft,10H30,,2200-2299,DALLAS,ST,-,1
3/10/16,21,Theft,10H30,,1700-1799,ENNIS,ST,-,1
3/18/16,15,Theft,10H30,Other Parking Lot,1100-1199,HUTCHINS,-,-,1
3/17/16,22,Theft,10H30,Apartment Parking Lot,1000-1099,SAINT CHARLES,-,-,1
3/18/16,2,Burglary,10H30,Apartment,2100-2199,CAPITOL,ST,-,1
3/17/16,1,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,PRESTON,ST,-,1
3/16/16,16,Theft,10H30,"Road, Street, or Sidewalk",1500-1599,PALMER,ST,-,1
3/16/16,18,Robbery,10H30,"Road, Street, or Sidewalk",1600-1699,SCOTT,ST,-,1
3/15/16,0,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,DALLAS,ST,-,1
3/15/16,9,Theft,10H30,"Road, Street, or Sidewalk",800-899,SAINT EMANUEL,ST,-,1
3/20/16,8,Theft,10H30,Apartment Parking Lot,2200-2299,JEFFERSON,ST,-,1
3/20/16,9,Theft,10H30,Bar or Night Club,2200-2299,DALLAS,ST,-,1
3/19/16,1,Robbery,10H30,Commercial Parking Lot or Garage,2000-2099,RUSK,ST,-,1
3/19/16,13,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,LEELAND,-,-,1
3/19/16,15,Theft,10H30,Apartment,2100-2199,CAPITOL,ST,-,1
3/1/16,7,Theft,10H30,"Road, Street, or Sidewalk",2100-2199,COMMERCE,ST,-,1
3/1/16,9,Theft,10H30,Other Parking Lot,3100-3199,GULF,FWY,-,1
3/3/16,10,Theft,10H30,"Road, Street, or Sidewalk",1500-1599,HUTCHINS,-,-,1
3/3/16,14,Theft,10H30,"Road, Street, or Sidewalk",1700-1799,ADEN,DR,-,1
3/3/16,19,Theft,10H30,Service or Gas Station,3500-3599,GULF,FWY,-,1
3/3/16,20,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,BELL,ST,-,1
3/3/16,20,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,DALLAS,ST,-,1
3/3/16,22,Theft,10H30,Other Parking Lot,1200-1299,HUTCHINS,-,-,1
3/4/16,13,Theft,10H30,Miscellaneous Business (Non-Specific),2000-2099,MILBY,-,-,1
3/5/16,15,Theft,10H30,"Road, Street, or Sidewalk",1000-1099,SAINT CHARLES,-,-,1
3/5/16,10,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,LEELAND,-,-,1
3/5/16,9,Aggravated Assault,10H30,"Road, Street, or Sidewalk",400-499,DOWLING,ST,-,1
3/7/16,21,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,MCKINNEY,ST,-,1
3/8/16,12,Theft,10H30,"Gym, Recreat, Club House, Indoor Pool, Spa",2400-2499,RUSK,ST,-,1
3/9/16,19,Theft,10H30,"Road, Street, or Sidewalk",900-999,MCKINNEY PARK,LN,-,1
3/22/16,14,Theft,10H30,Other Parking Lot,3100-3199,MCKINNEY,ST,-,1
3/22/16,21,Theft,10H30,Light Rail (Metro Rail) Vehicle,3500-3599,LEELAND,-,-,1
3/24/16,16,Aggravated Assault,10H30,Clothing Store,2800-2899,POLK,-,-,1
3/25/16,9,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,BELL,ST,-,1
3/25/16,11,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,BELL,ST,-,1
3/27/16,6,Theft,10H30,Bar or Night Club Parking Lot,1500-1599,SAINT EMANUEL,ST,-,1
3/27/16,4,Theft,10H30,Bar or Night Club Parking Lot,2000-2099,LEELAND,-,-,1
3/29/16,21,Robbery,10H30,"Road, Street, or Sidewalk",900-999,SAINT EMANUEL,ST,-,1
3/30/16,9,Theft,10H30,"Road, Street, or Sidewalk",1400-1499,SAINT EMANUEL,ST,-,1
3/29/16,7,Theft,10H30,Residence or House,900-999,SAINT EMANUEL,ST,-,1
3/30/16,23,Theft,10H30,Other Parking Lot,900-999,SAINT EMANUEL,ST,-,1
3/31/16,13,Theft,10H30,Restaurant or Cafeteria Parking Lot,2000-2099,JEFFERSON,ST,-,1
3/19/16,16,Theft,10H40,Grocery Store or Supermarket,1700-1799,ALABAMA,ST,-,1
3/19/16,17,Theft,10H40,Residence or House,1600-1699,FRANCIS,ST,-,1
3/19/16,18,Theft,10H40,Bar or Night Club,2400-2499,SAN JACINTO,-,-,1
3/18/16,21,Theft,10H40,"Road, Street, or Sidewalk",800-899,WINBERN,-,-,1
3/18/16,22,Robbery,10H40,"Road, Street, or Sidewalk",4200-4299,SAN JACINTO,-,-,1
3/19/16,7,Burglary,10H40,Miscellaneous Business (Non-Specific),1500-1599,ISABELLA,-,-,1
3/20/16,3,Theft,10H40,"Road, Street, or Sidewalk",2600-2699,CAROLINE,ST,-,1
3/20/16,21,Auto Theft,10H40,Commercial Parking Lot or Garage,1100-1199,WHEELER,-,-,1
3/21/16,10,Theft,10H40,Garage or Carport,2300-2399,MILAM,-,-,1
3/15/16,10,Theft,10H40,Apartment,3500-3599,CHENEVERT,-,-,1
3/15/16,18,Robbery,10H40,"Road, Street, or Sidewalk",2100-2199,FANNIN,ST,-,1
3/16/16,11,Theft,10H40,"Road, Street, or Sidewalk",3800-3899,TRAVIS,-,-,1
3/16/16,13,Theft,10H40,Apartment Parking Lot,2400-2499,MILAM,-,-,1
3/16/16,1,Theft,10H40,Condominium,3900-3999,AUSTIN,ST,-,1
3/15/16,22,Theft,10H40,Apartment,1700-1799,GRAY,-,-,1
3/16/16,6,Theft,10H40,"Road, Street, or Sidewalk",3500-3599,CHENEVERT,-,-,1
3/16/16,23,Theft,10H40,"Road, Street, or Sidewalk",800-899,STUART,-,-,1
3/17/16,9,Theft,10H40,"Road, Street, or Sidewalk",800-899,BERRY,ST,-,1
3/17/16,18,Theft,10H40,Residence or House,3400-3499,LA BRANCH,-,-,1
3/18/16,2,Aggravated Assault,10H40,Bar or Night Club Parking Lot,2300-2399,MAIN,ST,-,1
3/18/16,17,Theft,10H40,Other Parking Lot,2300-2399,MAIN,ST,-,1
3/18/16,11,Robbery,10H40,"Road, Street, or Sidewalk",900-999,MCGOWEN,ST,-,1
3/10/16,23,Robbery,10H40,"Road, Street, or Sidewalk",900-999,RUTH,-,-,1
3/10/16,23,Theft,10H40,"Road, Street, or Sidewalk",900-999,BERRY,ST,-,1
3/11/16,13,Auto Theft,10H40,Bus Station,1100-1199,GRAY,-,-,1
3/12/16,11,Auto Theft,10H40,"Road, Street, or Sidewalk",1700-1799,STUART,-,-,1
3/12/16,8,Theft,10H40,"Road, Street, or Sidewalk",1400-1499,HOLMAN,-,-,1
3/13/16,6,Robbery,10H40,"Road, Street, or Sidewalk",4400-4499,MAIN,ST,-,1
3/13/16,0,Theft,10H40,"Road, Street, or Sidewalk",1600-1699,HOLMAN,-,-,1
3/13/16,2,Theft,10H40,"Road, Street, or Sidewalk",2400-2499,AUSTIN,ST,-,1
3/13/16,3,Aggravated Assault,10H40,"Road, Street, or Sidewalk",2600-2699,CAROLINE,ST,-,1
3/13/16,17,Theft,10H40,Other Parking Lot,1500-1599,ALABAMA,ST,-,1
3/14/16,9,Theft,10H40,Bar or Night Club Parking Lot,2400-2499,SAN JACINTO,-,-,1
3/14/16,1,Theft,10H40,"Road, Street, or Sidewalk",2400-2499,CAROLINE,ST,-,1
3/14/16,19,Robbery,10H40,"Road, Street, or Sidewalk",2400-2499,MAIN,ST,-,1
3/9/16,21,Theft,10H40,Restaurant or Cafeteria Parking Lot,2900-2999,MILAM,-,-,1
3/9/16,4,Burglary,10H40,Restaurant or Cafeteria,2600-2699,TRAVIS,-,-,1
3/8/16,15,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
3/8/16,9,Theft,10H40,Other Parking Lot,2200-2299,LA BRANCH,-,-,1
3/8/16,0,Robbery,10H40,"Road, Street, or Sidewalk",2000-2099,FANNIN,ST,-,1
3/8/16,4,Burglary,10H40,Residence or House,3900-3999,AUSTIN,ST,-,1
3/7/16,17,Theft,10H40,"Road, Street, or Sidewalk",1000-1099,ANITA,ST,-,1
3/6/16,11,Theft,10H40,Bar or Night Club,2400-2499,SAN JACINTO,-,-,1
3/6/16,12,Theft,10H40,"Road, Street, or Sidewalk",2400-2499,SAN JACINTO,-,-,1
3/6/16,1,Theft,10H40,Other Parking Lot,4400-4499,FANNIN,ST,-,1
3/4/16,22,Aggravated Assault,10H40,Convenience Store Parking Lot,3500-3599,MAIN,ST,-,1
3/5/16,6,Theft,10H40,"Road, Street, or Sidewalk",2100-2199,MILAM,-,-,1
3/5/16,20,Theft,10H40,Bus Station,2100-2199,MAIN,ST,-,1
3/3/16,22,Theft,10H40,Service or Gas Station,400-499,RICHMOND,AVE,-,1
3/3/16,22,Theft,10H40,"Road, Street, or Sidewalk",800-899,BERRY,ST,-,1
3/4/16,1,Theft,10H40,"Road, Street, or Sidewalk",1700-1799,WINBERN,-,-,1
3/3/16,11,Theft,10H40,"Other, Unknown, or Not Listed",3600-3699,TRAVIS,-,-,1
3/3/16,12,Theft,10H40,"Road, Street, or Sidewalk",2600-2699,MAIN,ST,-,1
3/3/16,0,Theft,10H40,"Road, Street, or Sidewalk",1000-1099,BERRY,ST,-,1
3/2/16,1,Theft,10H40,"Road, Street, or Sidewalk",800-899,BERRY,ST,-,1
3/2/16,2,Aggravated Assault,10H40,"Road, Street, or Sidewalk",1100-1199,RUTH,-,-,1
3/2/16,16,Theft,10H40,"Theatres, Dinner Theaters, Auditoriums",3400-3499,MAIN,ST,-,1
3/1/16,10,Theft,10H40,"Road, Street, or Sidewalk",4600-4699,MAIN,ST,-,1
3/31/16,12,Theft,10H40,Bus Station,2100-2199,MAIN,ST,-,1
3/30/16,23,Theft,10H40,Restaurant or Cafeteria Parking Lot,3000-3099,TRAVIS,-,-,1
3/31/16,1,Theft,10H40,"Road, Street, or Sidewalk",800-899,BERRY,ST,-,1
3/30/16,20,Theft,10H40,Bus Station,2100-2199,FANNIN,ST,-,1
3/30/16,20,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,ST,-,1
3/31/16,22,Theft,10H40,"Road, Street, or Sidewalk",1700-1799,WINBERN,-,-,1
3/31/16,23,Theft,10H40,Restaurant or Cafeteria Parking Lot,3400-3499,MILAM,-,-,1
3/31/16,14,Theft,10H40,"Other, Unknown, or Not Listed",2200-2299,MAIN,ST,-,1
3/31/16,15,Theft,10H40,Light Rail (Metro Rail) Vehicle,3100-3199,MAIN,ST,-,1
3/31/16,19,Theft,10H40,"Road, Street, or Sidewalk",4200-4299,SAN JACINTO,-,-,1
3/28/16,20,Theft,10H40,Residence or House,4200-4299,SAN JACINTO,-,-,1
3/30/16,2,Murder,10H40,"Other, Unknown, or Not Listed",2200-2299,FANNIN,ST,-,1
3/30/16,6,Robbery,10H40,,3800-3899,FANNIN,ST,-,1
3/27/16,7,Aggravated Assault,10H40,"Road, Street, or Sidewalk",2200-2299,MAIN,ST,-,1
3/26/16,22,Theft,10H40,"Road, Street, or Sidewalk",3300-3399,MAIN,ST,-,1
3/26/16,7,Burglary,10H40,Restaurant or Cafeteria Parking Lot,3600-3699,MAIN,ST,-,1
3/26/16,0,Theft,10H40,"Road, Street, or Sidewalk",2100-2199,TRAVIS,-,-,1
3/25/16,13,Theft,10H40,Service or Gas Station,2100-2199,FANNIN,ST,-,1
3/25/16,9,Theft,10H40,Bus Station,2100-2199,MAIN,ST,-,1
3/25/16,18,Theft,10H40,Bar or Night Club Parking Lot,2600-2699,TRAVIS,-,-,1
3/25/16,19,Theft,10H40,Department or Discount Store,4200-4299,MAIN,ST,-,1
3/24/16,7,Theft,10H40,Convenience Store Parking Lot,2100-2199,FANNIN,ST,-,1
3/21/16,23,Rape,10H40,Apartment,4500-4599,TRAVIS,-,-,1
3/23/16,23,Theft,10H40,Residence or House,2900-2999,JACKSON,ST,-,1
3/24/16,1,Aggravated Assault,10H40,Service or Gas Station,2100-2199,FANNIN,ST,-,1
3/23/16,9,Burglary,10H40,Residence or House,1600-1699,HOLMAN,-,-,1
3/23/16,7,Theft,10H40,"Road, Street, or Sidewalk",2500-2599,TRAVIS,-,-,1
3/14/16,10,Theft,10H50,Residence or House,3200-3299,TUAM,-,-,1
3/14/16,15,Aggravated Assault,10H50,"Parks and Recreation, Zoo, Swimming Pool",3300-3399,TUAM,-,-,1
3/13/16,15,Theft,10H50,Residence or House,2600-2699,LIVE OAK,-,-,1
3/13/16,12,Theft,10H50,Residence or House,3100-3199,MCILHENNY,ST,-,1
3/11/16,18,Burglary,10H50,Residence or House,3300-3399,REEVES,-,-,1
3/11/16,13,Burglary,10H50,Residence or House,2200-2299,TRUXILLO,-,-,1
3/11/16,4,Burglary,10H50,Residence or House,2200-2299,HUTCHINS,-,-,1
3/18/16,12,Theft,10H50,"Other, Unknown, or Not Listed",3200-3299,HOLMAN,-,-,1
3/18/16,13,Theft,10H50,"Church, Synagogue, or Temple",3100-3199,ELGIN,ST,-,1
3/18/16,9,Theft,10H50,"Vacant Single Occ Resd(House,Townhs,Dplex)",3700-3799,DOWLING,ST,-,1
3/17/16,23,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3400-3499,TUAM,-,-,2
3/17/16,20,Theft,10H50,Residence or House,3600-3699,DREW,ST,-,1
3/17/16,1,Aggravated Assault,10H50,"Multi-Plex Home (Duplex,Triplex Etc.)",3800-3899,ANITA,ST,-,1
3/15/16,22,Aggravated Assault,10H50,Apartment,3000-3099,MCGOWEN,ST,-,1
3/16/16,16,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3800-3899,HOLMAN,-,-,1
3/15/16,8,Burglary,10H50,"Church, Synagogue, or Temple Parking Lot",2500-2599,DELANO,-,-,1
3/14/16,20,Theft,10H50,"Church, Synagogue, or Temple",3100-3199,MCGOWEN,ST,-,1
3/21/16,12,Auto Theft,10H50,"Road, Street, or Sidewalk",3700-3799,BURKETT,ST,-,1
3/21/16,17,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3200-3299,TUAM,-,-,1
3/21/16,18,Theft,10H50,Residence or House,2900-2999,CHARTRES,-,-,1
3/20/16,9,Theft,10H50,University or College,3100-3199,CLEBURNE,ST,-,1
3/20/16,12,Theft,10H50,"Road, Street, or Sidewalk",3300-3399,SCOTT,ST,-,1
3/20/16,14,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3700-3799,SAMPSON,-,-,2
3/19/16,6,Aggravated Assault,10H50,Apartment,3000-3099,ELGIN,ST,-,1
3/19/16,1,Theft,10H50,"Road, Street, or Sidewalk",2000-2099,HUTCHINS,-,-,1
3/19/16,18,Theft,10H50,"Road, Street, or Sidewalk",2300-2399,PIERCE,-,-,1
3/19/16,17,Theft,10H50,Apartment Parking Lot,3200-3299,TRUXILLO,-,-,1
3/1/16,0,Theft,10H50,Residence or House,3800-3899,DREW,ST,-,1
3/2/16,5,Theft,10H50,Vacant School or College/University,3800-3899,DOWLING,ST,-,1
3/1/16,22,Theft,10H50,"Road, Street, or Sidewalk",3400-3499,REEVES,-,-,1
3/4/16,16,Aggravated Assault,10H50,"Multi-Plex Home (Duplex,Triplex Etc.)",3800-3899,HOLMAN,-,-,1
3/6/16,21,Aggravated Assault,10H50,Restaurant or Cafeteria Parking Lot,3700-3799,SCOTT,ST,-,1
3/7/16,0,Aggravated Assault,10H50,"Road, Street, or Sidewalk",2800-2899,LIVE OAK,-,-,1
3/7/16,14,Theft,10H50,Residence or House,3500-3599,MCILHENNY,ST,-,1
3/7/16,14,Theft,10H50,"Libraries, Museums",UNK,CALHOUN,RD,-,1
3/7/16,16,Theft,10H50,Miscellaneous Business (Non-Specific),3700-3799,SCOTT,ST,-,1
3/7/16,21,Theft,10H50,Convenience Store Parking Lot,3300-3399,DOWLING,ST,-,1
3/7/16,13,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3000-3099,SAUER,-,-,1
3/8/16,3,Theft,10H50,Residence or House,2900-2999,SAUER,-,-,1
3/8/16,2,Theft,10H50,Residence or House,2800-2899,ISABELLA,-,-,1
3/8/16,15,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3000-3099,SAUER,-,-,1
3/8/16,18,Robbery,10H50,Vacant Other Out Build/Monument/UnderConst,3400-3499,BREMOND,ST,-,1
3/9/16,8,Burglary,10H50,Apartment,2600-2699,BERRY,ST,-,1
3/9/16,14,Theft,10H50,Restaurant or Cafeteria,3300-3399,SCOTT,ST,-,1
3/10/16,16,Auto Theft,10H50,"Road, Street, or Sidewalk",2100-2199,BRILEY,ST,-,1
3/10/16,16,Theft,10H50,Residence or House,3700-3799,ROSALIE,-,-,1
3/23/16,7,Theft,10H50,Apartment,3700-3799,BURKETT,ST,-,1
3/23/16,8,Theft,10H50,Residence or House,3600-3699,DREW,ST,-,1
3/23/16,9,Theft,10H50,Apartment,3300-3399,ALABAMA,ST,-,1
3/23/16,12,Theft,10H50,Residence or House,2200-2299,BASTROP,ST,-,1
3/21/16,20,Theft,10H50,"Road, Street, or Sidewalk",2400-2499,MISTIC MEADOW,-,-,1
3/22/16,10,Burglary,10H50,Residence or House,3200-3299,ALABAMA,ST,-,1
3/22/16,12,Auto Theft,10H50,Commercial Parking Lot or Garage,2300-2399,DOWLING,ST,-,1
3/22/16,21,Robbery,10H50,"Hotel, Motel, Inn, Etc.",2500-2599,SAMPSON,-,-,1
3/24/16,12,Theft,10H50,Restaurant or Cafeteria Parking Lot,2300-2399,ALABAMA,ST,-,1
3/24/16,16,Theft,10H50,"Road, Street, or Sidewalk",2300-2399,HADLEY,ST,-,1
3/25/16,2,Robbery,10H50,"Road, Street, or Sidewalk",3500-3599,NAGLE,-,-,1
3/25/16,10,Theft,10H50,"Road, Street, or Sidewalk",2400-2499,MCILHENNY,ST,-,1
3/25/16,10,Theft,10H50,"Road, Street, or Sidewalk",2700-2799,NAPOLEON,-,-,1
3/26/16,14,Burglary,10H50,Residence or House,2400-2499,SAINT CHARLES,-,-,1
3/26/16,16,Theft,10H50,Apartment Parking Lot,2900-2999,HOLMAN,-,-,1
3/30/16,9,Auto Theft,10H50,"Road, Street, or Sidewalk",3100-3199,GRAY,ST,-,1
3/30/16,9,Burglary,10H50,Residence or House,3400-3499,HADLEY,ST,-,1
3/29/16,0,Auto Theft,10H50,Apartment Parking Lot,2100-2199,HOLMAN,-,-,1
3/29/16,0,Murder,10H50,"Other, Unknown, or Not Listed",2700-2799,SAMPSON,-,-,1
3/29/16,2,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3000-3099,TIERWESTER,-,-,1
3/28/16,12,Aggravated Assault,10H50,"Road, Street, or Sidewalk",2800-2899,LUCINDA,-,-,1
3/31/16,17,Aggravated Assault,10H50,Convenience Store Parking Lot,3000-3099,ELGIN,ST,-,1
3/31/16,14,Auto Theft,10H50,"Road, Street, or Sidewalk",3400-3499,PIERCE,-,-,1
3/31/16,2,Aggravated Assault,10H50,Service or Gas Station,3300-3399,DOWLING,ST,-,1
3/19/16,6,Theft,10H60,Apartment Parking Lot,3500-3599,MACGREGOR,WAY,N,1
3/20/16,10,Theft,10H60,"Road, Street, or Sidewalk",3600-3699,SOUTHMORE,BLVD,-,1
3/20/16,20,Auto Theft,10H60,"Road, Street, or Sidewalk",3200-3299,CALUMET,-,-,1
3/20/16,19,Theft,10H60,Bar or Night Club Parking Lot,3300-3399,DIXIE,DR,-,1
3/20/16,19,Theft,10H60,"Road, Street, or Sidewalk",5200-5299,CALHOUN,RD,-,1
3/21/16,2,Burglary,10H60,"Electronics Store, Electrical Supplies",3600-3699,OLD SPANISH,TRL,-,1
3/21/16,18,Burglary,10H60,Residence or House,3600-3699,WENTWORTH,-,-,1
3/21/16,10,Burglary,10H60,Residence or House,6000-6099,SWANK,-,-,1
3/15/16,1,Burglary,10H60,Miscellaneous Business (Non-Specific),3600-3699,OLD SPANISH,TRL,-,1
3/15/16,20,Theft,10H60,Service or Gas Station,3300-3399,OLD SPANISH,TRL,-,1
3/16/16,20,Auto Theft,10H60,Residence or House,5100-5199,GRANTWOOD,-,-,1
3/17/16,6,Burglary,10H60,Office Building,5900-5999,SCOTT,ST,-,1
3/17/16,19,Burglary,10H60,Residence or House,3900-3999,GERTIN,-,-,1
3/17/16,19,Burglary,10H60,Residence or House,5400-5499,LEOPOLD,DR,-,1
3/17/16,12,Auto Theft,10H60,"Road, Street, or Sidewalk",5200-5299,ENNIS,ST,-,1
3/17/16,12,Burglary,10H60,Residence or House,4100-4199,CHARLESTON,-,-,1
3/17/16,13,Theft,10H60,"Road, Street, or Sidewalk",2400-2499,RUTH,-,-,1
3/17/16,13,Theft,10H60,Residence or House,3700-3799,SOUTHMORE,BLVD,-,1
3/17/16,14,Theft,10H60,Apartment,2500-2599,WENTWORTH,-,-,1
3/18/16,9,Burglary,10H60,Office Building,4200-4299,OLD SPANISH,TRL,-,1
3/18/16,5,Auto Theft,10H60,"Road, Street, or Sidewalk",3200-3299,BINZ,ST,-,1
3/18/16,12,Auto Theft,10H60,Apartment Parking Lot,6400-6499,DEL RIO,ST,-,1
3/10/16,18,Burglary,10H60,Residence or House,3900-3999,CHARLESTON,-,-,1
3/10/16,19,Theft,10H60,Restaurant or Cafeteria,3600-3699,OLD SPANISH,TRL,-,1
3/12/16,4,Aggravated Assault,10H60,"Road, Street, or Sidewalk",2400-2499,SOUTHMORE,BLVD,-,1
3/13/16,15,Aggravated Assault,10H60,"Road, Street, or Sidewalk",2600-2699,ROSEDALE,-,-,1
3/14/16,12,Theft,10H60,Residence or House,4500-4599,ROSENEATH,DR,N,1
3/14/16,6,Theft,10H60,Driveway,3700-3799,MACGREGOR,WAY,S,1
3/9/16,14,Theft,10H60,Convenience Store Parking Lot,4700-4799,SCOTT,ST,-,1
3/8/16,20,Theft,10H60,"Parks and Recreation, Zoo, Swimming Pool",5200-5299,CALHOUN,RD,-,1
3/8/16,21,Burglary,10H60,Residence or House,3600-3699,GRIGGS,-,-,1
3/8/16,15,Theft,10H60,Apartment Parking Lot,3700-3799,SOUTHMORE,BLVD,-,1
3/8/16,1,Theft,10H60,"Road, Street, or Sidewalk",4400-4499,MACGREGOR,WAY,S,1
